identifier,TopicValue2,Topic,TopicValue,title,Date,Cartoonists,Publisher,NameAuthorities,EQPred_RingKen,Brownlee,KeyJohn,ParkerRobert,CHCHCityCouncil,EnglishSimon,MarryattTony,RingKen,SouthCanterburyFinanceLtd,CERA,AMI,ChristchurchCathedral,BuildingsEarthquakeEffect,Aftershocks,BuildingsRepairReconstruction,CityPlanning,Disasters_PsychologicalAspects,Sewerage,InfrastructureEconomics,Courage,World.Cup,EconomicCondition,mayor_bob_parker_auckland_anderton_local_prime_lower,pike_river_made_toilet_represents_bank_broken_reserve,buildings_people_city_rebuild_heading_building_house,house_jersey_asks_move_neighbour_live_report,rugby_world_cup_ball_buildings_damage_decision_tsunami,people_aftershocks_gambling_wondering_year_show_power,business_cbd_allowed_owners_large_central_point,recovery_cera_portaloo_damage_problems_back_portaloos,red_people_buildings_black_rubble_areas_damage,city_comments_boy_people_rebuild_map_ideas,week_time_rebuilding_contractors_work_party_labour,ring_moon_people_workers_ken_march_port,aftershocks_people_aftershock_liquefaction_house_great_phone,version_word_cathedral_reading_letters_large_home,insurance_finance_billion_government_cost_company_huge,people_couple_reading_months_time_news_council,city_council_people_tony_marryatt_june_pay_rise_large_orange
DCDL-0017229A,10.984267453294,city_comments_boy_people_rebuild_map_ideas,0.984267453294002,"Evans, Malcolm Paul, 1945-:[Planning a new Christchurch post earthquake] 4 March 2011",05/03/2011,"Evans, Malcolm Paul",Manawatu standard (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.984267453294002,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877
DCDL-0017230,5.98945286750165,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.989452867501648,"Evans, Malcolm Paul, 1945-:[Gerry Brownlee rebuilds Christchurch after the 2011 earthquake] 6 March 2011",07/03/2011,"Evans, Malcolm Paul",Press (Christchurch, N.Z.) (Newspaper),"Brownlee, Gerard Anthony (Hon), 1956- (name_authority)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.989452867501648,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001
DCDL-0017230A,5.98945286750165,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.989452867501648,"Evans, Malcolm Paul, 1945-:[Gerry Brownlee rebuilds Christchurch after the 2011 earthquake] 6 March 2011",07/03/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper),"Brownlee, Gerard Anthony (Hon), 1956- (name_authority)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.989452867501648,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001
DCDL-0017230B,5.9564930784443,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.956493078444298,"Evans, Malcolm Paul, 1945-:[Gerry Brownlee rebuilds Christchurch after the 2011 earthquake] 6 March 2011",07/03/2011,"Evans, Malcolm Paul",Manawatu standard (Newspaper),"Brownlee, Gerard Anthony (Hon), 1956- (name_authority)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.956493078444298,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.033618984838497,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001
DCDL-0017231,16.9887085391673,people_couple_reading_months_time_news_council,0.988708539167255,"Evans, Malcolm Paul, 1945-:[Loving a rock after the Christchurch earthquake] 7 March 2011",08/03/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.988708539167255,0.000705716302046577
DCDL-0017231A,16.9887085391673,people_couple_reading_months_time_news_council,0.988708539167255,"Evans, Malcolm Paul, 1945-:[Loving a rock after the Christchurch earthquake] 7 March 2011",08/03/2011,"Evans, Malcolm Paul",Manawatu standard (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.988708539167255,0.000705716302046577
DCDL-0017239,11.4096796182686,week_time_rebuilding_contractors_work_party_labour,0.409679618268575,"Slane, Christopher, 1957-:[Christchurch earthquake and politics] 4 March 2011",12/03/2011,"Slane, Christopher",Listener (Serial),"Key, John Phillip (Rt Hon), 1961- (name_authority) # English, Simon William (Hon), 1961- (name_authority) # Hide, Rodney Philip (Hon), 1956- (name_authority) # Goff, Philip Bruce (Hon), 1953- (name_authority)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.102931152010907,0.000681663258350375,0.000681663258350375,0.239263803680982,0.000681663258350375,0.000681663258350375,0.102931152010907,0.409679618268575,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.137014314928425,0.000681663258350375,0.000681663258350375
DCDL-0017240,13.7516059957173,aftershocks_people_aftershock_liquefaction_house_great_phone,0.751605995717345,"Nisbet, Alistair, 1958-:[The value of old technology in natural disasters] 3 March 2011",02/03/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214132762312634,0.21627408993576,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.751605995717345,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634
DCDL-0017242,13.3559589581689,aftershocks_people_aftershock_liquefaction_house_great_phone,0.355958958168903,"Nisbet, Alistair, 1958-:The advantages of life in Christchurch during the earthquakes and aftershocks] 4 March 2011",05/03/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.316495659037095,0.119179163378058,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.355958958168903,0.000789265982636148,0.000789265982636148,0.198105761641673,0.000789265982636148
DCDL-0017244,2.92626728110599,pike_river_made_toilet_represents_bank_broken_reserve,0.926267281105991,"Nisbet, Alistair, 1958-:[Looters after the Christchurch earthquake] 26 February 2011",26/02/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460829493087558,0.926267281105991,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558
DCDL-0017245,2.52623688155922,pike_river_made_toilet_represents_bank_broken_reserve,0.52623688155922,"Nisbet, Alistair, 1958-:[Mother Nature cooks up a menu of disasters] 14 January 2011",16/01/2011,"Nisbet, Alastair",Sunday star times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.52623688155922,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.0764617691154423,0.00149925037481259,0.376311844077961,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0017246,14.923875432526,version_word_cathedral_reading_letters_large_home,0.923875432525952,"Winter, Mark 1958-:[Search for survivors of Christchurch earthquake called off] 4 March 2011",04/03/2011,"Winter, Mark",Southland times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.0588235294117647,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.923875432525952,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0017247,9.678916827853,red_people_buildings_black_rubble_areas_damage,0.678916827852998,"Winter, Mark 1958-:Red & black - Kia kaha Christchurch. 5 March 2011",05/03/2011,"Winter, Mark",Southland times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00193423597678917,0.00193423597678917,0.292069632495164,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.678916827852998,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917
DCDL-0017250,12.522816166884,ring_moon_people_workers_ken_march_port,0.522816166883963,"Smith, Hayden James, 1976- :Shared stand still. 2 March 2011",02/03/2011,"Smith, Hayden James",Otago daily times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.392438070404172,0.00130378096479791,0.522816166883963,0.0664928292046936,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017252,15.4908200734394,insurance_finance_billion_government_cost_company_huge,0.490820073439412,"Tremain, Garrick 1941-:[Christchurch earthquake hastens curbs on government spending] 6 March 2011",07/03/2011,"Tremain, Garrick",Otago daily times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.0624235006119951,0.0624235006119951,0.490820073439412,0.368421052631579,0.00122399020807834
DCDL-0017255,3.97913950456323,buildings_people_city_rebuild_heading_building_house,0.979139504563233,"Bromhead, Peter, 1933-:Earthquake refugees heading out of Christchurch - motorist refugees heading to Christchurch for cheap fuel. 9 March 2011",09/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130378096479791,0.00130378096479791,0.979139504563233,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017257,2.99010513296228,pike_river_made_toilet_represents_bank_broken_reserve,0.990105132962276,"Bromhead, Peter, 1933-:[Interest rates and the economy] 11 March 2011",11/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),"Reserve Bank of New Zealand (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.000618429189857761,0.990105132962276,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761
DCDL-0017262,15.9834539813857,insurance_finance_billion_government_cost_company_huge,0.983453981385729,"Hubbard, James, 1949- : Quake may cost insurance co's up to $16B. 6 March 2011",07/03/2011,"Hubbard, James",Northern advocate (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.983453981385729,0.00103412616339193,0.00103412616339193
DCDL-0017263,16.6716653512234,people_couple_reading_months_time_news_council,0.671665351223362,"Hubbard, James, 1949- :ACC takes earthquake hit. 7 March 2011",08/03/2011,"Hubbard, James",Northern advocate (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.0402525651144436,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.277032359905288,0.671665351223362,0.000789265982636148
DCDL-0017264,13.4908200734394,aftershocks_people_aftershock_liquefaction_house_great_phone,0.490820073439412,"Hubbard, James, 1949- :[New Gov. Gen. has unshakeable belief in New Zealanders in the face of the Christchurch earthquakes] 8 March 2011",09/03/2011,"Hubbard, James",Northern advocate (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.00122399020807834,0.0624235006119951,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.490820073439412,0.429620563035496,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0017266,2.99040191961608,pike_river_made_toilet_represents_bank_broken_reserve,0.990401919616077,"Hubbard, James, 1949- :[Official Cash Rate cut] 10 March 2011",11/03/2011,"Hubbard, James",Northern advocate (Newspaper),"English, Simon William (Hon), 1961- (name_authority) # Bollard, Alan Esmond (Dr), 1951- (name_authority) # Reserve Bank of New Zealand (name_authority)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.000599880023995201,0.990401919616077,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201
DCDL-0017272,2.92986903253063,pike_river_made_toilet_represents_bank_broken_reserve,0.929869032530629,"Evans, Malcolm Paul, 1945-:Reserve Bank governor moves to restore confidence after the quake. 11 March 2011",11/03/2011,"Evans, Malcolm Paul",Press (Christchurch, N.Z.) (Newspaper),"Bollard, Alan Esmond (Dr), 1951- (name_authority) # Reserve Bank of New Zealand (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00042247570764681,0.929869032530629,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.0637938318546684,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681
DCDL-0017272A,2.90874524714829,pike_river_made_toilet_represents_bank_broken_reserve,0.908745247148289,"Evans, Malcolm Paul, 1945-:Reserve Bank governor moves to restore confidence after the quake. 11 March 2011",11/03/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper),"Bollard, Alan Esmond (Dr), 1951- (name_authority) # Reserve Bank of New Zealand (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00042247570764681,0.908745247148289,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.0849176172370089,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681
DCDL-0017275,3.54178957718781,buildings_people_city_rebuild_heading_building_house,0.541789577187807,"Nisbet, Alistair, 1958-: NZ city strengthening? 6 March 2011",06/03/2011,"Nisbet, Alastair",Sunday star times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000983284169124877,0.000983284169124877,0.541789577187807,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.345132743362832,0.000983284169124877,0.0993117010816126,0.000983284169124877,0.000983284169124877
DCDL-0017276,3.69319492502883,buildings_people_city_rebuild_heading_building_house,0.693194925028835,"Nisbet, Alistair, 1958-: Christchurch displays portaloos... 8 March 2011",08/03/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00115340253748558,0.00115340253748558,0.693194925028835,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.289504036908881,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0017277,3.72209567198178,buildings_people_city_rebuild_heading_building_house,0.722095671981777,"Nisbet, Alistair, 1958-: [Debate about the fate of heritage buildings after the Christchurch earthquake] 10 March 2011",10/03/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000759301442672741,0.000759301442672741,0.722095671981777,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.190584662110858,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.0766894457099468,0.000759301442672741,0.000759301442672741,0.000759301442672741
DCDL-0017281,15.5374732334047,insurance_finance_billion_government_cost_company_huge,0.537473233404711,"Winter, Mark, 1958-: [Downsizemic activity - interest rates fall] 11 March 2011",11/03/2011,"Winter, Mark",Southland times (Newspaper),"Reserve Bank of New Zealand (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00214132762312634,0.323340471092077,0.00214132762312634,0.00214132762312634,0.109207708779443,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.537473233404711,0.00214132762312634,0.00214132762312634
DCDL-0017282,2.60056457304164,pike_river_made_toilet_represents_bank_broken_reserve,0.600564573041637,"Brockie, Robert Ellison, 1932-:[The New Zealand ship of state] 4 March 2011",04/03/2011,"Brockie, Robert Ellison",National Business Review (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.000705716302046577,0.600564573041637,0.000705716302046577,0.0359915314043754,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.282992237120677,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.0712773465067043,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577
DCDL-0017287,5.5084663763909,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.508466376390905,"Evans, Malcolm Paul, 1945-: Bad news for Christchurch playing areas. 12 March 2011",12/03/2011,"Evans, Malcolm Paul",Manawatu standard (Newspaper),"AMI Stadium (Christchurch, N.Z.) (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000483792936623125,0.0972423802612482,0.000483792936623125,0.000483792936623125,0.508466376390905,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.387518142235123,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125
DCDL-0017292,10.3684210526316,city_comments_boy_people_rebuild_map_ideas,0.368421052631579,"Brockie, Robert Ellison, 1932-: [Earthquake & Devil] 11 March 2011.",11/03/2011,"Brockie, Robert Ellison",National Business Review (Newspaper),"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122399020807834,0.00122399020807834,0.184822521419829,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.368421052631579,0.184822521419829,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.246022031823745
DCDL-0017294,5.81227946365561,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.81227946365561,"Bromhead, Peter, 1933-:A tale of two quakes. 16 March 2011",16/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),"Japan (place_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.81227946365561,0.177134791813691,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577
DCDL-0017298,4.60119940029985,house_jersey_asks_move_neighbour_live_report,0.60119940029985,"Hawkey, Allan Charles, 1941- :"Seems a good buy." 11 March 2011",11/03/2011,"Hawkey, Allan Charles",Waikato times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.0764617691154423,0.60119940029985,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.301349325337331,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0017302,5.98978940650925,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.989789406509253,"Hubbard, James, 1949- : "What's with all these disasters?.." 13 March 2011",15/03/2011,"Hubbard, James",Otago daily times (Newspaper),"Japan (place_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666
DCDL-0017302A,5.98978940650925,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.989789406509253,"Hubbard, James, 1949- : "What's with all these disasters?.." 13 March 2011",14/03/2011,"Hubbard, James",Northern advocate (Newspaper),"Japan (place_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666
DCDL-0017304,5.44346116027532,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.44346116027532,"Hubbard, James, 1949- :[Rugby World Cup for Christchurch?] 15 March 2011",16/03/2011,"Hubbard, James",Northern advocate (Newspaper),"Key, John Phillip (Rt Hon), 1961- (name_authority)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.44346116027532,0.000983284169124877,0.000983284169124877,0.148475909537856,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.295968534906588,0.0993117010816126
DCDL-0017305,6.48953974895398,people_aftershocks_gambling_wondering_year_show_power,0.489539748953975,"Nisbet, Alistair, 1958-:[Handling the Christchurch earthquakes] 14 March 2011",12/03/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.489539748953975,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.419804741980474,0.00139470013947001,0.0711297071129707,0.00139470013947001,0.00139470013947001
DCDL-0017306,5.60068551842331,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.600685518423308,"Nisbet, Alistair, 1958-: Why Christchurch should have the World Cup... 13 March 2011",13/03/2011,"Nisbet, Alastair",Sunday star times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.000856898029134533,0.257926306769494,0.000856898029134533,0.000856898029134533,0.600685518423308,0.000856898029134533,0.000856898029134533,0.0437017994858612,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.0437017994858612,0.000856898029134533,0.000856898029134533,0.0437017994858612
DCDL-0017307,5.84756527875794,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.847565278757939,"Slane, Christopher, 1957-:[Restoring historic buildings post earthquake in Christchurch] 11 March 2011",19/03/2011,"Slane, Christopher",Listener (Serial),"Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Key, John Phillip (Rt Hon), 1961- (name_authority)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106563161609033,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.847565278757939,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.0359915314043754,0.000705716302046577,0.000705716302046577,0.000705716302046577
DCDL-0017309,12.6544880469102,ring_moon_people_workers_ken_march_port,0.654488046910239,"Smith, Ashley W, 1948-:[Moon man non-event lunch] 15 March 2011",19/03/2011,"Smith, Ashley W",Shipping Gazette (Serial),"Ring, Ken, 194?- (name_authority)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0004510599909788,0.0004510599909788,0.0455570590888588,0.0004510599909788,0.0004510599909788,0.113216057735679,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.654488046910239,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.180875056382499,0.0004510599909788
