identifier,TopicValue2,Topic,TopicValue,title,Date,Cartoonists,Publisher,NameAuthorities,EQPred_RingKen,Brownlee,KeyJohn,ParkerRobert,CHCHCityCouncil,EnglishSimon,MarryattTony,RingKen,SouthCanterburyFinanceLtd,CERA,AMI,ChristchurchCathedral,BuildingsEarthquakeEffect,Aftershocks,BuildingsRepairReconstruction,CityPlanning,Disasters_PsychologicalAspects,Sewerage,InfrastructureEconomics,Courage,World.Cup,EconomicCondition,mayor_bob_parker_auckland_anderton_local_prime_lower,pike_river_made_toilet_represents_bank_broken_reserve,buildings_people_city_rebuild_heading_building_house,house_jersey_asks_move_neighbour_live_report,rugby_world_cup_ball_buildings_damage_decision_tsunami,people_aftershocks_gambling_wondering_year_show_power,business_cbd_allowed_owners_large_central_point,recovery_cera_portaloo_damage_problems_back_portaloos,red_people_buildings_black_rubble_areas_damage,city_comments_boy_people_rebuild_map_ideas,week_time_rebuilding_contractors_work_party_labour,ring_moon_people_workers_ken_march_port,aftershocks_people_aftershock_liquefaction_house_great_phone,version_word_cathedral_reading_letters_large_home,insurance_finance_billion_government_cost_company_huge,people_couple_reading_months_time_news_council,city_council_people_tony_marryatt_june_pay_rise_large_orange
DCDL-0018077,6.63406940063091,people_aftershocks_gambling_wondering_year_show_power,0.634069400630915,"Winter, Mark 1958- :More quACHES. 14 June 2011",14/06/2011,"Winter, Mark",Southland times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00315457413249211,0.00315457413249211,0.318611987381703,0.00315457413249211,0.00315457413249211,0.634069400630915,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211
DCDL-0018078,5.63552479815456,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.635524798154556,"Brockie, Robert Ellison, 1932- :Mother nature comes visiting. 17 June 2011",17/06/2011,"Brockie, Robert Ellison",National Business Review (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115340253748558,0.00115340253748558,0.116493656286044,0.00115340253748558,0.635524798154556,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.0588235294117647,0.00115340253748558,0.00115340253748558,0.0588235294117647,0.00115340253748558,0.116493656286044,0.00115340253748558,0.00115340253748558
DCDL-0018082,3.45127436281859,buildings_people_city_rebuild_heading_building_house,0.451274362818591,"Evans, Malcolm Paul, 1945- :"Four point one! Three point six! Five point two! ..." 15 June 2011",16/06/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.451274362818591,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.0764617691154423,0.00149925037481259,0.00149925037481259,0.451274362818591,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0018087,13.3436161096829,aftershocks_people_aftershock_liquefaction_house_great_phone,0.343616109682948,"Hubbard, James, 1949- :"Who said we're living ON the edge?!" 14 June 2011",15/06/2011,"Hubbard, James",Northern advocate (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.129391602399314,0.000856898029134533,0.000856898029134533,0.0437017994858612,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.343616109682948,0.257926306769494,0.0865467009425878,0.129391602399314,0.000856898029134533
DCDL-0018089,4.64991896272285,house_jersey_asks_move_neighbour_live_report,0.649918962722852,"Hubbard, James, 1949- :Canterbury lamb... 16 June 2011",17/06/2011,"Hubbard, James",Northern advocate (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162074554294976,0.244732576985413,0.00162074554294976,0.649918962722852,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.0826580226904376,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0018099,9.46639089968976,red_people_buildings_black_rubble_areas_damage,0.466390899689762,"Nisbet, Alistair, 1958- :"Dang! I'm busting again!" 16 June 2011",16/06/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103412616339193,0.207859358841779,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.466390899689762,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.207859358841779,0.104446742502585,0.00103412616339193
DCDL-0018101,1.98041615667075,mayor_bob_parker_auckland_anderton_local_prime_lower,0.980416156670747,"Walker, Malcolm, 1950- :Limbo down! How low can you go...? 16 June 2011",17/06/2011,"Walker, Malcolm",Dominion post (Newspaper),"Key, John Phillip (Rt Hon), 1961- (name_authority)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980416156670747,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0018103,14.3013493253373,version_word_cathedral_reading_letters_large_home,0.301349325337331,"Winter, Mark, 1958- :One of the many faces of mother nature. 15 June 2011",15/06/2011,"Winter, Mark",Southland times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.226386806596702,0.00149925037481259,0.151424287856072,0.00149925037481259,0.301349325337331,0.301349325337331,0.00149925037481259,0.00149925037481259
DCDL-0018108,6.98255179934569,people_aftershocks_gambling_wondering_year_show_power,0.982551799345692,"Evans, Malcolm Paul, 1945- :"This one's connected to Gerry Brownlee!" 19 June 2011"",20/06/2011,"Evans, Malcolm Paul",Press (Christchurch, N.Z.) (Newspaper),"Brownlee, Gerard Anthony (Hon), 1956- (name_authority)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.982551799345692,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0018108A,6.98255179934569,people_aftershocks_gambling_wondering_year_show_power,0.982551799345692,"Evans, Malcolm Paul, 1945- :"This one's connected to Gerry Brownlee!" 19 June 2011"",20/06/2011,"Evans, Malcolm Paul",Manawatu standard (Newspaper),"Brownlee, Gerard Anthony (Hon), 1956- (name_authority)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.982551799345692,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0018116,3.61649705409748,buildings_people_city_rebuild_heading_building_house,0.616497054097483,"Nisbet, Alistair, 1958- :"Hey Bob ... how about a re-write... 'We will raise the white flag and get the hell out!'" 18 June 2011",18/06/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"Parker, Robert John (Sir), 1953- (name_authority)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10765934654526,0.000535618639528656,0.616497054097483,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.134440278521693,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.134440278521693,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656
DCDL-0018123,9.49430523917995,red_people_buildings_black_rubble_areas_damage,0.494305239179954,"Tremain, Garrick 1941- :"You have reached the quake helpline..." 19 June 2011",20/06/2011,"Tremain, Garrick",Otago daily times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.494305239179954,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.266514806378132,0.000759301442672741,0.114654517843584,0.114654517843584,0.000759301442672741
DCDL-0018142,12.5532754538279,ring_moon_people_workers_ken_march_port,0.55327545382794,"Nisbet, Alistair, 1958- :Some Christchurch suburbs to move?... 21 June 2011",21/06/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000789265982636148,0.000789265982636148,0.158642462509866,0.237569060773481,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.55327545382794,0.0402525651144436,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148
DCDL-0018145,8.34513274336283,recovery_cera_portaloo_damage_problems_back_portaloos,0.345132743362832,"Walker, Malcolm, 1950- :"The following suburbs and my hopes of a reputation as an effective minister are now officially listed as munted..." 22-23 June 2011",24/06/2011,"Walker, Malcolm",Dominion post (Newspaper),"Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Canterbury Earthquake Recovery Authority (name_authority)",0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.345132743362832,0.295968534906588,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.345132743362832
DCDL-0018154,4.99143010176754,house_jersey_asks_move_neighbour_live_report,0.991430101767542,"Evans, Malcolm Paul, 1945- :"That's it - I'm out!" ... 23 June 2011",24/06/2011,"Evans, Malcolm Paul",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.991430101767542,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656
DCDL-0018154A,4.99143010176754,house_jersey_asks_move_neighbour_live_report,0.991430101767542,"Evans, Malcolm Paul, 1945- :"That's it - I'm out!" ... 23 June 2011",24/06/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.991430101767542,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656
DCDL-0018154B,4.99143010176754,house_jersey_asks_move_neighbour_live_report,0.991430101767542,"Evans, Malcolm Paul, 1945- :"That's it - I'm out!" ... 23 June 2011",24/06/2011,"Evans, Malcolm Paul",Manawatu standard (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.991430101767542,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656
DCDL-0018157,15.9604079184163,insurance_finance_billion_government_cost_company_huge,0.960407918416317,"Evans, Malcolm Paul, 1945- :No insurance cover. 27 May 2011",28/06/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper),"Civic Assurance (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.0305938812237552,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.960407918416317,0.000599880023995201,0.000599880023995201
DCDL-0018157A,15.9904019196161,insurance_finance_billion_government_cost_company_huge,0.990401919616077,"Evans, Malcolm Paul, 1945- :No insurance cover. 27 May 2011",28/06/2011,"Evans, Malcolm Paul",Manawatu standard (Newspaper),"Civic Assurance (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.990401919616077,0.000599880023995201,0.000599880023995201
DCDL-0018165,17.6928147659855,city_council_people_tony_marryatt_june_pay_rise_large_orange,0.692814765985498,"Nisbet, Alistair, 1958- :"The wait's over! The land report's due out dear!... DEAR?" 23 June 2011",23/06/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0995385629531971,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.198417930125247,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.692814765985498
DCDL-0018168,17.4434611602753,city_council_people_tony_marryatt_june_pay_rise_large_orange,0.44346116027532,"Nisbet, Alistair, 1958- :"I've got a bad feeling about this new subdivision!" 25 June 2011",25/06/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0501474926253687,0.000983284169124877,0.000983284169124877,0.1976401179941,0.148475909537856,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.148475909537856,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.44346116027532
DCDL-0018169,3.546346782988,buildings_people_city_rebuild_heading_building_house,0.546346782988004,"Nisbet, Alistair, 1958- :"Woo-hoo! Home sweet home!" 28 June 2011",28/06/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00109051254089422,0.00109051254089422,0.546346782988004,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.0556161395856052,0.164667393675027,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.219193020719738,0.00109051254089422,0.00109051254089422
DCDL-0018184,17.9901051329623,city_council_people_tony_marryatt_june_pay_rise_large_orange,0.990105132962276,"Winter, Mark 1958- :Christchurch recovery package - cash cloud. 24 June 2011",24/06/2011,"Winter, Mark",Southland times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.990105132962276
DCDL-0018196,15.5430759412891,insurance_finance_billion_government_cost_company_huge,0.543075941289087,"Winter, Mark 1958- :Quake insurance ami-ss? 29 June 2011",29/06/2011,"Winter, Mark",Southland times (Newspaper),"AMI Insurance (name_authority) # Civic Assurance (name_authority)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.319719208679004,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.0325462667517549,0.000638162093171666,0.0963624760689215,0.543075941289087,0.000638162093171666,0.000638162093171666
DCDL-0018229,15.5632614807873,insurance_finance_billion_government_cost_company_huge,0.563261480787254,"Winter, Mark 1958- :The earth moved ... and so did the government's infrastructure spending estimate. 5 July 2011",05/07/2011,"Winter, Mark",Southland times (Newspaper),"Auckland City (place_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0946579194001874,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.328959700093721,0.563261480787254,0.000937207122774133,0.000937207122774133
DCDL-0018259,15.5568456700532,insurance_finance_billion_government_cost_company_huge,0.556845670053217,"Winter, Mark 1958- :Tsunami warning - cancelled. 8 July 2011",08/07/2011,"Winter, Mark",Southland times (Newspaper),"AMI Insurance (name_authority)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000483792936623125,0.000483792936623125,0.0246734397677794,0.000483792936623125,0.363328495403967,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.556845670053217,0.000483792936623125,0.0488630865989357
DCDL-0018263,3.92802617230098,buildings_people_city_rebuild_heading_building_house,0.928026172300982,"Nisbet, Alistair, 1958- :Cathedral rebuild?... 5 July 2011",05/07/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"Christchurch Cathedral (Christchurch, N.Z.) (name_authority)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.00109051254089422,0.00109051254089422,0.928026172300982,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.0556161395856052,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0018335,3.65698219306467,buildings_people_city_rebuild_heading_building_house,0.656982193064667,"Nisbet, Alistair, 1958- :"False alarm! They're Christchurch residents trying to get out!" 16 July 2011",16/07/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000937207122774133,0.000937207122774133,0.656982193064667,0.000937207122774133,0.282099343955014,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0477975632614808,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133
DCDL-0018357,17.3705834018077,city_council_people_tony_marryatt_june_pay_rise_large_orange,0.370583401807724,"Hubbard, James, 1949- :"It's because they're high calibre people!" 21 July 2011",22/07/2011,"Hubbard, James",Northern advocate (Newspaper),"Brownlee, Gerard Anthony (Hon), 1956- (name_authority)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000821692686935086,0.247329498767461,0.247329498767461,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.0829909613804437,0.000821692686935086,0.000821692686935086,0.0419063270336894,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.370583401807724
DCDL-0018373,14.5578406169666,version_word_cathedral_reading_letters_large_home,0.557840616966581,"Winter, Mark 1958- :SISpicious cracks. 21 July 2011",21/07/2011,"Winter, Mark",Southland times (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.172236503856041,0.557840616966581,0.257926306769494,0.000856898029134533,0.000856898029134533
DCDL-0018401,2.9740680713128,pike_river_made_toilet_represents_bank_broken_reserve,0.974068071312804,"Nisbet, Alistair, 1958- :Uses for Christchurch rubble?... 19 July 2011",19/07/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00162074554294976,0.974068071312804,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0018405,17.3589973142346,city_council_people_tony_marryatt_june_pay_rise_large_orange,0.358997314234557,"Tremain, Garrick 1941- :"Dad, next month our class is donating all our pocket money to the quake fund." 23 July 2011",25/07/2011,"Tremain, Garrick",Otago daily times (Newspaper),"Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Christchurch (N.Z.). City Council (name_authority)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.135183527305282,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.269471799462847,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.224709042076992,0.358997314234557
DCDL-0018444,6.99411115200589,people_aftershocks_gambling_wondering_year_show_power,0.994111152005889,"Evans, Malcolm Paul, 1945- :Gambling on the rise in Christchurch, where they bet on ... 28 July 2011",29/07/2011,"Evans, Malcolm Paul",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.994111152005889,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947
DCDL-0018444A,6.99411115200589,people_aftershocks_gambling_wondering_year_show_power,0.994111152005889,"Evans, Malcolm Paul, 1945- :Gambling on the rise in Christchurch, where they bet on ... 28 July 2011",29/07/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.994111152005889,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947
DCDL-0018444B,6.97570850202429,people_aftershocks_gambling_wondering_year_show_power,0.975708502024291,"Evans, Malcolm Paul, 1945- :Gambling on the rise in Christchurch, where they bet on ... 28 July 2011",29/07/2011,"Evans, Malcolm Paul",Manawatu standard (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.0187707029812293,0.975708502024291,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947
DCDL-0018510,15.6744186046512,insurance_finance_billion_government_cost_company_huge,0.674418604651163,"Nisbet, Alistair, 1958- :"At least snow covers up ugly quake damage dear.... dear?" 26 July 2011",26/07/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.674418604651163,0.307221542227662,0.00122399020807834
DCDL-0018512,5.36297828335057,rugby_world_cup_ball_buildings_damage_decision_tsunami,0.362978283350569,"Nisbet, Alistair, 1958- :Ellerslie Flower show to return to Christchurch. 30 July 2011",30/07/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00103412616339193,0.311271975180972,0.00103412616339193,0.0527404343329886,0.362978283350569,0.00103412616339193,0.00103412616339193,0.156153050672182,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.104446742502585,0.00103412616339193,0.00103412616339193
DCDL-0018513,2.37058340180772,pike_river_made_toilet_represents_bank_broken_reserve,0.370583401807724,"Nisbet, Alistair, 1958- :Cardboard cathedral proposed... 3 August 2011",03/08/2011,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),"Transitional Cathedral (Christchurch, N.Z.) (name_authority) # Christchurch Cathedral (Christchurch, N.Z.) (name_authority)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.165160230073952,0.370583401807724,0.247329498767461,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.206244864420707,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0018576,4.98909338786639,house_jersey_asks_move_neighbour_live_report,0.989093387866394,"Evans, Malcolm Paul, 1945- :"That's not one of those expensive Adidas jerseys is it?" ... 13 August 2011",15/08/2011,"Evans, Malcolm Paul",Press (Christchurch, N.Z.) (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.989093387866394,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375
DCDL-0018576A,4.98909338786639,house_jersey_asks_move_neighbour_live_report,0.989093387866394,"Evans, Malcolm Paul, 1945- :"That's not one of those expensive Adidas jerseys is it?" ... 13 August 2011",15/08/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper),"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.989093387866394,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375
