identifier,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.4,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.911764705882353,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.0714285714285714,0.00140056022408964,0.00140056022408964,0.00140056022408964
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.5,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.821663019693654,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.0557986870897155,0.00109409190371991,0.00109409190371991,0.110503282275711,0.00109409190371991
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.6,0.00177304964539007,0.179078014184397,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.799645390070922,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.7.1,0.178716904276986,0.10234215885947,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.0259674134419552,0.000509164969450102,0.000509164969450102,0.433299389002037,0.000509164969450102,0.000509164969450102,0.255091649694501,0.000509164969450102,0.000509164969450102
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.1,0.000791139240506329,0.317246835443038,0.000791139240506329,0.000791139240506329,0.198575949367089,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.396360759493671,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.0799050632911392
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.2,0.528614457831325,0.227409638554217,0.00150602409638554,0.00150602409638554,0.227409638554217,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.3,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.495433789954338,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.267123287671233,0.00076103500761035,0.00076103500761035,0.229071537290715,0.00076103500761035,0.00076103500761035
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.4,0.00378787878787879,0.571969696969697,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.193181818181818,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.193181818181818,0.00378787878787879
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.1,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.293774319066148,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.585603112840467,0.00194552529182879,0.0992217898832685,0.00194552529182879,0.00194552529182879,0.00194552529182879
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.2,0.000368459837877671,0.000368459837877671,0.000368459837877671,0.000368459837877671,0.313559322033898,0.000368459837877671,0.22144436256448,0.000368459837877671,0.000368459837877671,0.0924834193072955,0.000368459837877671,0.000368459837877671,0.368828297715549,0.000368459837877671
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.3,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.980421686746988,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.4,0.000660501981505945,0.198811096433289,0.000660501981505945,0.198811096433289,0.000660501981505945,0.000660501981505945,0.000660501981505945,0.000660501981505945,0.595112285336856,0.000660501981505945,0.000660501981505945,0.000660501981505945,0.000660501981505945,0.000660501981505945
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.1,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.839250493096647,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.148915187376726,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.2,0.0206980519480519,0.284496753246753,0.000405844155844156,0.000405844155844156,0.183035714285714,0.000405844155844156,0.000405844155844156,0.000405844155844156,0.345373376623377,0.162743506493506,0.000405844155844156,0.000405844155844156,0.000405844155844156,0.000405844155844156
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.3,0.000639386189258312,0.000639386189258312,0.000639386189258312,0.000639386189258312,0.224424552429668,0.000639386189258312,0.000639386189258312,0.0326086956521739,0.735933503836317,0.000639386189258312,0.000639386189258312,0.000639386189258312,0.000639386189258312,0.000639386189258312
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.4,0.000414250207125104,0.000414250207125104,0.000414250207125104,0.352526926263463,0.000414250207125104,0.000414250207125104,0.000414250207125104,0.000414250207125104,0.476801988400994,0.166114333057167,0.000414250207125104,0.000414250207125104,0.000414250207125104,0.000414250207125104
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.5,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.263089005235602,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.721204188481675,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.11.1,0.000473036896877956,0.000473036896877956,0.118732261116367,0.000473036896877956,0.166035950804163,0.000473036896877956,0.000473036896877956,0.118732261116367,0.591769157994324,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.000473036896877956
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.11.2,0.000536480686695279,0.000536480686695279,0.000536480686695279,0.000536480686695279,0.000536480686695279,0.000536480686695279,0.349248927038627,0.000536480686695279,0.64431330472103,0.000536480686695279,0.000536480686695279,0.000536480686695279,0.000536480686695279,0.000536480686695279
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.1,0.00318471337579618,0.640127388535032,0.321656050955414,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.2,0.00122850122850123,0.615479115479115,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.36977886977887,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.3,0.000986193293885602,0.789940828402367,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.198224852071006,0.000986193293885602
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.4,0.00076103500761035,0.45738203957382,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.267123287671233,0.267123287671233,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.1,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.647640791476408,0.114916286149163,0.00076103500761035,0.00076103500761035,0.229071537290715,0.00076103500761035
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.2,0.227409638554217,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.15210843373494,0.378012048192771,0.227409638554217,0.00150602409638554,0.00150602409638554,0.00150602409638554
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.3,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.263089005235602,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.590314136125654,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.132198952879581
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.4,0.771708683473389,0.211484593837535,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.5,0.000496524329692155,0.174280039721946,0.000496524329692155,0.000496524329692155,0.000496524329692155,0.000496524329692155,0.124627606752731,0.000496524329692155,0.670804369414101,0.000496524329692155,0.000496524329692155,0.0253227408142999,0.000496524329692155,0.000496524329692155
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.6,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.171448087431694,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.444672131147541,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.376366120218579,0.000683060109289618
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.14.1,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.676904176904177,0.00122850122850123,0.00122850122850123,0.185503685503685,0.00122850122850123,0.124078624078624
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.14.2,0.404847396768402,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.180430879712747,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.404847396768402,0.000897666068222621
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.14.3,0.293988269794721,0.184017595307918,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.513929618768328,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.15.1,0.000897666068222621,0.000897666068222621,0.0906642728904847,0.000897666068222621,0.000897666068222621,0.0457809694793537,0.000897666068222621,0.000897666068222621,0.853680430879713,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.15.2,0.000551267916207277,0.000551267916207277,0.000551267916207277,0.000551267916207277,0.276185226019846,0.000551267916207277,0.000551267916207277,0.000551267916207277,0.634509371554576,0.000551267916207277,0.000551267916207277,0.0832414553472988,0.000551267916207277,0.000551267916207277
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.15.3,0.245928338762215,0.653094462540717,0.00162866449511401,0.00162866449511401,0.0830618892508143,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.16.1,0.000823723228995058,0.124382207578254,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.124382207578254,0.000823723228995058,0.453871499176277,0.165568369028007,0.124382207578254
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.17.1,0.0004516711833785,0.294037940379404,0.0004516711833785,0.0004516711833785,0.700542005420054,0.0004516711833785,0.0004516711833785,0.0004516711833785,0.0004516711833785,0.0004516711833785,0.0004516711833785,0.0004516711833785,0.0004516711833785,0.0004516711833785
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.18.1,0.000375375375375375,0.169294294294294,0.000375375375375375,0.000375375375375375,0.000375375375375375,0.188063063063063,0.000375375375375375,0.000375375375375375,0.39451951951952,0.000375375375375375,0.000375375375375375,0.000375375375375375,0.244369369369369,0.000375375375375375
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.18.2,0.000423011844331641,0.000423011844331641,0.000423011844331641,0.000423011844331641,0.423434856175973,0.000423011844331641,0.000423011844331641,0.000423011844331641,0.402284263959391,0.000423011844331641,0.000423011844331641,0.000423011844331641,0.169627749576988,0.000423011844331641
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.18.3,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.46732788798133,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.146441073512252,0.00058343057176196,0.379813302217036,0.00058343057176196
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.19.1,0.00058343057176196,0.146441073512252,0.00058343057176196,0.00058343057176196,0.204784130688448,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.496499416569428,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.146441073512252
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.20.1,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.984953703703704,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.20.2,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.236991485335856,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.757332071901608,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.000473036896877956
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.20.3,0.000707213578500707,0.000707213578500707,0.142149929278642,0.000707213578500707,0.212871287128713,0.637199434229137,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.000707213578500707
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.21.1,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.581284153005465,0.137295081967213,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.205601092896175,0.0689890710382514,0.000683060109289618,0.000683060109289618,0.000683060109289618
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.21.2,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.839250493096647,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.0502958579881657,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.0996055226824458,0.000986193293885602
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.22.1,0.000619578686493185,0.000619578686493185,0.000619578686493185,0.000619578686493185,0.12453531598513,0.868029739776952,0.000619578686493185,0.000619578686493185,0.000619578686493185,0.000619578686493185,0.000619578686493185,0.000619578686493185,0.000619578686493185,0.000619578686493185
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.22.2,0.000939849624060151,0.000939849624060151,0.000939849624060151,0.000939849624060151,0.517857142857143,0.470864661654135,0.000939849624060151,0.000939849624060151,0.000939849624060151,0.000939849624060151,0.000939849624060151,0.000939849624060151,0.000939849624060151,0.000939849624060151
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.22.3,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.982984293193717,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.22.4,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.688144329896907,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.129725085910653,0.000859106529209622,0.000859106529209622,0.172680412371134
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.23.1,0.344501718213058,0.000859106529209622,0.0438144329896907,0.000859106529209622,0.602233676975945,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.23.2,0.165207877461707,0.821663019693654,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.23.3,0.000551267916207277,0.000551267916207277,0.000551267916207277,0.000551267916207277,0.0832414553472988,0.000551267916207277,0.276185226019846,0.000551267916207277,0.634509371554576,0.000551267916207277,0.000551267916207277,0.000551267916207277,0.000551267916207277,0.000551267916207277
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.23.4,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.109913793103448,0.0021551724137931,0.864224137931034,0.0021551724137931
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.23.5,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.561624649859944,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.42156862745098,0.00140056022408964,0.00140056022408964,0.00140056022408964
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.23.6,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.577429983525535,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.412685337726524,0.000823723228995058,0.000823723228995058,0.000823723228995058
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.24.1,0.433189655172414,0.540948275862069,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.24.2,0.00130890052356021,0.655759162303665,0.00130890052356021,0.0667539267015707,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.263089005235602,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.24.3,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.964285714285714,0.00274725274725275
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.24.4,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.981792717086835,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.24.5,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.0992217898832685,0.00194552529182879,0.00194552529182879,0.391050583657588,0.00194552529182879,0.0992217898832685,0.391050583657588,0.00194552529182879,0.00194552529182879
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.24.6,0.00103734439834025,0.312240663900415,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.156639004149378,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.519709543568465,0.00103734439834025,0.00103734439834025,0.00103734439834025
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.24.7,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.196498054474708,0.585603112840467,0.196498054474708,0.00194552529182879,0.00194552529182879
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.25.1,0.0360678925035361,0.38967468175389,0.000707213578500707,0.0714285714285714,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.495756718528996,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.000707213578500707
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.25.2,0.00122850122850123,0.492628992628993,0.124078624078624,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.36977886977887,0.00122850122850123,0.00122850122850123,0.00122850122850123
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.25.3,0.571661237785016,0.245928338762215,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.164495114006515,0.00162866449511401,0.00162866449511401,0.00162866449511401
