identifier,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.41.3,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.982984293193717,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.00130890052356021
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.42.1,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.676904176904177,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.308353808353808,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.42.2,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.729871645274212,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.263127187864644,0.00058343057176196,0.00058343057176196,0.00058343057176196
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.42.3,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.799363057324841,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.162420382165605,0.00318471337579618
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.42.4,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.861179361179361,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.124078624078624
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.43.1,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.695601851851852,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.290509259259259,0.00115740740740741,0.00115740740740741,0.00115740740740741
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.43.2,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.976950354609929,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.43.3,0.243961352657005,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.727053140096618,0.00241545893719807,0.00241545893719807,0.00241545893719807
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.43.4,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.193181818181818,0.761363636363636,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.44.1,0.127800407331976,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.306008146639511,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.560590631364562,0.000509164969450102,0.000509164969450102,0.000509164969450102
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.44.2,0.317246835443038,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.63370253164557,0.000791139240506329,0.0403481012658228,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.44.3,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.243961352657005,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.727053140096618,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.45.1,0.327361563517915,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.408794788273616,0.245928338762215,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.45.2,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.885964912280702,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.45.3,0.290509259259259,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.232638888888889,0.00115740740740741,0.46412037037037,0.00115740740740741,0.00115740740740741,0.00115740740740741
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.46.1,0.642011834319527,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.296844181459566,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.0502958579881657,0.000986193293885602,0.000986193293885602
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.46.2,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.761363636363636,0.00378787878787879,0.193181818181818,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.46.3,0.97198275862069,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.46.4,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.000823723228995058,0.989291598023064,0.000823723228995058,0.000823723228995058
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.46.5,0.95859872611465,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.47.1,0.431203931203931,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.0626535626535627,0.00122850122850123,0.492628992628993
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.47.2,0.193181818181818,0.00378787878787879,0.00378787878787879,0.571969696969697,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.193181818181818
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.47.3,0.325431034482759,0.648706896551724,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.48.1,0.815960912052117,0.00162866449511401,0.164495114006515,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.48.2,0.864224137931034,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.109913793103448,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.48.3,0.987781954887218,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.48.4,0.817010309278351,0.000859106529209622,0.172680412371134,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.49.1,0.493435448577681,0.00109409190371991,0.00109409190371991,0.274617067833698,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.219912472647702,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.49.2,0.321656050955414,0.00318471337579618,0.321656050955414,0.00318471337579618,0.321656050955414,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.00318471337579618
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.49.3,0.396360759493671,0.000791139240506329,0.356803797468354,0.0403481012658228,0.198575949367089,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.49.4,0.519709543568465,0.00103734439834025,0.364107883817427,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.104771784232365,0.00103734439834025,0.00103734439834025
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.49.5,0.987179487179487,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602,0.000986193293885602
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.49.6,0.753472222222222,0.00115740740740741,0.232638888888889,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.49.7,0.649590163934426,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.239754098360656,0.0348360655737705,0.000683060109289618,0.000683060109289618,0.0689890710382514,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.50.1,0.763913824057451,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.225314183123878,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.50.2,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.0438144329896907,0.945876288659794,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.50.3,0.723744292237443,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.267123287671233,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.00076103500761035
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.50.4,0.756465517241379,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.217672413793103,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.50.5,0.770527859237537,0.000733137829912024,0.220674486803519,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.51.1,0.123188405797101,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.243961352657005,0.00241545893719807,0.606280193236715,0.00241545893719807,0.00241545893719807
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.51.2,0.473367697594502,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.344501718213058,0.172680412371134,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.51.3,0.826923076923077,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.14010989010989,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.51.4,0.492628992628993,0.00122850122850123,0.00122850122850123,0.185503685503686,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.308353808353808,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.51.5,0.964285714285714,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.52.1,0.984953703703704,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.52.2,0.712816455696203,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.198575949367089,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.000791139240506329,0.0799050632911392
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.52.3,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.232638888888889,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.579861111111111,0.00115740740740741,0.00115740740740741,0.174768518518519
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.53.1,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.976950354609929,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.53.2,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.46039603960396,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.000707213578500707,0.0714285714285714,0.46039603960396,0.000707213578500707,0.000707213578500707,0.000707213578500707
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.53.3,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.976950354609929,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.53.4,0.31508078994614,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.0457809694793537,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.629263913824058,0.000897666068222621,0.000897666068222621,0.000897666068222621
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.54.1,0.363936591809775,0.000660501981505945,0.000660501981505945,0.000660501981505945,0.000660501981505945,0.000660501981505945,0.000660501981505945,0.463011889035667,0.000660501981505945,0.000660501981505945,0.000660501981505945,0.132760898282695,0.0336856010568032,0.000660501981505945
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.54.2,0.497514498757249,0.000414250207125104,0.000414250207125104,0.000414250207125104,0.103976801988401,0.000414250207125104,0.000414250207125104,0.393951946975973,0.000414250207125104,0.000414250207125104,0.000414250207125104,0.000414250207125104,0.000414250207125104,0.000414250207125104
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.55.1,0.426206244087039,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.284295175023652,0.000473036896877956,0.000473036896877956,0.284295175023652,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.000473036896877956,0.000473036896877956
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.55.2,0.384026258205689,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.00109409190371991,0.602844638949672,0.00109409190371991,0.00109409190371991,0.00109409190371991
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.56.1,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.00241545893719807,0.968599033816425,0.00241545893719807,0.00241545893719807,0.00241545893719807
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.56.2,0.000551267916207277,0.276185226019846,0.000551267916207277,0.000551267916207277,0.000551267916207277,0.000551267916207277,0.52425578831312,0.000551267916207277,0.000551267916207277,0.000551267916207277,0.193495038588754,0.000551267916207277,0.000551267916207277,0.000551267916207277
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.57.1,0.950757575757576,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.57.2,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.622340425531915,0.00177304964539007,0.356382978723404,0.00177304964539007
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.57.3,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.780155642023346,0.00194552529182879,0.196498054474708,0.00194552529182879
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.57.4,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.981792717086835,0.00140056022408964,0.00140056022408964,0.00140056022408964
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.57.5,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.141456582633053,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.00140056022408964,0.42156862745098,0.00140056022408964,0.42156862745098,0.00140056022408964
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.57.6,0.000683060109289618,0.000683060109289618,0.103142076502732,0.273907103825137,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.615437158469945
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.58.1,0.0004516711833785,0.0004516711833785,0.0004516711833785,0.0004516711833785,0.0907859078590786,0.0004516711833785,0.361788617886179,0.0004516711833785,0.0907859078590786,0.0004516711833785,0.271454381210479,0.0004516711833785,0.181120144534779,0.0004516711833785
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.58.2,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.330645161290323,0.000733137829912024,0.587243401759531,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.0740469208211144,0.000733137829912024
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.59.1,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.648706896551724,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.325431034482759,0.0021551724137931
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.59.2,0.000897666068222621,0.000897666068222621,0.539497307001795,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.449730700179533,0.000897666068222621
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.60.1,0.225314183123878,0.000897666068222621,0.000897666068222621,0.539497307001795,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.225314183123878,0.000897666068222621
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.60.2,0.00150602409638554,0.603915662650602,0.00150602409638554,0.227409638554217,0.00150602409638554,0.00150602409638554,0.15210843373494,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.60.3,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.964285714285714,0.00274725274725275
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.61.1,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.270197486535009,0.000897666068222621,0.404847396768402,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.000897666068222621,0.31508078994614
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.61.2,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.97198275862069,0.0021551724137931
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.61.3,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.492628992628993,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.492628992628993,0.00122850122850123
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.61.4,0.258591065292096,0.000859106529209622,0.215635738831615,0.258591065292096,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.000859106529209622,0.215635738831615,0.0438144329896907
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.61.5,0.00378787878787879,0.00378787878787879,0.571969696969697,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.382575757575758,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879,0.00378787878787879
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.62.1,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.0768072289156627,0.00150602409638554,0.00150602409638554,0.905120481927711,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.62.2,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.637731481481482,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.34837962962963,0.00115740740740741
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.62.3,0.000733137829912024,0.000733137829912024,0.330645161290323,0.110703812316716,0.000733137829912024,0.000733137829912024,0.513929618768328,0.0373900293255132,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024,0.000733137829912024
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.62.4,0.00103734439834025,0.00103734439834025,0.571576763485477,0.41597510373444,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.62.5,0.00150602409638554,0.00150602409638554,0.227409638554217,0.00150602409638554,0.0768072289156627,0.00150602409638554,0.00150602409638554,0.67921686746988,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554,0.00150602409638554
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.62.6,0.00103734439834025,0.00103734439834025,0.675311203319502,0.312240663900415,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.63.1,0.00058343057176196,0.00058343057176196,0.700700116686114,0.117269544924154,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.17561260210035,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.00058343057176196,0.00058343057176196
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.63.2,0.255091649694501,0.000509164969450102,0.687881873727088,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.000509164969450102,0.0514256619144603
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.63.3,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.675311203319502,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.312240663900415,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025,0.00103734439834025
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.64.1,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.987781954887218,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.64.2,0.0348360655737705,0.000683060109289618,0.205601092896175,0.239754098360656,0.000683060109289618,0.000683060109289618,0.512978142076503,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618,0.000683060109289618
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.64.3,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.433189655172414,0.0021551724137931,0.0021551724137931,0.109913793103448,0.433189655172414,0.0021551724137931
