term,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14
55,πηρός,0.00305692521409926,5.92494282430175e-06,0.00219285037697315,6.74864014900997e-06,0.00332579030377837,0.00407723995301761,0.00560561441695208,5.85212841910603e-06,0.00181104132868593,7.34333005331258e-06,0.00253819974776442,0.00290135396518375,5.51638919229029e-06,0.0037028208837454
56,πέμπω,3.81638603508022e-06,0.00681960919077131,2.73764092006636e-06,0.0023687726923025,1.03898478718475e-06,0.00758967960930431,0.00680596011651356,5.85212841910603e-06,0.000606357518030101,7.34333005331258e-06,0.00412259409718041,5.79112567900949e-06,0.00331534990456647,0.00925088769068911
57,ἀθηναίοις,0.0038202024211153,0.00326464349619026,0.00287726060698974,6.74864014900997e-06,0.000624429857098032,0.00421773753926907,0.00280480778464198,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00840045884060359,5.79112567900949e-06,0.00469444720263904,0.00514120857443451
58,ἀφικνέομαι,0.0021028287053292,0.0047458792022657,2.73764092006636e-06,0.00540566075935699,0.000728328335816507,0.00140778581423971,0.00460532633398419,0.00673579981039104,4.0156127021861e-06,7.34333005331258e-06,0.00047848709352363,5.79112567900949e-06,0.00828010017762773,0.0098673395581273
59,δέω,0.00248446730883722,0.000894666366469564,2.73764092006636e-06,0.00641795678170849,0.00452062280904083,0.00070529788298237,0.0016044620850805,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00491479127188841,0.00261179768123328,0.000281335848806805,0.0037028208837454
60,πράσσω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00358553650057456,0.00646569891929257,0.00800630581607503,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00348883635741401,5.79112567900949e-06,5.51638919229029e-06,0.00288088506049448
61,μέλλω,3.81638603508022e-06,5.92494282430175e-06,0.00164532219295988,6.74864014900997e-06,0.00306604410698219,0.00660619650554403,0.00120434685189335,5.85212841910603e-06,0.0044211895851069,7.34333005331258e-06,3.16878869883198e-06,0.00405957910098565,0.000832974768035834,0.00534669253024724
62,χρόνος,0.00286610591234525,0.00681960919077131,2.73764092006636e-06,0.001356476669951,0.00135171920812735,0.000986293055485307,0.00480538395057777,0.00351712917988272,0.00482275085532551,7.34333005331258e-06,0.00174600257305642,0.000874459977530432,0.00993501693531482,4.1096791162546e-06
63,θάλασσα,0.00630085334391745,0.00385713777862044,0.00191908628496652,6.74864014900997e-06,1.03898478718475e-06,0.000283805124227966,0.00240469255145482,5.85212841910603e-06,0.00783446038196508,7.34333005331258e-06,0.000636926528465229,0.0191165058664103,5.51638919229029e-06,4.1096791162546e-06
64,ὁπλίτης,0.000194635687789091,5.92494282430175e-06,0.00616242971106938,0.0361119734373524,1.03898478718475e-06,2.80995172502936e-06,0.0026047501680484,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00288088506049448
65,λακεδαιμονίων,3.81638603508022e-06,0.00415338491983552,2.73764092006636e-06,0.0030436367072035,0.000312734420942609,0.00211027374549705,0.00220463493486124,5.85212841910603e-06,0.000807138153139406,7.34333005331258e-06,0.0126783235840268,5.79112567900949e-06,0.00965919747570031,0.00103152945817991
66,ὁράω,0.00305692521409926,5.92494282430175e-06,0.00561490152705611,6.74864014900997e-06,0.00254655171338981,0.00421773753926907,0.00320492301782913,5.85212841910603e-06,0.00241338323401385,7.34333005331258e-06,0.000636926528465229,0.00319091024913423,5.51638919229029e-06,4.1096791162546e-06
67,γνώμη,3.81638603508022e-06,5.92494282430175e-06,0.000824029916939974,6.74864014900997e-06,0.00576740455366253,0.00477972788427495,0.00280480778464198,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00276371098533744,4.1096791162546e-06
68,ἡμέρα,0.00534675683514739,5.92494282430175e-06,0.00369855288300965,0.00405593272955499,0.00104002377197193,0.00196977615924558,0.00240469255145482,0.00790622549421225,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.00261179768123328,0.00414280828341001,0.00226443319305629
69,κρατέω,0.00114873219655915,0.000598419225254476,0.00342478879100302,6.74864014900997e-06,0.00187121160171973,2.80995172502936e-06,0.0016044620850805,0.01053968328281,0.00662977657130925,7.34333005331258e-06,3.16878869883198e-06,0.0046386916688866,0.00193625260649389,0.00123701341399264
70,ὅπως,0.00477429892988536,5.92494282430175e-06,0.00205596833096984,6.74864014900997e-06,0.00176731312300125,0.00168878098674265,0.00320492301782913,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00317195748753082,0.00550736052073802,5.51638919229029e-06,0.00637411230931089
71,ὥσπερ,0.000767093593051124,0.00207965493132991,0.00137155810095325,6.74864014900997e-06,0.00270239943146752,2.80995172502936e-06,0.00360503825101629,5.85212841910603e-06,0.00281494450423246,7.34333005331258e-06,0.00190444200799802,0.00261179768123328,0.00469444720263904,0.00555217648605997
72,τοιοῦτος,3.81638603508022e-06,5.92494282430175e-06,0.00315102469899638,6.74864014900997e-06,0.00311799334634142,0.00730868443680138,0.00320492301782913,5.85212841910603e-06,4.0156127021861e-06,0.00441334136204086,3.16878869883198e-06,5.79112567900949e-06,0.000281335848806805,4.1096791162546e-06
73,βασιλεύς,3.81638603508022e-06,0.000598419225254476,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,0.00351524960801173,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,0.00404617485937523,0.0071329433610708,5.79112567900949e-06,0.0220710731583535,4.1096791162546e-06
74,μάχη,3.81638603508022e-06,5.92494282430175e-06,0.00780501426310919,6.74864014900997e-06,0.00114392225069041,2.80995172502936e-06,0.00340498063442271,0.0143435667552289,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00441862774302453,4.1096791162546e-06
75,τότε,0.00229364800708321,0.00415338491983552,0.00123467605494993,0.00675538878915898,0.00207900855915668,0.00492022547052642,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00634936396032613,0.0016479813256181
76,ἀφεστήξω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00187121160171973,2.80995172502936e-06,0.00660590249991998,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00348883635741401,5.79112567900949e-06,0.00690100287955516,0.00842895186743819
77,αἱρέω,3.81638603508022e-06,5.92494282430175e-06,0.00274037856098643,0.00439336473700549,1.03898478718475e-06,0.00253176650425146,0.00580567203354566,0.0102470768618547,4.0156127021861e-06,7.34333005331258e-06,0.00047848709352363,0.00637602937258944,0.00414280828341001,4.1096791162546e-06
78,ἀλλήλων,0.00591921474040942,5.92494282430175e-06,0.00260349651498311,6.74864014900997e-06,0.00166341464428278,0.000564800296730902,4.00115233187158e-06,5.85212841910603e-06,0.00482275085532551,7.34333005331258e-06,0.0055485490116548,0.00290135396518375,5.51638919229029e-06,4.1096791162546e-06
79,σπονδή,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,0.00147600934071583,0.0223431291154643,5.79112567900949e-06,0.00276371098533744,4.1096791162546e-06
80,χράω,0.00133955149831316,5.92494282430175e-06,0.00191908628496652,6.74864014900997e-06,0.00249460247403058,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00422040894999759,0.016162669447341,3.16878869883198e-06,0.00608647308863897,5.51638919229029e-06,4.1096791162546e-06
81,στρατηγός,0.00191200940357519,5.92494282430175e-06,0.00315102469899638,0.0138414609456195,1.03898478718475e-06,0.00688719167804697,0.00420521110079703,0.000591064970329709,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.000832974768035834,0.000826045502367175
82,διαφθείρω,0.0038202024211153,5.92494282430175e-06,0.00602554766506606,6.74864014900997e-06,0.00135171920812735,2.80995172502936e-06,0.00440526871739061,0.00351712917988272,4.0156127021861e-06,0.00514767436737212,3.16878869883198e-06,0.00405957910098565,5.51638919229029e-06,4.1096791162546e-06
83,δύναμαι,0.00248446730883722,0.002375902072545,0.00246661446897979,6.74864014900997e-06,0.0023907039953121,2.80995172502936e-06,0.00320492301782913,0.00205409707510622,0.00161026069357663,7.34333005331258e-06,0.00142912370317322,5.79112567900949e-06,0.00469444720263904,0.0016479813256181
84,ἔργον,3.81638603508022e-06,5.92494282430175e-06,0.00205596833096984,6.74864014900997e-06,0.00581935379302176,2.80995172502936e-06,0.00340498063442271,5.85212841910603e-06,0.000405576882920796,7.34333005331258e-06,0.000636926528465229,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
85,πλεῖστος,0.00267528661059123,0.00830084489684675,0.00315102469899638,6.74864014900997e-06,0.002806297910186,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00422040894999759,7.34333005331258e-06,3.16878869883198e-06,0.000584903693579958,5.51638919229029e-06,0.00123701341399264
86,τυγχάνω,0.00229364800708321,5.92494282430175e-06,0.00260349651498311,0.0030436367072035,0.00254655171338981,2.80995172502936e-06,0.00320492301782913,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00190444200799802,0.00377002281703518,5.51638919229029e-06,0.0037028208837454
87,χρῆμα,0.000194635687789091,5.92494282430175e-06,2.73764092006636e-06,0.00574309276680749,0.00166341464428278,0.00182927857299412,4.00115233187158e-06,5.85212841910603e-06,0.0108461699086047,7.34333005331258e-06,0.00032004765858203,5.79112567900949e-06,0.00331534990456647,0.00349733692793267
88,εἶπον,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.0023907039953121,0.00815166995431018,0.00280480778464198,5.85212841910603e-06,0.000405576882920796,7.34333005331258e-06,0.00396415466223881,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
89,οὕτως,0.0021028287053292,5.92494282430175e-06,0.00137155810095325,6.74864014900997e-06,0.00176731312300125,0.00309375684925733,4.00115233187158e-06,5.85212841910603e-06,0.0046219702202162,7.34333005331258e-06,0.00190444200799802,0.00174312882938186,0.00607354450071161,0.000826045502367175
90,εἷς,0.00706413055093349,5.92494282430175e-06,0.00109779400894661,6.74864014900997e-06,0.00145561768684583,0.00281276167675439,0.00220463493486124,5.85212841910603e-06,4.0156127021861e-06,0.00478050786470649,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00514120857443451
91,πλείων,0.00343856381760728,5.92494282430175e-06,0.00219285037697315,0.002706204699753,0.00311799334634142,0.00168878098674265,0.00180451970167408,0.00088367139128501,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.00434913538493612,5.51638919229029e-06,4.1096791162546e-06
92,ἀναχωρέω,3.81638603508022e-06,5.92494282430175e-06,0.00383543492901297,6.74864014900997e-06,1.03898478718475e-06,0.000283805124227966,0.00380509586760987,0.0201956951743349,4.0156127021861e-06,7.34333005331258e-06,0.00190444200799802,5.79112567900949e-06,0.00221207206610841,0.000415077590741715
93,δύναμις,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00472841976647778,0.00140778581423971,4.00115233187158e-06,5.85212841910603e-06,0.00602743466598134,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00193625260649389,4.1096791162546e-06
94,κελεύω,0.000957912894805135,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,0.00618470374678963,0.0064058448833264,5.85212841910603e-06,0.00100791878824871,7.34333005331258e-06,0.00412259409718041,0.00145357254543138,5.51638919229029e-06,0.00431927275118359
95,ναυτικός,0.00515593753339338,5.92494282430175e-06,2.73764092006636e-06,0.000344180647599509,0.00124782072940888,2.80995172502936e-06,4.00115233187158e-06,0.000591064970329709,0.011046950543714,7.34333005331258e-06,0.00047848709352363,5.79112567900949e-06,5.51638919229029e-06,0.00534669253024724
