identifier,TopicValue2,Topic,TopicValue,Month,Publisher,february_people_cathedral_aftershocks_rubble_buildings_september,city_council_community_reports_chief_executive_government_public,aftershocks_people_house_woman_september_couple_disaster,red_zone_homes_people_areas_damage_central,february_south_pike_river_zealand_island_news_september,describes_experience_touches_sep_family_work_dunedin,eqc_work_rebuild_commission_heading_ian_homes,buildings_city_heritage_architect_notes_discusses_auckland,john_key_labelled_cup_prime_february_rugby_world_representing,buildings_time_february_ring_moon_rubble_devastated,mayor_bob_parker_mp_local_february_special_anderton,finance_government_billion_economy_bill_english_rate_bank,insurance_recent_companies_house_ami_community_company,people_woman_newspaper_reading_comments_headline_february,city_people_university_cbd_including_magnitude_effects,party_year_gas_energy_oil_leader_exploration,people_february_september_jersey_victims_replies_zealand
INNZ-22162,6.60479041916168,describes_experience_touches_sep_family_work_dunedin,0.604790419161677,2010-10,"Waikato times",0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.604790419161677,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.305389221556886,0.00598802395209581
INNZ-22761,9.92626728110599,john_key_labelled_cup_prime_february_rugby_world_representing,0.926267281105991,2011-01,"Dominion post (Wellington, N.Z.)",0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.926267281105991,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558
INNZ-25881,2.47215081405313,city_council_community_reports_chief_executive_government_public,0.472150814053128,2011-02,"Press (Christchurch, N.Z.)",0.000856898029134533,0.472150814053128,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.0437017994858612,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.343616109682948,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.129391602399314
INNZ-25883,4.69585253456221,red_zone_homes_people_areas_damage_central,0.695852534562212,2010-10,"New Zealand herald",0.00460829493087558,0.00460829493087558,0.00460829493087558,0.695852534562212,0.00460829493087558,0.00460829493087558,0.235023041474654,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558
INNZ-26959,4.55201958384333,red_zone_homes_people_areas_damage_central,0.552019583843329,2011-02,"Sunday star times",0.00122399020807834,0.00122399020807834,0.00122399020807834,0.552019583843329,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.429620563035496,0.00122399020807834,0.00122399020807834
INNZ-26963,7.60191846522782,eqc_work_rebuild_commission_heading_ian_homes,0.601918465227818,2011-02,"Sunday star times",0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.24220623501199,0.601918465227818,0.00239808153477218,0.122302158273381,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218
INNZ-26997,6.55327545382794,describes_experience_touches_sep_family_work_dunedin,0.55327545382794,2011-02,"Press (Christchurch, N.Z.)",0.000789265982636148,0.158642462509866,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.55327545382794,0.000789265982636148,0.198105761641673,0.0402525651144436,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.0402525651144436,0.000789265982636148
INNZ-27740,13.4358974358974,insurance_recent_companies_house_ami_community_company,0.435897435897436,2010-12,"New Zealand herald",0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.435897435897436,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.435897435897436
INNZ-28604,8.49628160634606,buildings_city_heritage_architect_notes_discusses_auckland,0.496281606346059,2011-02,"Press (Christchurch, N.Z.)",0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.372335151214675,0.000495785820525533,0.496281606346059,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.124442240951909,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533
INNZ-28626,3.46543778801843,aftershocks_people_house_woman_september_couple_disaster,0.465437788018433,2010-10,"New Zealand herald",0.00460829493087558,0.00460829493087558,0.465437788018433,0.465437788018433,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558
INNZ-29270,5.76119402985075,february_south_pike_river_zealand_island_news_september,0.761194029850746,2011-02,"New Zealand herald",0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.761194029850746,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284
INNZ-29277,10.8632478632479,buildings_time_february_ring_moon_rubble_devastated,0.863247863247863,2011-02,"New Zealand herald",0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.863247863247863,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855
INNZ-29301,5.79541446208113,february_south_pike_river_zealand_island_news_september,0.795414462081129,2011-02,"New Zealand herald",0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.795414462081129,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.178130511463845,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351
INNZ-29323,15.9873717442778,city_people_university_cbd_including_magnitude_effects,0.987371744277822,2011-03,"Listener (Wellington, N.Z.)",0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.987371744277822,0.000789265982636148,0.000789265982636148
INNZ-29324,15.9878511769172,city_people_university_cbd_including_magnitude_effects,0.987851176917236,2011-03,"Listener (Wellington, N.Z.)",0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.987851176917236,0.000759301442672741,0.000759301442672741
INNZ-29333,8.3142345568487,buildings_city_heritage_architect_notes_discusses_auckland,0.314234556848702,2011-03,"Listener (Wellington, N.Z.)",0.000895255147717099,0.135183527305282,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.269471799462847,0.314234556848702,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.135183527305282,0.135183527305282,0.000895255147717099,0.000895255147717099,0.000895255147717099
INNZ-29461,8.62253108997805,buildings_city_heritage_architect_notes_discusses_auckland,0.622531089978054,2011-02,"Otago daily times",0.000731528895391368,0.0373079736649598,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.183613752743233,0.000731528895391368,0.622531089978054,0.000731528895391368,0.000731528895391368,0.147037307973665,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368
INNZ-29564,1.54768392370572,february_people_cathedral_aftershocks_rubble_buildings_september,0.547683923705722,2011-02,"New Zealand herald",0.547683923705722,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.411444141689373,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698
INNZ-29565,6.56554307116105,describes_experience_touches_sep_family_work_dunedin,0.565543071161049,2011-02,"New Zealand herald",0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.565543071161049,0.378277153558052,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993
INNZ-29567,8.76119402985075,buildings_city_heritage_architect_notes_discusses_auckland,0.761194029850746,2011-02,"New Zealand herald",0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.761194029850746,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284
INNZ-29569,6.76119402985075,describes_experience_touches_sep_family_work_dunedin,0.761194029850746,2011-02,"New Zealand herald",0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.761194029850746,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284
INNZ-29613,6.43040685224839,describes_experience_touches_sep_family_work_dunedin,0.430406852248394,2011-02,"Press (Christchurch, N.Z.)",0.00214132762312634,0.00214132762312634,0.109207708779443,0.00214132762312634,0.323340471092077,0.430406852248394,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.109207708779443,0.00214132762312634,0.00214132762312634,0.00214132762312634
INNZ-29657,11.4878444084279,mayor_bob_parker_mp_local_february_special_anderton,0.487844408427877,2011-02,"Dominion post (Wellington, N.Z.)",0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.406807131280389,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.487844408427877,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.0826580226904376,0.00162074554294976
INNZ-29698,13.5476839237057,insurance_recent_companies_house_ami_community_company,0.547683923705722,2011-02,"New Zealand herald",0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.138964577656676,0.138964577656676,0.00272479564032698,0.00272479564032698,0.138964577656676,0.00272479564032698,0.00272479564032698,0.547683923705722,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698
INNZ-29869,11.4820143884892,mayor_bob_parker_mp_local_february_special_anderton,0.482014388489209,2011-02,"Otago daily times",0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.122302158273381,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.482014388489209,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.3621103117506,0.00239808153477218,0.00239808153477218
INNZ-29922,11.5308641975309,mayor_bob_parker_mp_local_february_special_anderton,0.530864197530864,2011-02,"Otago daily times",0.0017636684303351,0.08994708994709,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.354497354497354,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.530864197530864,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351
INNZ-29934,2.30134932533733,city_council_community_reports_chief_executive_government_public,0.301349325337331,2011-03,"Otago daily times",0.00149925037481259,0.301349325337331,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.226386806596702,0.00149925037481259,0.00149925037481259,0.151424287856072,0.0764617691154423,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.226386806596702
INNZ-30179,13.635850388144,insurance_recent_companies_house_ami_community_company,0.635850388143966,2011-03,"Listener (Wellington, N.Z.)",0.000705716302046577,0.177134791813691,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.177134791813691,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.635850388143966,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577
INNZ-30193,6.65698219306467,describes_experience_touches_sep_family_work_dunedin,0.656982193064667,2011-03,"Listener (Wellington, N.Z.)",0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.656982193064667,0.000937207122774133,0.235238987816307,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0946579194001874
INNZ-30208,8.92512404149752,buildings_city_heritage_architect_notes_discusses_auckland,0.925124041497519,2011-03,"Listener (Wellington, N.Z.)",0.0004510599909788,0.0004510599909788,0.0455570590888588,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.925124041497519,0.0004510599909788,0.0230040595399188,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788
INNZ-30220,15.5180972078594,city_people_university_cbd_including_magnitude_effects,0.518097207859359,2011-03,"Listener (Wellington, N.Z.)",0.00103412616339193,0.156153050672182,0.00103412616339193,0.104446742502585,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.0527404343329886,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.518097207859359,0.156153050672182,0.00103412616339193
INNZ-30303,3.23502304147465,aftershocks_people_house_woman_september_couple_disaster,0.235023041474654,2011-03,"New Zealand herald",0.00460829493087558,0.00460829493087558,0.235023041474654,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.235023041474654,0.235023041474654,0.00460829493087558,0.00460829493087558,0.235023041474654,0.00460829493087558,0.00460829493087558
INNZ-30325,6.69874476987448,describes_experience_touches_sep_family_work_dunedin,0.698744769874477,2011-03,"Press (Christchurch, N.Z.)",0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.698744769874477,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.140864714086471,0.140864714086471,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001
INNZ-30333,2.47784594410361,city_council_community_reports_chief_executive_government_public,0.477845944103613,2011-03,"Press (Christchurch, N.Z.)",0.000681663258350375,0.477845944103613,0.000681663258350375,0.171097477845944,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.0688479890933879,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.2733469665985,0.000681663258350375,0.000681663258350375
INNZ-30355,13.5880052151239,insurance_recent_companies_house_ami_community_company,0.588005215123859,2011-03,"Press (Christchurch, N.Z.)",0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.262059973924381,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.588005215123859,0.00130378096479791,0.131681877444589,0.00130378096479791,0.00130378096479791
INNZ-30358,6.52281616688396,describes_experience_touches_sep_family_work_dunedin,0.522816166883963,2011-03,"Press (Christchurch, N.Z.)",0.00130378096479791,0.0664928292046936,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.522816166883963,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.392438070404172,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
INNZ-30370,2.39542225730071,city_council_community_reports_chief_executive_government_public,0.39542225730071,2011-03,"New Zealand herald",0.119179163378058,0.39542225730071,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.277032359905288,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.158642462509866,0.0402525651144436,0.000789265982636148,0.000789265982636148,0.000789265982636148
INNZ-30384,5.53086419753086,february_south_pike_river_zealand_island_news_september,0.530864197530864,2011-03,"New Zealand herald",0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.530864197530864,0.354497354497354,0.0017636684303351,0.0017636684303351,0.08994708994709,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351
INNZ-30400,13.3282442748092,insurance_recent_companies_house_ami_community_company,0.32824427480916,2011-03,"Press (Christchurch, N.Z.)",0.00109051254089422,0.273718647764449,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.273718647764449,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.32824427480916,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.110141766630316
INNZ-30416,13.6553980370774,insurance_recent_companies_house_ami_community_company,0.655398037077426,2011-03,"Press (Christchurch, N.Z.)",0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.219193020719738,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.655398037077426,0.00109051254089422,0.110141766630316,0.00109051254089422,0.00109051254089422
INNZ-30439,11.7218225419664,mayor_bob_parker_mp_local_february_special_anderton,0.721822541966427,2011-03,"Press (Christchurch, N.Z.)",0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.24220623501199,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.721822541966427,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218
INNZ-30440,6.52623688155922,describes_experience_touches_sep_family_work_dunedin,0.52623688155922,2011-03,"Dominion post (Wellington, N.Z.)",0.00149925037481259,0.00149925037481259,0.451274362818591,0.00149925037481259,0.00149925037481259,0.52623688155922,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
INNZ-30446,5.53747323340471,february_south_pike_river_zealand_island_news_september,0.537473233404711,2011-03,"New Zealand herald",0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.537473233404711,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.430406852248394,0.00214132762312634,0.00214132762312634
INNZ-30460,6.4296205630355,describes_experience_touches_sep_family_work_dunedin,0.429620563035496,2011-03,"Press (Christchurch, N.Z.)",0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.429620563035496,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.0624235006119951,0.00122399020807834,0.184822521419829,0.00122399020807834,0.123623011015912,0.184822521419829,0.00122399020807834
INNZ-30461,3.96163069544365,aftershocks_people_house_woman_september_couple_disaster,0.961630695443645,2011-03,"Press (Christchurch, N.Z.)",0.00239808153477218,0.00239808153477218,0.961630695443645,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218
INNZ-30505,6.34244495064541,describes_experience_touches_sep_family_work_dunedin,0.342444950645406,2011-03,"Dominion post (Wellington, N.Z.)",0.000759301442672741,0.000759301442672741,0.0387243735763098,0.000759301442672741,0.266514806378132,0.342444950645406,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.304479878511769,0.0387243735763098,0.000759301442672741
INNZ-30542,15.7249224405377,city_people_university_cbd_including_magnitude_effects,0.724922440537746,2011-03,"Dominion post (Wellington, N.Z.)",0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.259565667011375,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.724922440537746,0.00103412616339193,0.00103412616339193
INNZ-30545,15.5778546712803,city_people_university_cbd_including_magnitude_effects,0.577854671280277,2011-03,"Sunday star times",0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.404844290657439,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.577854671280277,0.00115340253748558,0.00115340253748558
INNZ-30550,12.5382705833678,finance_government_billion_economy_bill_english_rate_bank,0.538270583367811,2011-03,"Dominion post (Wellington, N.Z.)",0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.165908150599917,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.538270583367811,0.12453454695904,0.000413736036408771,0.103847745138602,0.0624741414977245,0.000413736036408771
INNZ-30559,8.7170993733214,buildings_city_heritage_architect_notes_discusses_auckland,0.717099373321397,2011-03,"Dominion post (Wellington, N.Z.)",0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.135183527305282,0.000895255147717099,0.000895255147717099,0.717099373321397,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.135183527305282,0.000895255147717099
INNZ-30582,13.7193852255825,insurance_recent_companies_house_ami_community_company,0.719385225582548,2011-03,"Dominion post (Wellington, N.Z.)",0.000495785820525533,0.000495785820525533,0.000495785820525533,0.273177987109569,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.719385225582548,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533
INNZ-30585,8.6808905380334,buildings_city_heritage_architect_notes_discusses_auckland,0.680890538033395,2011-03,"Sunday star times",0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.680890538033395,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.309833024118738,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761
INNZ-30768,12.520184544406,finance_government_billion_economy_bill_english_rate_bank,0.520184544405998,2011-02,"MG business",0.00115340253748558,0.0588235294117647,0.00115340253748558,0.00115340253748558,0.174163783160323,0.231833910034602,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.520184544405998,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
INNZ-30801,8.58595464520848,buildings_city_heritage_architect_notes_discusses_auckland,0.585954645208486,2011-02,"MG business",0.000731528895391368,0.183613752743233,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.585954645208486,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.220190197512802,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368
INNZ-31054,6.63552479815456,describes_experience_touches_sep_family_work_dunedin,0.635524798154556,2011-03,"Otago daily times",0.00115340253748558,0.00115340253748558,0.00115340253748558,0.174163783160323,0.00115340253748558,0.635524798154556,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.0588235294117647,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.116493656286044,0.00115340253748558
INNZ-31393,11.5578406169666,mayor_bob_parker_mp_local_february_special_anderton,0.557840616966581,2011-03,"Dominion post (Wellington, N.Z.)",0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.557840616966581,0.000856898029134533,0.429305912596401,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533
INNZ-31401,11.5149957155099,mayor_bob_parker_mp_local_february_special_anderton,0.514995715509854,2011-03,"Press (Christchurch, N.Z.)",0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.514995715509854,0.000856898029134533,0.472150814053128,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533
INNZ-31412,8.78142974527527,buildings_city_heritage_architect_notes_discusses_auckland,0.781429745275267,2011-03,"Dominion post (Wellington, N.Z.)",0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.781429745275267,0.000821692686935086,0.000821692686935086,0.0829909613804437,0.000821692686935086,0.000821692686935086,0.124075595727198,0.000821692686935086,0.000821692686935086,0.000821692686935086
INNZ-31415,15.6004173187272,city_people_university_cbd_including_magnitude_effects,0.600417318727178,2011-03,"Press (Christchurch, N.Z.)",0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.313510693792384,0.02660406885759,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.0526864893062076,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.600417318727178,0.000521648408972353,0.000521648408972353
INNZ-31449,15.6215832445864,city_people_university_cbd_including_magnitude_effects,0.62158324458644,2011-03,"Press (Christchurch, N.Z.)",0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.0536031238906638,0.124600638977636,0.0358537451189208,0.00035498757543486,0.160099396521122,0.00035498757543486,0.62158324458644,0.00035498757543486,0.00035498757543486
INNZ-31469,15.307430129516,city_people_university_cbd_including_magnitude_effects,0.307430129516019,2011-03,"Press (Christchurch, N.Z.)",0.137014314928425,0.000681663258350375,0.137014314928425,0.137014314928425,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.2733469665985,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.307430129516019,0.000681663258350375,0.000681663258350375
INNZ-31496,4.62900976290098,red_zone_homes_people_areas_damage_central,0.629009762900976,2011-03,"Press (Christchurch, N.Z.)",0.00139470013947001,0.00139470013947001,0.00139470013947001,0.629009762900976,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.0711297071129707,0.00139470013947001,0.00139470013947001,0.210599721059972,0.00139470013947001,0.0711297071129707,0.00139470013947001,0.00139470013947001
INNZ-31517,6.76119402985075,describes_experience_touches_sep_family_work_dunedin,0.761194029850746,2011-03,"Sunday star times",0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.761194029850746,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.0149253731343284
