identifier,february_people_cathedral_aftershocks_rubble_buildings_september,city_council_community_reports_chief_executive_government_public,aftershocks_people_house_woman_september_couple_disaster,red_zone_homes_people_areas_damage_central,february_south_pike_river_zealand_island_news_september,describes_experience_touches_sep_family_work_dunedin,eqc_work_rebuild_commission_heading_ian_homes,buildings_city_heritage_architect_notes_discusses_auckland,john_key_labelled_cup_prime_february_rugby_world_representing,buildings_time_february_ring_moon_rubble_devastated,mayor_bob_parker_mp_local_february_special_anderton,finance_government_billion_economy_bill_english_rate_bank,insurance_recent_companies_house_ami_community_company,people_woman_newspaper_reading_comments_headline_february,city_people_university_cbd_including_magnitude_effects,party_year_gas_energy_oil_leader_exploration,people_february_september_jersey_victims_replies_zealand
DCDL-0017353,0.644539614561028,0.323340471092077,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634
DCDL-0017356,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.979139504563233,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017356A,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.979139504563233,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017364,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.153024911032028,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.0767666497203864,0.686832740213523,0.000508388408744281,0.0259278088459583,0.000508388408744281,0.0513472292831723,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281
DCDL-0017368,0.00035498757543486,0.00035498757543486,0.213347532836351,0.674831380901668,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.106851260205893,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486
DCDL-0017371,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.822514379622021,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.165160230073952,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0017374,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.992442135096835,0.000472366556447803,0.000472366556447803,0.000472366556447803
DCDL-0017374A,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.992442135096835,0.000472366556447803,0.000472366556447803,0.000472366556447803
DCDL-0017374B,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.992442135096835,0.000472366556447803,0.000472366556447803,0.000472366556447803
DCDL-0017376,0.00214132762312634,0.00214132762312634,0.430406852248394,0.00214132762312634,0.430406852248394,0.109207708779443,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634
DCDL-0017385,0.52999294283698,0.000705716302046577,0.000705716302046577,0.353563867325335,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.106563161609033
DCDL-0017411,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.528015820698748,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.462096242584047,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001
DCDL-0017414,0.325769854132901,0.00162074554294976,0.649918962722852,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0017415,0.024090694378838,0.000472366556447804,0.378365611714691,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.213037316957959,0.28389230042513,0.000472366556447804,0.0949456778460085,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804
DCDL-0017420,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.980416156670747,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0017420A,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.980416156670747,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0017421,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666
DCDL-0017421A,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666
DCDL-0017421B,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666
DCDL-0017437,0.0738844184345282,0.329919531821507,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.0738844184345282,0.110460863204097,0.183613752743233,0.220190197512802,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368
DCDL-0017439,0.2733469665985,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.205180640763463,0.000681663258350375,0.000681663258350375,0.409679618268575,0.000681663258350375,0.0688479890933879,0.000681663258350375,0.000681663258350375,0.0347648261758691
DCDL-0017453,0.986852917009039,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0017453A,0.986852917009039,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0017459,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.616497054097483,0.000535618639528656,0.0540974825923942,0.000535618639528656,0.321906802356722,0.000535618639528656
DCDL-0017485,0.17688575209528,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.573886193206881,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.243052492280547,0.000441111601235113,0.000441111601235113,0.000441111601235113
DCDL-0017488,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0946579194001874,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0946579194001874,0.469540768509841,0.328959700093721,0.000937207122774133,0.000937207122774133,0.000937207122774133
DCDL-0017491,0.000508388408744281,0.1021860701576,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.559735638027453,0.0767666497203864,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.203863751906457,0.000508388408744281,0.0513472292831723
DCDL-0017504,0.282099343955014,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.141518275538894,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.563261480787254
DCDL-0017510,0.1976401179941,0.000983284169124877,0.246804326450344,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.541789577187807,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877
DCDL-0017511,0.569803516028956,0.00103412616339193,0.362978283350569,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.0527404343329886,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193
DCDL-0017521,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.601918465227818,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.3621103117506
DCDL-0017524,0.269471799462847,0.179946284691137,0.135183527305282,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.403760071620412,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099
DCDL-0017525,0.129391602399314,0.600685518423308,0.000856898029134533,0.215081405312768,0.000856898029134533,0.000856898029134533,0.0437017994858612,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533
DCDL-0017529,0.000856898029134533,0.729220222793488,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.0437017994858612,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.0865467009425878,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.129391602399314,0.000856898029134533,0.000856898029134533,0.000856898029134533
DCDL-0017570,0.000638162093171666,0.000638162093171666,0.0644543714103382,0.000638162093171666,0.574984045947671,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.287811104020421,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.0644543714103382
DCDL-0017661,0.00214132762312634,0.00214132762312634,0.965738758029979,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634
DCDL-0017662,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.893030794165316,0.00162074554294976,0.00162074554294976,0.0826580226904376
DCDL-0017663,0.000441111601235113,0.000441111601235113,0.617997353330393,0.000441111601235113,0.132774591971769,0.0886634318482576,0.000441111601235113,0.000441111601235113,0.154830172033524,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113
DCDL-0017773,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.993886129155522,0.000382116927779901,0.000382116927779901,0.000382116927779901
DCDL-0017773A,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.993886129155522,0.000382116927779901,0.000382116927779901,0.000382116927779901
DCDL-0017773B,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.993886129155522,0.000382116927779901,0.000382116927779901,0.000382116927779901
DCDL-0017873,0.000731528895391368,0.220190197512802,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.293343087051939,0.000731528895391368,0.000731528895391368,0.366495976591075,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.110460863204097,0.000731528895391368
DCDL-0017889,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.993514389947304,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474
DCDL-0017889A,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.993514389947304,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474
DCDL-0017904,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.392438070404172,0.00130378096479791,0.00130378096479791,0.327249022164276,0.00130378096479791,0.0664928292046936,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.196870925684485,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017906,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.247329498767461,0.000821692686935086,0.740345110928513,0.000821692686935086
DCDL-0017906A,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.247329498767461,0.000821692686935086,0.740345110928513,0.000821692686935086
DCDL-0017938,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.993643226062773,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679
DCDL-0017938A,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.993643226062773,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679
DCDL-0017938B,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.993643226062773,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679
DCDL-0017951,0.00139470013947001,0.00139470013947001,0.0711297071129707,0.907949790794979,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001
DCDL-0017953,0.000789265982636148,0.000789265982636148,0.908445146014207,0.079715864246251,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148
DCDL-0017985,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.12430426716141,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.186147186147186,0.000618429189857761,0.680890538033395,0.000618429189857761
DCDL-0018017,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.355958958168903,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.592738752959747,0.000789265982636148,0.000789265982636148,0.0402525651144436,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148
DCDL-0018021,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.991194276279582,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142
DCDL-0018021A,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.991194276279582,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142
DCDL-0018021B,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.991194276279582,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142
DCDL-0018028,0.632202052091555,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.119179163378058,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.237569060773481,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148
DCDL-0018059,0.000856898029134533,0.000856898029134533,0.986289631533847,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533
DCDL-0018059A,0.000856898029134533,0.000856898029134533,0.986289631533847,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533
DCDL-0018068,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.610121836925961,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.328959700093721,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0477975632614808,0.000937207122774133
DCDL-0018077,0.949526813880126,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211
DCDL-0018078,0.00115340253748558,0.00115340253748558,0.116493656286044,0.00115340253748558,0.231833910034602,0.00115340253748558,0.116493656286044,0.00115340253748558,0.289504036908881,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.231833910034602,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0018082,0.00115340253748558,0.00115340253748558,0.34717416378316,0.231833910034602,0.34717416378316,0.00115340253748558,0.0588235294117647,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0018087,0.000821692686935086,0.000821692686935086,0.61709120788825,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.0829909613804437,0.124075595727198,0.000821692686935086,0.000821692686935086,0.165160230073952,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0018089,0.163695299837925,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.811993517017828,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0018099,0.627573858549687,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.179946284691137,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.179946284691137,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099
DCDL-0018101,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.672336615935542,0.000895255147717099,0.000895255147717099,0.090420769919427,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.224709042076992
DCDL-0018103,0.457627118644068,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.262059973924381,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.262059973924381,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0018108,0.982551799345692,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0018108A,0.982551799345692,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0018116,0.363328495403967,0.000483792936623125,0.0730527334300919,0.000483792936623125,0.0488630865989357,0.000483792936623125,0.000483792936623125,0.0972423802612482,0.000483792936623125,0.000483792936623125,0.121432027092404,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.290759554910498
DCDL-0018123,0.198417930125247,0.000659195781147001,0.429136453526697,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.0995385629531971,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.264337508239947,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001
DCDL-0018142,0.114654517843584,0.266514806378132,0.000759301442672741,0.000759301442672741,0.608200455580866,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741
DCDL-0018145,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.311271975180972,0.311271975180972,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.311271975180972,0.0527404343329886,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193
DCDL-0018154,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.99225931301403,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125
DCDL-0018154A,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.99225931301403,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125
DCDL-0018154B,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.99225931301403,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125
DCDL-0018157,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.510497900419916,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.480503899220156,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201
DCDL-0018157A,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.510497900419916,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.480503899220156,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201
DCDL-0018165,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.415443522654754,0.000638162093171666,0.000638162093171666,0.160178685386088,0.000638162093171666,0.160178685386088,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.255902999361838
DCDL-0018168,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.805413313825896,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.110460863204097,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.0738844184345282
DCDL-0018169,0.546346782988004,0.00109051254089422,0.00109051254089422,0.0556161395856052,0.0556161395856052,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.32824427480916,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0018184,0.000599880023995201,0.000599880023995201,0.240551889622076,0.750449910017996,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201
DCDL-0018196,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.093382807668522,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.897340754483612,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761
