term,nz_company_canterbury_exploration_fracking_gas_oil,earthquake_canterbury_talks_commission_speaks_economic_earthquakes,christchurch_earthquake_high_house_party_including_damaged,mayor_christchurch_bob_parker_architect_river_writer,quake_christchurch_earthquake_talks_experience_feb_nz,christchurch_earthquake_city_talks_business_recovery_earthquakes,earthquake_earthquakes_talks_canterbury_university_community_lessons,nz_christchurch_civil_earthquake_national_defence_approach,earthquake_buildings_christchurch_city_building_heritage_notes,christchurch_earthquake_feb_talks_includes_sep_dunedin,christchurch_earthquake_city_people_residents_describes_quake,insurance_christchurch_earthquakes_rebuilding_executive_companies_nz
close,0.0055583071927797,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00258247678336269,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00229435951023375,2.7877672771877e-05
compares,5.50327444829674e-05,3.48177291877024e-05,0.00645725605206967,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00253635016699731,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
cover,5.50327444829674e-05,0.00699836356672818,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00420952858855343
criticism,5.50327444829674e-05,0.00525747710734306,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00310803915201559,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
dollar,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00379196906155044,0.00411053681168858,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00281564494995958
efforts,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00149468069517306,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00233489508435002,2.63706125893305e-05,0.00343018104995343,2.7877672771877e-05
engineers,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00542747135501229,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
face,5.50327444829674e-05,0.0104801364854984,2.57261197293612e-05,5.00726052776526e-05,0.00149468069517306,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
fared,5.50327444829674e-05,3.48177291877024e-05,0.00517095006560161,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00420952858855343
features,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00388118321968115,0.00266343187152238,2.27164307943936e-05,2.7877672771877e-05
focusing,0.0055583071927797,3.48177291877024e-05,0.00645725605206967,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
group,5.50327444829674e-05,3.48177291877024e-05,0.00774356203853773,5.00726052776526e-05,2.93074646112365e-05,0.000872227257956936,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
held,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.00255370286916028,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00793755438938847,2.27164307943936e-05,2.7877672771877e-05
labour,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.00505733313304291,2.93074646112365e-05,0.00258247678336269,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00281564494995958
language,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.010286920078544,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
large,0.00280666996863134,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00630320685065669,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00142176131136573
leader,5.50327444829674e-05,3.48177291877024e-05,0.00517095006560161,5.00726052776526e-05,2.93074646112365e-05,0.00172735202065981,2.51123778910625e-05,0.00207561759798136,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
leaders,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00600297583417421,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
living,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00411053681168858,1.54628813533114e-05,2.63706125893305e-05,0.00570182412939279,2.7877672771877e-05
lost,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00735617361742036,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00229435951023375,2.7877672771877e-05
mar,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.00255370286916028,2.93074646112365e-05,1.71024952540576e-05,0.00755882574520981,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
mark,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.00505733313304291,2.93074646112365e-05,1.71024952540576e-05,0.00630320685065669,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
money,5.50327444829674e-05,0.0122210229448835,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
mother,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.010286920078544,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
mp,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0125682239246908,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00411053681168858,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
nzers,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0125682239246908,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00207561759798136,1.54628813533114e-05,2.63706125893305e-05,0.00115853797051407,2.7877672771877e-05
oct,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00925608501885499,2.27164307943936e-05,2.7877672771877e-05
parents,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00882154684798218,1.71024952540576e-05,0.00128073127244419,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
parts,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.0102152944528102,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00281564494995958
personal,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.00505733313304291,2.93074646112365e-05,0.00258247678336269,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00229435951023375,2.7877672771877e-05
points,5.50327444829674e-05,0.00699836356672818,0.00388464407913354,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
police,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00589080038685853,0.00258247678336269,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
prediction,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00881444463976294,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
raised,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00925608501885499,2.27164307943936e-05,2.7877672771877e-05
recounts,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00797346720883215,2.7877672771877e-05
recover,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00882154684798218,0.000872227257956936,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
related,5.50327444829674e-05,0.0122210229448835,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
report,5.50327444829674e-05,3.48177291877024e-05,0.00902986802500579,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
resident,5.50327444829674e-05,3.48177291877024e-05,0.00645725605206967,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00253635016699731,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
residential,5.50327444829674e-05,0.00177570418857282,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00839117950433498
river,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0175754844524561,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
scientists,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00881444463976294,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
structure,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00542747135501229,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
suggests,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0100645936608082,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00233489508435002,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
tahu,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.0142851328802247,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
tony,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0150718541885734,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00078860694901888,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
visits,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00589080038685853,0.00258247678336269,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
volunteer,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.010286920078544,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
william,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.000872227257956936,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00793755438938847,2.27164307943936e-05,2.7877672771877e-05
writer,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0175754844524561,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
years,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00542747135501229,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
ability,5.50327444829674e-05,0.00699836356672818,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00128073127244419,4.06983842741443e-05,1.54628813533114e-05,0.00134490124205585,2.27164307943936e-05,2.7877672771877e-05
action,0.00280666996863134,3.48177291877024e-05,0.00131203210619742,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00456600258967311,2.7877672771877e-05
affect,5.50327444829674e-05,0.0104801364854984,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
ami,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00839117950433498
army,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00735617361742036,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00115853797051407,2.7877672771877e-05
artist,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0150718541885734,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
associate,5.50327444829674e-05,0.0087392500261133,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00115853797051407,2.7877672771877e-05
aug,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00128073127244419,4.06983842741443e-05,1.54628813533114e-05,0.00661902375992194,2.27164307943936e-05,2.7877672771877e-05
bexley,5.50327444829674e-05,3.48177291877024e-05,0.00517095006560161,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00229435951023375,2.7877672771877e-05
brian,5.50327444829674e-05,3.48177291877024e-05,0.00517095006560161,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00229435951023375,2.7877672771877e-05
broadcaster,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0150718541885734,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
built,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00465432728734672,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
california,5.50327444829674e-05,3.48177291877024e-05,0.00774356203853773,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
chairman,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00514785107147133,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
changed,5.50327444829674e-05,0.0104801364854984,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
chris,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00115853797051407,0.00699729586574113
cities,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00793755438938847,2.27164307943936e-05,2.7877672771877e-05
coast,0.0138132188652248,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00207561759798136,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
college,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00882154684798218,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
cope,0.00280666996863134,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00149468069517306,1.71024952540576e-05,0.00504758795610356,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
counselling,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00755882574520981,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
death,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00589080038685853,1.71024952540576e-05,0.00253635016699731,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
debate,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.00756096339692554,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00614545602539579,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
disasters,0.0055583071927797,0.00351659064795794,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00281564494995958
don,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00258247678336269,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00134490124205585,2.27164307943936e-05,0.00281564494995958
east,0.0138132188652248,3.48177291877024e-05,2.57261197293612e-05,0.00255370286916028,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
education,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00442542715629671,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.0039819625009889,2.27164307943936e-05,2.7877672771877e-05
emotional,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.00255370286916028,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00343018104995343,0.00281564494995958
environment,0.00830994441692807,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00258247678336269,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
estimates,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00296005392573488,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00310803915201559,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
experienced,5.50327444829674e-05,3.48177291877024e-05,0.00388464407913354,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00156175101668445,2.63706125893305e-05,0.00115853797051407,2.7877672771877e-05
experts,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00128073127244419,0.00207561759798136,0.00310803915201559,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
film,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.00505733313304291,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00530049313045542,2.27164307943936e-05,2.7877672771877e-05
finds,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00882154684798218,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
forecasts,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00149468069517306,1.71024952540576e-05,2.51123778910625e-05,0.0102152944528102,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
form,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00128073127244419,4.06983842741443e-05,0.00156175101668445,2.63706125893305e-05,2.27164307943936e-05,0.00420952858855343
general,5.50327444829674e-05,0.00177570418857282,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00429272630876845,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
global,0.00280666996863134,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00699729586574113
gould,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00465432728734672,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
green,5.50327444829674e-05,3.48177291877024e-05,0.00388464407913354,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00379196906155044,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
historian,0.00280666996863134,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00661902375992194,2.27164307943936e-05,2.7877672771877e-05
infrastructure,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00343018104995343,0.00420952858855343
institute,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.0102152944528102,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00142176131136573
interest,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00343760154606557,2.51123778910625e-05,4.06983842741443e-05,0.00156175101668445,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
interviews,5.50327444829674e-05,0.00351659064795794,2.57261197293612e-05,0.0100645936608082,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
james,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00149468069517306,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.0039819625009889,2.27164307943936e-05,0.00281564494995958
japanese,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00882154684798218,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
journalist,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00128073127244419,4.06983842741443e-05,1.54628813533114e-05,0.00661902375992194,2.27164307943936e-05,2.7877672771877e-05
key,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00258247678336269,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00420952858855343
killed,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00258247678336269,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.0039819625009889,2.27164307943936e-05,2.7877672771877e-05
landscape,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0150718541885734,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
law,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.000872227257956936,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00661902375992194,2.27164307943936e-05,2.7877672771877e-05
learned,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00755882574520981,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
