term,nz_company_canterbury_exploration_fracking_gas_oil,earthquake_canterbury_talks_commission_speaks_economic_earthquakes,christchurch_earthquake_high_house_party_including_damaged,mayor_christchurch_bob_parker_architect_river_writer,quake_christchurch_earthquake_talks_experience_feb_nz,christchurch_earthquake_city_talks_business_recovery_earthquakes,earthquake_earthquakes_talks_canterbury_university_community_lessons,nz_christchurch_civil_earthquake_national_defence_approach,earthquake_buildings_christchurch_city_building_heritage_notes,christchurch_earthquake_feb_talks_includes_sep_dunedin,christchurch_earthquake_city_people_residents_describes_quake,insurance_christchurch_earthquakes_rebuilding_executive_companies_nz
including,5.50327444829674e-05,3.48177291877024e-05,0.0154613979573461,5.00726052776526e-05,0.00296005392573488,1.71024952540576e-05,0.0138369202179754,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.0139667140587104
damaged,5.50327444829674e-05,3.48177291877024e-05,0.0154613979573461,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.0108394798286713,2.63706125893305e-05,0.00570182412939279,2.7877672771877e-05
executive,5.50327444829674e-05,0.0122210229448835,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00856835012228284,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.0195422486130858
february,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.000872227257956936,2.51123778910625e-05,0.0122502136665174,0.00620061542267786,2.63706125893305e-05,0.0181958610663093,2.7877672771877e-05
university,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.00255370286916028,0.010286920078544,1.71024952540576e-05,0.0213706335852942,4.06983842741443e-05,0.00465432728734672,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
experience,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.0264060256147241,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00233489508435002,2.63706125893305e-05,0.00910928874855183,2.7877672771877e-05
work,0.0138132188652248,3.48177291877024e-05,0.01288878598441,5.00726052776526e-05,0.00735617361742036,1.71024952540576e-05,0.00504758795610356,4.06983842741443e-05,1.54628813533114e-05,0.00661902375992194,2.27164307943936e-05,2.7877672771877e-05
comments,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.0122502136665174,0.00852004762567457,2.63706125893305e-05,0.00683764566911247,0.00560341222714728
effects,5.50327444829674e-05,3.48177291877024e-05,0.00902986802500579,5.00726052776526e-05,2.93074646112365e-05,0.0119888491730944,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00570182412939279,2.7877672771877e-05
damage,5.50327444829674e-05,3.48177291877024e-05,0.00388464407913354,5.00726052776526e-05,2.93074646112365e-05,0.00856835012228284,2.51123778910625e-05,4.06983842741443e-05,0.00929319169334014,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
government,5.50327444829674e-05,0.0174436823230389,0.00774356203853773,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.0102451102882715,2.7877672771877e-05
owners,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00343760154606557,2.51123778910625e-05,4.06983842741443e-05,0.0100663357610057,0.00134490124205585,2.27164307943936e-05,0.00978506314292883
post,5.50327444829674e-05,3.48177291877024e-05,0.00645725605206967,5.00726052776526e-05,0.00149468069517306,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00233489508435002,2.63706125893305e-05,0.0181958610663093,2.7877672771877e-05
response,5.50327444829674e-05,3.48177291877024e-05,0.00902986802500579,5.00726052776526e-05,2.93074646112365e-05,0.00429272630876845,0.00630320685065669,0.0163200520939319,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
time,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.0125813013234223,4.06983842741443e-05,0.00620061542267786,2.63706125893305e-05,0.00797346720883215,2.7877672771877e-05
company,0.0358263166584118,0.00177570418857282,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00411053681168858,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.0111789467815227
includes,5.50327444829674e-05,0.00699836356672818,0.00131203210619742,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00818037523910301,1.54628813533114e-05,0.0198043300545872,2.27164307943936e-05,2.7877672771877e-05
year,5.50327444829674e-05,3.48177291877024e-05,0.0103161740114738,0.0150718541885734,2.93074646112365e-05,0.00343760154606557,0.00755882574520981,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
central,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00856835012228284,2.51123778910625e-05,4.06983842741443e-05,0.0100663357610057,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
touches,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00818037523910301,1.54628813533114e-05,0.0158487381661876,0.00229435951023375,0.00699729586574113
architect,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0225827449802213,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.0100663357610057,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
cbd,5.50327444829674e-05,0.00177570418857282,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00429272630876845,2.51123778910625e-05,4.06983842741443e-05,0.00852004762567457,2.63706125893305e-05,2.27164307943936e-05,0.00699729586574113
comment,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00942347488498572,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00793755438938847,2.27164307943936e-05,0.00699729586574113
focuses,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00258247678336269,2.51123778910625e-05,0.0102152944528102,0.00620061542267786,2.63706125893305e-05,0.00683764566911247,2.7877672771877e-05
number,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.0111337244103915,0.00504758795610356,4.06983842741443e-05,0.00388118321968115,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
recent,5.50327444829674e-05,3.48177291877024e-05,0.00259833809266548,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00881444463976294,4.06983842741443e-05,1.54628813533114e-05,0.0039819625009889,2.27164307943936e-05,0.0139667140587104
seeks,5.50327444829674e-05,3.48177291877024e-05,0.00131203210619742,5.00726052776526e-05,2.93074646112365e-05,0.00685810059687708,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.0105746156483215,2.27164307943936e-05,0.00699729586574113
economic,5.50327444829674e-05,0.0261481146199645,0.00774356203853773,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
mayor,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0526263081468129,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
region,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00771322535957996,0.0100700635343161,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00456600258967311,2.7877672771877e-05
asks,0.0055583071927797,3.48177291877024e-05,0.00645725605206967,0.00756096339692554,2.93074646112365e-05,0.000872227257956936,0.00881444463976294,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00281564494995958
auckland,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00379196906155044,4.06983842741443e-05,0.0100663357610057,0.00266343187152238,0.00229435951023375,2.7877672771877e-05
dunedin,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00755882574520981,4.06983842741443e-05,1.54628813533114e-05,0.0184857994251206,2.27164307943936e-05,2.7877672771877e-05
noting,5.50327444829674e-05,3.48177291877024e-05,0.00645725605206967,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00465432728734672,0.00793755438938847,2.27164307943936e-05,0.00420952858855343
aftermath,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00442542715629671,0.00771322535957996,0.00379196906155044,0.00818037523910301,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
cites,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.0100663357610057,2.63706125893305e-05,0.00456600258967311,0.00281564494995958
commission,5.50327444829674e-05,0.0296298875387347,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00156175101668445,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
local,5.50327444829674e-05,3.48177291877024e-05,0.00131203210619742,5.00726052776526e-05,2.93074646112365e-05,0.00685810059687708,0.0125813013234223,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
wellington,5.50327444829674e-05,0.00525747710734306,2.57261197293612e-05,0.0125682239246908,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00542747135501229,0.00530049313045542,2.27164307943936e-05,2.7877672771877e-05
high,5.50327444829674e-05,3.48177291877024e-05,0.0206066219032183,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00411053681168858,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
house,5.50327444829674e-05,0.00177570418857282,0.0167477039438142,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00560341222714728
international,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00771322535957996,2.51123778910625e-05,4.06983842741443e-05,0.00310803915201559,2.63706125893305e-05,2.27164307943936e-05,0.00699729586574113
issues,5.50327444829674e-05,3.48177291877024e-05,0.014175091970878,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00614545602539579,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.00560341222714728
plans,5.50327444829674e-05,0.00699836356672818,2.57261197293612e-05,0.00505733313304291,2.93074646112365e-05,0.00429272630876845,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00797346720883215,2.7877672771877e-05
presents,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00514785107147133,2.51123778910625e-05,4.06983842741443e-05,0.00620061542267786,0.00530049313045542,2.27164307943936e-05,2.7877672771877e-05
suburbs,5.50327444829674e-05,3.48177291877024e-05,0.00388464407913354,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00504758795610356,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.0125167533677109,2.7877672771877e-05
effect,5.50327444829674e-05,3.48177291877024e-05,0.00131203210619742,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.0132116769072546,2.27164307943936e-05,0.00839117950433498
impact,5.50327444829674e-05,0.0174436823230389,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00600297583417421,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
manager,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.014554223461203,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
public,5.50327444829674e-05,3.48177291877024e-05,0.00774356203853773,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.0145302075367211,2.27164307943936e-05,2.7877672771877e-05
rebuild,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00685810059687708,2.51123778910625e-05,4.06983842741443e-05,0.00465432728734672,2.63706125893305e-05,2.27164307943936e-05,0.00420952858855343
area,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.0100663357610057,2.63706125893305e-05,2.27164307943936e-05,0.00420952858855343
district,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00685810059687708,2.51123778910625e-05,4.06983842741443e-05,0.00620061542267786,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
examines,5.50327444829674e-05,3.48177291877024e-05,0.00902986802500579,5.00726052776526e-05,2.93074646112365e-05,0.000872227257956936,0.00379196906155044,4.06983842741443e-05,0.00388118321968115,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
family,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.0117522933091058,0.00514785107147133,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00266343187152238,2.27164307943936e-05,2.7877672771877e-05
future,5.50327444829674e-05,0.00177570418857282,0.00517095006560161,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.0102152944528102,1.54628813533114e-05,2.63706125893305e-05,0.00683764566911247,2.7877672771877e-05
history,5.50327444829674e-05,0.0087392500261133,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00852004762567457,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
magnitude,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00514785107147133,0.0125813013234223,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
professor,5.50327444829674e-05,0.00525747710734306,2.57261197293612e-05,5.00726052776526e-05,0.00442542715629671,1.71024952540576e-05,0.0125813013234223,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
school,5.50327444829674e-05,3.48177291877024e-05,0.0116024799979419,5.00726052776526e-05,0.010286920078544,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
urban,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00929319169334014,2.63706125893305e-05,2.27164307943936e-05,0.00560341222714728
bob,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0376045265635171,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
companies,0.0055583071927797,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,0.0181483649744919
david,0.0138132188652248,0.00699836356672818,2.57261197293612e-05,0.0100645936608082,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,0.00156175101668445,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
disaster,5.50327444829674e-05,0.00699836356672818,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.0122502136665174,1.54628813533114e-05,2.63706125893305e-05,0.00570182412939279,2.7877672771877e-05
events,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.00429272630876845,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.0132116769072546,2.27164307943936e-05,2.7877672771877e-05
lessons,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.0163481580070817,0.00411053681168858,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
mentions,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,0.000872227257956936,2.51123778910625e-05,0.00411053681168858,0.00620061542267786,0.00530049313045542,2.27164307943936e-05,2.7877672771877e-05
parker,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,0.0376045265635171,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
process,0.0193164933135215,3.48177291877024e-05,0.00902986802500579,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,0.00115853797051407,2.7877672771877e-05
current,5.50327444829674e-05,3.48177291877024e-05,0.00388464407913354,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00793755438938847,2.27164307943936e-05,0.00699729586574113
director,0.00830994441692807,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,0.00296005392573488,0.00600297583417421,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,0.00266343187152238,2.27164307943936e-05,2.7877672771877e-05
energy,0.0220681305376699,3.48177291877024e-05,0.00388464407913354,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,0.00614545602539579,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
eqc,5.50327444829674e-05,0.0244072281605794,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,2.51123778910625e-05,4.06983842741443e-05,1.54628813533114e-05,2.63706125893305e-05,2.27164307943936e-05,2.7877672771877e-05
health,5.50327444829674e-05,3.48177291877024e-05,2.57261197293612e-05,5.00726052776526e-05,2.93074646112365e-05,1.71024952540576e-05,0.00630320685065669,4.06983842741443e-05,1.54628813533114e-05,0.0039819625009889,0.00683764566911247,2.7877672771877e-05
