term,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37
flumen,0.0181818181818182,0.0181818181818182,0.2,0.961904761904762,0.00645161290322581,0.00952380952380952,0.0181818181818182,0.2,0.2,0.00952380952380952,0.2,0.2,0.2,0.592156862745098,0.974193548387097,0.0181818181818182,0.2,0.0181818181818182,0.2,0.0181818181818182,0.00487804878048781,0.2,0.2,0.0181818181818182,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0181818181818182,0.2
pars,0.927272727272727,0.0181818181818182,0.2,0.00952380952380952,0.00645161290322581,0.485714285714286,0.0181818181818182,0.2,0.2,0.00952380952380952,0.2,0.2,0.2,0.396078431372549,0.00645161290322581,0.927272727272727,0.2,0.927272727272727,0.2,0.0181818181818182,0.00487804878048781,0.2,0.2,0.0181818181818182,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0181818181818182,0.2
belgae,0.0181818181818182,0.0181818181818182,0.2,0.00952380952380952,0.00645161290322581,0.485714285714286,0.0181818181818182,0.2,0.2,0.961904761904762,0.2,0.2,0.2,0.00392156862745098,0.00645161290322581,0.0181818181818182,0.2,0.0181818181818182,0.2,0.0181818181818182,0.492682926829268,0.2,0.2,0.0181818181818182,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0181818181818182,0.2
finis,0.0181818181818182,0.0181818181818182,0.2,0.00952380952380952,0.974193548387097,0.00952380952380952,0.927272727272727,0.2,0.2,0.00952380952380952,0.2,0.2,0.2,0.00392156862745098,0.00645161290322581,0.0181818181818182,0.2,0.0181818181818182,0.2,0.927272727272727,0.00487804878048781,0.2,0.2,0.0181818181818182,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0181818181818182,0.2
omnis,0.0181818181818182,0.927272727272727,0.2,0.00952380952380952,0.00645161290322581,0.00952380952380952,0.0181818181818182,0.2,0.2,0.00952380952380952,0.2,0.2,0.2,0.00392156862745098,0.00645161290322581,0.0181818181818182,0.2,0.0181818181818182,0.2,0.0181818181818182,0.492682926829268,0.2,0.2,0.927272727272727,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.927272727272727,0.2
