term,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12
partem,0.119968114786768,0.013215859030837,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
populi,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0972568578553616,0.000390777647518562,0.000273298715496037
res,0.000398565165404544,0.000259134490800726,0.0594979244910061,0.000237586124970302,0.00821388307295861,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
sese,0.000398565165404544,0.0261725835708733,0.000197667523225934,0.0358755048705156,0.000161056530842326,0.000369139904023625,0.0183336358685787,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
facere,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0404251892414237,0.0188261351052049,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
flumine,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0770174900276158,0.000485672656629432,0.0141313383208645,0.000390777647518562,0.000273298715496037
galliae,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0715134236160608,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
habebat,0.000398565165404544,0.0779994817310184,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
haeduorum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0323723626993075,0.0188261351052049,0.00925757850789617,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
heluetiorum,0.000398565165404544,0.000259134490800726,0.029847796007116,0.000237586124970302,0.0162667096150749,0.000369139904023625,0.00018152114721365,0.0156489720773243,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
iis,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0546378653113088,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
minus,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0358755048705156,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0418398448323635,0.000390777647518562,0.000273298715496037
propterea,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0404251892414237,0.0188261351052049,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
prouinciae,0.000398565165404544,0.013215859030837,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0685979775895053
rem,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.146187469645459,0.00027708506511499,0.000390777647518562,0.000273298715496037
una,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0412681060399016
uti,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0309911015648972,0.000485672656629432,0.055694098088113,0.000390777647518562,0.000273298715496037
eas,0.0203268234356317,0.000259134490800726,0.0397311721684127,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
eodem,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0364857505899437,0.000306842589751458,0.024769305488101,0.00027708506511499,0.000390777647518562,0.000273298715496037
habere,0.000398565165404544,0.0261725835708733,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0557401255075674,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
haedui,0.000398565165404544,0.0391293081109096,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0183336358685787,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
l,0.000398565165404544,0.000259134490800726,0.0397311721684127,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
numerum,0.000398565165404544,0.0650427571909821,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
omnibus,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0596341173675457,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
posse,0.000398565165404544,0.013215859030837,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0785463071512309,0.000273298715496037
proelio,0.000398565165404544,0.000259134490800726,0.0496145483297094,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
prohibere,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0455618079506262,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
rhodanum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0455618079506262,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
satis,0.000398565165404544,0.000259134490800726,0.0199644198458193,0.000237586124970302,0.000161056530842326,0.0188261351052049,0.0183336358685787,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
sequanis,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0156489720773243,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0549330418147035
sequanorum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0404251892414237,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
sunt,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0323723626993075,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.024769305488101,0.00027708506511499,0.000390777647518562,0.000273298715496037
suos,0.000398565165404544,0.0650427571909821,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
adductus,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0183336358685787,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0394685423993748,0.000273298715496037
agris,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.024769305488101,0.00027708506511499,0.000390777647518562,0.000273298715496037
animo,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0323723626993075,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
bellum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0183336358685787,0.0309911015648972,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
caesarem,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0364857505899437,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
caesari,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0243195361571912,0.000369139904023625,0.00018152114721365,0.0156489720773243,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
ciuitates,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0372831303063861,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0394685423993748,0.000273298715496037
ciuitatis,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0323723626993075,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
diem,0.000398565165404544,0.0520860326509458,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
diuiciaci,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0785463071512309,0.000273298715496037
diuidit,0.000398565165404544,0.013215859030837,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
erant,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0364857505899437,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
esset,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0243195361571912,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0141313383208645,0.000390777647518562,0.000273298715496037
eum,0.000398565165404544,0.000259134490800726,0.0199644198458193,0.000237586124970302,0.00821388307295861,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0199296600234467,0.000273298715496037
exercitum,0.000398565165404544,0.000259134490800726,0.0199644198458193,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0276031702650998
frumentum,0.000398565165404544,0.013215859030837,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0156489720773243,0.000485672656629432,0.00027708506511499,0.0394685423993748,0.000273298715496037
gallia,0.0203268234356317,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00925757850789617,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0276031702650998
hoc,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0309911015648972,0.000485672656629432,0.0141313383208645,0.000390777647518562,0.0139382344902979
homines,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0549330418147035
ire,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0549330418147035
itinere,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0549330418147035
legatos,0.000398565165404544,0.000259134490800726,0.0397311721684127,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
mittunt,0.000398565165404544,0.000259134490800726,0.0397311721684127,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
omnia,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0557401255075674,0.00018152114721365,0.0156489720773243,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
oratione,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0785463071512309,0.000273298715496037
orgetorix,0.000398565165404544,0.000259134490800726,0.0100810436845226,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0490529383195726,0.00027708506511499,0.000390777647518562,0.000273298715496037
parte,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0139382344902979
propter,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0139382344902979
quibus,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0358755048705156,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0141313383208645,0.000390777647518562,0.000273298715496037
quin,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.024769305488101,0.0141313383208645,0.000390777647518562,0.0276031702650998
sequanos,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0188261351052049,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
sua,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0490529383195726,0.00027708506511499,0.000390777647518562,0.0276031702650998
suo,0.000398565165404544,0.013215859030837,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0557401255075674,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
tempore,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0139382344902979
tres,0.0601833399760861,0.000259134490800726,0.000197667523225934,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
agrum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
allobrogibus,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0188261351052049,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0276031702650998
allobrogum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0243195361571912,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
arari,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0418398448323635,0.000390777647518562,0.000273298715496037
belgae,0.0601833399760861,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
cassium,0.000398565165404544,0.000259134490800726,0.029847796007116,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
castris,0.0203268234356317,0.0261725835708733,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
causa,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0590074247753029,0.000273298715496037
causam,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0188261351052049,0.00018152114721365,0.000306842589751458,0.0490529383195726,0.00027708506511499,0.000390777647518562,0.000273298715496037
ciuitas,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0733365711510442,0.00027708506511499,0.000390777647518562,0.000273298715496037
ciuitate,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0590074247753029,0.000273298715496037
conaretur,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0490529383195726,0.00027708506511499,0.000390777647518562,0.000273298715496037
contendit,0.0601833399760861,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
cuius,0.000398565165404544,0.000259134490800726,0.029847796007116,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
dies,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.027985591576614,0.000390777647518562,0.000273298715496037
domo,0.000398565165404544,0.000259134490800726,0.0199644198458193,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00925757850789617,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
dumnorigem,0.000398565165404544,0.000259134490800726,0.0199644198458193,0.000237586124970302,0.000161056530842326,0.0188261351052049,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
facile,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
facilius,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
fidem,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0358755048705156,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
gallos,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
garumna,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
germanis,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
gratia,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0557401255075674,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
grauius,0.000398565165404544,0.000259134490800726,0.0100810436845226,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0183336358685787,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
haeduis,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0418398448323635,0.000390777647518562,0.000273298715496037
hominum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0733365711510442,0.00027708506511499,0.000390777647518562,0.000273298715496037
