identifier,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14
DCDL-0021376,0.495057034220532,0.000760456273764259,0.000760456273764259,0.304942965779468,0.0768060836501901,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.114828897338403,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259
DCDL-0019153,0.165432098765432,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.74156378600823,0.000823045267489712,0.000823045267489712,0.0831275720164609
DCDL-0019096,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.474492099322799,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.49706546275395,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.0230248306997743,0.000451467268623025,0.000451467268623025
DCDL-0021369,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.987982832618026,0.000858369098712446
DCDL-0021511,0.542857142857143,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.444334975369458,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847
DCDL-0021110,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.988477366255144,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712
DCDL-0021686,0.000422832980972516,0.0215644820295983,0.000422832980972516,0.46553911205074,0.000422832980972516,0.0427061310782241,0.000422832980972516,0.000422832980972516,0.46553911205074,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516
DCDL-0021526,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.496605744125326,0.000522193211488251,0.000522193211488251,0.287728459530026,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.209399477806789
DCDL-0021159,0.0557377049180328,0.00109289617486339,0.110382513661202,0.00109289617486339,0.165027322404372,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.656830601092896,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339
DCDL-0021176,0.00115606936416185,0.116763005780347,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.463583815028902,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.405780346820809,0.00115606936416185
DCDL-0021402,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.961643835616438,0.00273972602739726,0.00273972602739726,0.00273972602739726
DCDL-0021178,0.00130718954248366,0.00130718954248366,0.850980392156863,0.00130718954248366,0.13202614379085,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366
DCDL-0021153,0.277598152424942,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.32378752886836,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.300692840646651,0.00046189376443418,0.00046189376443418,0.0928406466512702,0.00046189376443418,0.00046189376443418,0.00046189376443418
DCDL-0017978,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.52781954887218,0.00150375939849624,0.00150375939849624,0.452631578947368,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624
DCDL-0021509,0.21956155143339,0.000337268128161889,0.320741989881956,0.168971332209106,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.287015177065767,0.000337268128161889,0.000337268128161889
DCDL-0017305,0.339467312348668,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.654237288135593,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654
DCDL-0019276,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.349389179755672,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.454101221640489,0.000349040139616056,0.000349040139616056,0.192321116928447,0.000349040139616056
DCDL-0016962,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.996638655462185
DCDL-0017224,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.892957746478873,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.0948356807511737,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235
DCDL-0017304,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.271609403254973,0.000361663652802893,0.199276672694394,0.289692585895118,0.0546112115732369,0.000361663652802893,0.163110307414105,0.000361663652802893,0.0184448462929476,0.000361663652802893
DCDL-0018282,0.737110481586402,0.198866855524079,0.00056657223796034,0.00056657223796034,0.0572237960339943,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034
DCDL-0017990,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.0455981941309255,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.948532731376975,0.000451467268623025,0.000451467268623025
DCDL-0017960,0.00056657223796034,0.680453257790368,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.0855524079320113,0.00056657223796034,0.00056657223796034,0.227195467422096,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034
DCDL-0019387,0.198866855524079,0.00056657223796034,0.227195467422096,0.5671388101983,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034
DCDL-0021172,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.302255639097744,0.00150375939849624,0.00150375939849624,0.678195488721805,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624
DCDL-0017802,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.194816414686825,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.756371490280778,0.0436285097192225,0.000431965442764579
DCDL-0018708,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.047887323943662,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.892957746478873,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.047887323943662,0.000938967136150235
DCDL-0017914,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.939906103286385,0.000938967136150235,0.000938967136150235,0.047887323943662,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235
DCDL-0019316,0.00068259385665529,0.00068259385665529,0.00068259385665529,0.00068259385665529,0.00068259385665529,0.00068259385665529,0.00068259385665529,0.103071672354949,0.273720136518771,0.00068259385665529,0.546757679180887,0.00068259385665529,0.00068259385665529,0.0689419795221843,0.00068259385665529
DCDL-0017252,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.302309058614565,0.000355239786856128,0.000355239786856128,0.515452930728242,0.000355239786856128,0.000355239786856128,0.17797513321492,0.000355239786856128,0.000355239786856128,0.000355239786856128
DCDL-0018064,0.492896174863388,0.00109289617486339,0.00109289617486339,0.492896174863388,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339
DCDL-0019245,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.733333333333333,0.000472813238770686,0.260520094562648,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686
DCDL-0019806,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.955555555555555,0.00317460317460317
DCDL-0018729,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.22907133243607,0.000269179004037685,0.0541049798115747,0.0541049798115747,0.659757738896366,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685
DCDL-0017119,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.281209503239741,0.0220302375809935,0.238012958963283,0.0868250539956803,0.130021598272138,0.238012958963283,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579
DCDL-0017479,0.0997518610421836,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.24863523573201,0.000496277915632754,0.149379652605459,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.0253101736972705,0.000496277915632754,0.471960297766749
DCDL-0017218,0.157180156657963,0.287728459530026,0.000522193211488251,0.000522193211488251,0.209399477806789,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.209399477806789,0.131070496083551,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251
DCDL-0019272,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.0457399103139013,0.000896860986547085,0.897757847533632,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.0457399103139013
DCDL-0017759,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.267756315007429,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.564933135215453,0.163744427934621,0.000297176820208024
DCDL-0018574,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.402680965147453,0.000536193029490617,0.563538873994638,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.0273458445040215
DCDL-0017902,0.611195928753181,0.0768447837150127,0.000508905852417303,0.000508905852417303,0.229516539440204,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.0768447837150127
DCDL-0018329,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.966265060240964,0.00240963855421687
DCDL-0018269,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.904520795660036,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.0907775768535262,0.000361663652802893,0.000361663652802893
DCDL-0019630,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.969007263922518,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.0246973365617433,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654
DCDL-0019873,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.676073619631902,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.307975460122699,0.00122699386503067
DCDL-0019864,0.260103626943005,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.62279792746114,0.104663212435233
DCDL-0017907,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.0393762183235867,0.000389863547758285,0.000389863547758285,0.0783625730994152,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.234307992202729,0.000389863547758285,0.000389863547758285,0.643664717348928,0.000389863547758285
DCDL-0017553,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.0143057503506311,0.000280504908835905,0.982047685834502,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905
DCDL-0017176,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.0266318537859008,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.966579634464752,0.000522193211488251
DCDL-0019058,0.162124711316397,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.346882217090069,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.485450346420323,0.00046189376443418,0.00046189376443418,0.00046189376443418
DCDL-0019642,0.00031104199066874,0.00031104199066874,0.0780715396578538,0.902332814930016,0.00031104199066874,0.0158631415241058,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874
DCDL-0019795,0.00273972602739726,0.00273972602739726,0.961643835616438,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726
DCDL-0021156,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.0831275720164609,0.000823045267489712,0.000823045267489712,0.906172839506173,0.000823045267489712,0.000823045267489712,0.000823045267489712
DCDL-0021934,0.102290076335878,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.891094147582697,0.000508905852417303,0.000508905852417303,0.000508905852417303
DCDL-0021720,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.983815028901734,0.00115606936416185,0.00115606936416185,0.00115606936416185
DCDL-0017436,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.331567328918322,0.000441501103752759,0.640618101545254,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.0225165562913907,0.000441501103752759,0.000441501103752759,0.000441501103752759
DCDL-0017459,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.128831725616292,0.000214362272240086,0.118113612004287,0.000214362272240086,0.000214362272240086,0.718327974276527,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.0323687031082529
DCDL-0019714,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.492896174863388,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.492896174863388
DCDL-0018656,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.492896174863388,0.0557377049180328,0.00109289617486339,0.0557377049180328,0.00109289617486339,0.383606557377049
DCDL-0018983,0.000985221674876847,0.0502463054187192,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.444334975369458,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.4935960591133
