identifier,world_cup_rugby_damage_disaster_pike_river,newspaper_reading_march_people_news_headline_couple,people_buildings_heading_sign_refugees_called_residents,house_rebuild_home_people_building_eqc_nz,aftershocks_ring_people_moon_large_ken_continuing,rubble_city_liquefaction_boy_rebuild_asks_small,red_city_areas_black_flag_colours_green,insurance_south_year_island_company_representing_ami,portaloo_damage_portaloos_house_toilet_back_sewage,aftershocks_made_toilet_paper_great_state_bank,brownlee_gerry_recovery_key_cera_john_prime,john_key_government_prime_english_finance_bill,zone_red_business_land_homes_central_owners,council_city_marryatt_pay_tony_rise_chief,buildings_rubble_people_broken_damaged_cathedral_city,bob_parker_mayor_move_elections_anderton_body,people_version_city_mayor_council_government_parker
DCDL-0015784,0.325769854132901,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.163695299837925,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.487844408427877,0.00162074554294976,0.00162074554294976
DCDL-0015839,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.547683923705722,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.411444141689373,0.00272479564032698,0.00272479564032698
DCDL-0015856,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.08994708994709,0.354497354497354,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.2663139329806,0.0017636684303351,0.2663139329806,0.0017636684303351,0.0017636684303351
DCDL-0015869,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.244732576985413,0.163695299837925,0.00162074554294976,0.00162074554294976,0.325769854132901,0.00162074554294976,0.244732576985413,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0015892,0.0946579194001874,0.000937207122774133,0.000937207122774133,0.188378631677601,0.282099343955014,0.328959700093721,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0946579194001874
DCDL-0015912,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.163695299837925,0.0826580226904376,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.487844408427877,0.00162074554294976,0.244732576985413,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0016039,0.000731528895391368,0.476225310899781,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.183613752743233,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.329919531821507,0.000731528895391368,0.000731528895391368,0.000731528895391368
DCDL-0016121,0.2663139329806,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.530864197530864,0.0017636684303351,0.08994708994709,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.08994708994709
DCDL-0016143,0.289504036908881,0.289504036908881,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.404844290657439,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0016218,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.32824427480916,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.110141766630316,0.546346782988004,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0016249,0.530864197530864,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.354497354497354,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.08994708994709,0.0017636684303351
DCDL-0016259,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.259565667011375,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.518097207859359,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.156153050672182,0.00103412616339193,0.00103412616339193,0.0527404343329886
DCDL-0016310,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.394296951819076,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.590953785644051,0.000983284169124877,0.000983284169124877,0.000983284169124877
DCDL-0016337,0.00103412616339193,0.207859358841779,0.00103412616339193,0.156153050672182,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.414684591520165,0.104446742502585,0.0527404343329886,0.00103412616339193,0.00103412616339193,0.0527404343329886,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193
DCDL-0016804,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.695852534562212,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.235023041474654,0.00460829493087558
DCDL-0016946,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.58220502901354,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.292069632495164,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.0986460348162476
DCDL-0017142,0.00115340253748558,0.00115340253748558,0.289504036908881,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.404844290657439,0.00115340253748558,0.00115340253748558,0.289504036908881,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0017148,0.210599721059972,0.00139470013947001,0.00139470013947001,0.629009762900976,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.140864714086471,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001
DCDL-0017150,0.122302158273381,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.841726618705036,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218
DCDL-0017151,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.388781431334623,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.195357833655706,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.388781431334623
DCDL-0017152,0.00272479564032698,0.683923705722071,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.275204359673025,0.00272479564032698,0.00272479564032698
DCDL-0017156,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.949526813880126,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211
DCDL-0017157,0.00272479564032698,0.683923705722071,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.275204359673025
DCDL-0017159,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.119179163378058,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.513812154696133,0.000789265982636148,0.355958958168903
DCDL-0017160,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.327249022164276,0.00130378096479791,0.262059973924381,0.00130378096479791,0.00130378096479791,0.392438070404172,0.00130378096479791,0.00130378096479791
DCDL-0017162,0.000618429189857761,0.526283240568955,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.0315398886827458,0.0315398886827458,0.000618429189857761,0.340754483611626,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.0624613481756339
DCDL-0017163,0.226386806596702,0.00149925037481259,0.00149925037481259,0.0764617691154423,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.67616191904048,0.00149925037481259,0.00149925037481259
DCDL-0017164,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.904191616766467,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581
DCDL-0017165,0.328959700093721,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.656982193064667,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133
DCDL-0017166,0.73561811505508,0.00122399020807834,0.184822521419829,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.0624235006119951,0.00122399020807834
DCDL-0017168,0.174163783160323,0.00115340253748558,0.34717416378316,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.116493656286044,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.34717416378316,0.00115340253748558,0.00115340253748558
DCDL-0017169,0.00149925037481259,0.451274362818591,0.52623688155922,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0017170,0.487844408427877,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.163695299837925,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.325769854132901,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0017173,0.00139470013947001,0.210599721059972,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.140864714086471,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.629009762900976,0.00139470013947001,0.00139470013947001
DCDL-0017174,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.3621103117506,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.601918465227818,0.00239808153477218,0.00239808153477218
DCDL-0017177,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.530864197530864,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.442680776014109
DCDL-0017178,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.406807131280389,0.00162074554294976,0.568881685575365,0.00162074554294976,0.00162074554294976
DCDL-0017179,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.974068071312804,0.00162074554294976
DCDL-0017181,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.0711297071129707,0.00139470013947001,0.559274755927476,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.350069735006973,0.00139470013947001,0.00139470013947001,0.00139470013947001
DCDL-0017185,0.00139470013947001,0.280334728033473,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.280334728033473,0.00139470013947001,0.00139470013947001,0.419804741980474,0.00139470013947001,0.00139470013947001
DCDL-0017187,0.0501474926253687,0.935103244837758,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877
DCDL-0017200,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.0986460348162476,0.872340425531915,0.00193423597678917,0.00193423597678917
DCDL-0017203,0.000937207122774133,0.516401124648547,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0477975632614808,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.328959700093721,0.0946579194001874,0.000937207122774133,0.000937207122774133
DCDL-0017204,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.956403269754768,0.00272479564032698,0.00272479564032698
DCDL-0017205,0.00115340253748558,0.577854671280277,0.00115340253748558,0.00115340253748558,0.0588235294117647,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.116493656286044,0.231833910034602,0.00115340253748558,0.00115340253748558
DCDL-0017206,0.00109051254089422,0.219193020719738,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.110141766630316,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.219193020719738,0.00109051254089422,0.437295528898582,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
