term,servus_bonus_dominus_domina_medicus_ancilla_video,urbs_miles_domus_pater_totus_neo_exercitus,urbs_romani_postquam_bellum_primus_chr_n,defendo_malus_finis_civitas_tandem_oppidum_subito,pugno_germanus_vir_nonne_bestia_harena_miser,deus_imperator_colo_agricola_ager_domus_romanus,facio_castra_legio_ito_exercitus_tempus_cognosco,amicus_lucius_marcus_video_alius_venio_campus,senatus_jubeo_aeneus_mors_periculum_tantus_filius,mercator_navis_pirata_ito_capio_italiae_alius,juvenis_alius_dominus_tonsor_servus_locus_ludo,romani_senator_publicus_consul_rex_populus_civis
libet,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0240805079669342,0.000100532823967025,0.00719014736242614,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
ludo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0070862859524802,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0078497768200708,0.0383076043453402,7.97003267713398e-05
maneo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0142313653656475,0.000153917192550408,0.000190585096245474,0.0160197656810393
miser,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0418229817979714,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
neo,0.000105853710172542,0.042927997263554,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.00718613498661406,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
opus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0101538152206695,0.0143091051470065,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
paro,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0101538152206695,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0383076043453402,7.97003267713398e-05
pars,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0252337388157233,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.00971983990851915,7.97003267713398e-05
peto,0.000105853710172542,0.00017102787754404,0.00864846532134984,0.000142918393597256,0.0070862859524802,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.030937355702632,0.000190585096245474,7.97003267713398e-05
pugna,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0418229817979714,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
respondeo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0101538152206695,0.0143091051470065,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
romanus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0360608601892896,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
servo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0144347577533229,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0107496262547163,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.00406471666533833
specto,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0214280629315868,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
terreo,0.000105853710172542,0.00017102787754404,0.00864846532134984,0.000142918393597256,0.0348756426288731,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
timeo,0.0159839102360538,0.00872242175474602,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0121001557445789,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
tonsor,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0573661139698875,7.97003267713398e-05
victor,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0144347577533229,0.000138946783381965,0.0240805079669342,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
augustus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0140336251215784,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0212765957446809,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
caedo,0.00539853921879962,0.02582520950915,0.000169577751399016,0.000142918393597256,0.0070862859524802,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
chr,0.000105853710172542,0.00017102787754404,0.0425640156011531,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
contra,0.000105853710172542,0.00872242175474602,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.00971983990851915,0.0120347493424723
curia,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0200047820196063
curo,0.0159839102360538,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0101538152206695,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
curro,0.0159839102360538,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.00719014736242614,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
debeo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.00718613498661406,0.000153917192550408,0.0383076043453402,7.97003267713398e-05
deleo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0180903318557566,0.0101538152206695,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
divitiae,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0386332153301524,0.000190585096245474,7.97003267713398e-05
inopia,0.000105853710172542,0.00017102787754404,0.0340851280312023,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.00718613498661406,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
insula,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0386332153301524,0.000190585096245474,7.97003267713398e-05
lego,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.00728883807346005,0.000138946783381965,0.000119803522223553,0.00512717402231829,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0287783495330665,7.97003267713398e-05
martium,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0178685840392966,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
n,0.000105853710172542,0.00017102787754404,0.0425640156011531,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
navigo,0.000105853710172542,0.017273815631948,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0232414960751116,0.000190585096245474,7.97003267713398e-05
oppidum,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0358725167929112,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
pax,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.00610997963340122,0.000100532823967025,7.11895778458034e-05,0.0212765957446809,0.0078497768200708,0.000190585096245474,7.97003267713398e-05
reliquus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0252337388157233,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
saeculum,0.000105853710172542,0.00017102787754404,0.0425640156011531,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
subito,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0358725167929112,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
syrus,0.0212765957446809,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.00971983990851915,7.97003267713398e-05
timor,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0200047820196063
tres,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0252337388157233,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
vester,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0358725167929112,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
villa,0.0265692812533079,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
accipio,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0144347577533229,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.00804973300390532
accuso,0.000105853710172542,0.00017102787754404,0.00864846532134984,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.00512717402231829,7.11895778458034e-05,0.0142313653656475,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
adsum,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0160197656810393
appropinquo,0.000105853710172542,0.017273815631948,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0155456364475912,0.000190585096245474,7.97003267713398e-05
arma,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0144347577533229,0.0140336251215784,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
auctor,0.000105853710172542,0.034376603386352,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
bene,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0287265971130484,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
certus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0202070976173721,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
christiani,0.000105853710172542,0.00017102787754404,0.00864846532134984,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0287783495330665,7.97003267713398e-05
clamo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0240805079669342,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
commoveo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0283218261237142,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
confacio,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0287265971130484,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
desum,0.000105853710172542,0.034376603386352,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
diu,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0070862859524802,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0120347493424723
familia,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.00610997963340122,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0287783495330665,7.97003267713398e-05
fuga,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0202070976173721,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
gaudium,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0143091051470065,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
gladiator,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0279283034597749,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
incolo,0.000105853710172542,0.00017102787754404,0.0171273528913007,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0155456364475912,0.000190585096245474,7.97003267713398e-05
invado,0.000105853710172542,0.017273815631948,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.00804973300390532
italiam,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.030937355702632,0.000190585096245474,7.97003267713398e-05
iter,0.000105853710172542,0.034376603386352,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
judicium,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0155456364475912,0.0192490947207928,7.97003267713398e-05
memoria,0.000105853710172542,0.00872242175474602,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0107496262547163,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
narro,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0283218261237142,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
nonnullus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0202070976173721,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
novus,0.000105853710172542,0.017273815631948,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.00804973300390532
num,0.000105853710172542,0.00872242175474602,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0120347493424723
officium,0.000105853710172542,0.017273815631948,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.00718613498661406,0.0078497768200708,0.000190585096245474,7.97003267713398e-05
patrius,0.000105853710172542,0.034376603386352,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
pello,0.000105853710172542,0.00017102787754404,0.0340851280312023,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
pila,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0383076043453402,7.97003267713398e-05
redeo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0240805079669342,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
regina,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0283218261237142,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
relinquo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0101538152206695,7.11895778458034e-05,0.0142313653656475,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
semper,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0160197656810393
silva,0.0212765957446809,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
socius,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0283218261237142,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
templum,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0283218261237142,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
traho,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.00363066847013597,0.000140904607580668,0.000153917192550408,0.0287783495330665,7.97003267713398e-05
tuus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.00728883807346005,0.0140336251215784,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0078497768200708,0.000190585096245474,7.97003267713398e-05
vexo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0144347577533229,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0142313653656475,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
vis,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0180903318557566,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0078497768200708,0.000190585096245474,7.97003267713398e-05
vita,0.0106912247274267,0.00017102787754404,0.000169577751399016,0.0144347577533229,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
adeo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0121001557445789,0.000100532823967025,0.00363066847013597,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
aedifico,0.0159839102360538,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
aliquando,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.00718613498661406,0.000153917192550408,0.000190585096245474,0.00804973300390532
amphitheatrum,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0209809642906767,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
animadverto,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0151804564190208,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
annus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0287783495330665,7.97003267713398e-05
arbor,0.0159839102360538,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
caesar,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0215806774331857,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
catilina,0.000105853710172542,0.00017102787754404,0.0256062404612515,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
circo,0.00539853921879962,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0121001557445789,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
clamor,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.00728883807346005,0.0140336251215784,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
clarus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0107496262547163,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
comparo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.00728883807346005,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0155456364475912,0.000190585096245474,7.97003267713398e-05
conscribo,0.000105853710172542,0.00872242175474602,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0101538152206695,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
constituo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0151804564190208,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
culpa,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0287783495330665,7.97003267713398e-05
cupio,0.000105853710172542,0.00017102787754404,0.00864846532134984,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.00719014736242614,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
delecto,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0140336251215784,0.000119803522223553,0.000100532823967025,0.00363066847013597,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
denique,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0215806774331857,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
dis-do,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0212765957446809,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
dolor,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0212765957446809,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
dux,0.000105853710172542,0.02582520950915,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
etruscorum,0.000105853710172542,0.00017102787754404,0.0171273528913007,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.00971983990851915,7.97003267713398e-05
faber,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0120347493424723
fama,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0232414960751116,0.000190585096245474,7.97003267713398e-05
fortuna,0.000105853710172542,0.00017102787754404,0.00864846532134984,0.000142918393597256,0.000138946783381965,0.0121001557445789,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
germania,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0151804564190208,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
gloria,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0209809642906767,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
hortensis,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0107496262547163,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
ibi,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0287783495330665,7.97003267713398e-05
