identifier,servus_bonus_dominus_domina_medicus_ancilla_video,urbs_miles_domus_pater_totus_neo_exercitus,urbs_romani_postquam_bellum_primus_chr_n,defendo_malus_finis_civitas_tandem_oppidum_subito,pugno_germanus_vir_nonne_bestia_harena_miser,deus_imperator_colo_agricola_ager_domus_romanus,facio_castra_legio_ito_exercitus_tempus_cognosco,amicus_lucius_marcus_video_alius_venio_campus,senatus_jubeo_aeneus_mors_periculum_tantus_filius,mercator_navis_pirata_ito_capio_italiae_alius,juvenis_alius_dominus_tonsor_servus_locus_ludo,romani_senator_publicus_consul_rex_populus_civis
LatinumB:16.7,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.932098765432099,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284
LatinumB:16.8,0.00381679389312977,0.00381679389312977,0.00381679389312977,0.00381679389312977,0.00381679389312977,0.00381679389312977,0.385496183206107,0.00381679389312977,0.576335877862595,0.00381679389312977,0.00381679389312977,0.00381679389312977
LatinumB:16.9,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.455357142857143,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.455357142857143,0.00892857142857143,0.00892857142857143,0.00892857142857143
LatinumB:16.10,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.901785714285714,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.00892857142857143
LatinumB:16.11,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.82258064516129
LatinumB:16.12,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.82258064516129,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0161290322580645
LatinumB:16.13,0.00320512820512821,0.00320512820512821,0.00320512820512821,0.96474358974359,0.00320512820512821,0.00320512820512821,0.00320512820512821,0.00320512820512821,0.00320512820512821,0.00320512820512821,0.00320512820512821,0.00320512820512821
LatinumB:16.14,0.00471698113207547,0.94811320754717,0.00471698113207547,0.00471698113207547,0.00471698113207547,0.00471698113207547,0.00471698113207547,0.00471698113207547,0.00471698113207547,0.00471698113207547,0.00471698113207547,0.00471698113207547
LatinumB:16.15,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.932098765432099
LatinumB:16.16,0.001953125,0.001953125,0.001953125,0.294921875,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.685546875
LatinumB:16.17,0.00276243093922652,0.00276243093922652,0.279005524861878,0.00276243093922652,0.693370165745856,0.00276243093922652,0.00276243093922652,0.00276243093922652,0.00276243093922652,0.00276243093922652,0.00276243093922652,0.00276243093922652
LatinumB:16.18,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.932098765432099,0.00617283950617284,0.00617283950617284,0.00617283950617284
LatinumB:16.19,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333
LatinumB:16.20,0.00151057401812689,0.303625377643505,0.00151057401812689,0.00151057401812689,0.00151057401812689,0.00151057401812689,0.152567975830816,0.00151057401812689,0.00151057401812689,0.00151057401812689,0.00151057401812689,0.530211480362538
LatinumB:17.1,0.00216450216450216,0.00216450216450216,0.543290043290043,0.218614718614719,0.00216450216450216,0.00216450216450216,0.00216450216450216,0.00216450216450216,0.00216450216450216,0.218614718614719,0.00216450216450216,0.00216450216450216
