term,πολύς_ἄλλος_πόλις_ἱερός_οἰκέω_πρότερος_γίγνομαι,σύμμαχος_σπονδή_πρός_ποιέω_σφεῖς_ἀθηναίους_γίγνομαι,ἀθηναῖοι_ἀναχωρέω_ἀθηναίων_ἵστημι_τις_πολύς_μάχη,γίγνομαι_πόλεμος_δ_τελευτάω_θέρος_χειμών_ἔτος,τις_ὅς_ἄλλος_πολύς_πρός_ἔχω_γίγνομαι,ναῦς_ὁπλίτης_ἄλλος_σύμμαχος_δ_ἀθηναίων_στρατία,τις_δῆμος_πολύς_ὡς_ἄλλος_πόλις_σφεῖς,ναῦς_πρός_θάλασσα_τεῖχος_πολύς_τις_μέγας,ναῦς_πλέω_ὡς_ὅς_ἄλλος_ποιέω_ἀφικνέομαι,βασιλεύς_ἔχω_σύμμαχος_σφεῖς_πρότερος_αἱρέω_ἀθηναίων,ὡς_πολύς_χωρέω_δ_ἄλλος_ἦδος_πρός,ὡς_λέγω_ὅστις_σφεῖς_ἄλλος_τις_πρότερος
συρακοσίοις,0.00225260668408203,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000346015088328764,3.9610392182493e-06,5.38187063059378e-06,0.0016629358981099,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.000743904282339831
τέμνω,4.49622092631143e-06,3.14357657280995e-06,0.00165467349059145,0.00711206102369459,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.000141114360738111,3.42455198298683e-06,5.45229514364072e-06,0.000133574640723503,2.96376208103518e-06
φυγή,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.00188903659133842,2.76694824976688e-06,0.000859562547729693,5.45229514364072e-06,0.0030145963033873,2.96376208103518e-06
γύλιππος,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,0.000268478987571002,8.62880519523103e-07,0.00317279241381769,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.00222886312266081,2.96376208103518e-06
γυνή,0.00180298459145089,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.000556156598203144,3.42455198298683e-06,0.00600297695314843,2.61911060242163e-06,2.96376208103518e-06
εἰσέρχομαι,4.49622092631143e-06,0.000789037719775297,5.49725412156628e-06,0.00105812306866218,8.62880519523103e-07,3.9610392182493e-06,0.00269631718592748,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.00196695206241864,2.96376208103518e-06
ἐπιβουλεύω,4.49622092631143e-06,3.14357657280995e-06,0.000830085372356508,5.26429387394122e-06,0.00133832768578033,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἔργω,4.49622092631143e-06,0.0006318588911348,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,0.000598116921955644,5.38187063059378e-06,0.0016629358981099,3.42455198298683e-06,0.00164114083823586,0.00118121888169215,2.96376208103518e-06
καταφεύγω,4.49622092631143e-06,3.14357657280995e-06,0.00522788866960953,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.00108175599674935,0.00152458848562155,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
κῆρυξ,4.49622092631143e-06,0.00204646834889928,0.00220439890274808,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.0019294091147539
ὀλιγαρχία,0.000229307267241883,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.00861637487958065,2.76694824976688e-06,0.000174652151132328,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ὁλκάς,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,0.000268478987571002,8.62880519523103e-07,0.00356889633564262,5.38187063059378e-06,0.00207797813557493,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
προσήκω,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00142461573773264,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,0.000278067052325677,2.61911060242163e-06,2.96376208103518e-06
πρόφασις,4.49622092631143e-06,0.00188928952025878,5.49725412156628e-06,5.26429387394122e-06,0.000777455348090316,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.000595716178288072
ἀπάγω,4.49622092631143e-06,0.00157493186297778,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,0.00245898510978196,0.000526441231086747,0.00148484480259863
λέσβος,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,4.40069064956783e-05,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,0.00548270772476191,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
λόφος,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.00432415160459811,2.96376208103518e-06
πελοποννησίοις,4.49622092631143e-06,0.000317501233853805,0.00110494807843482,0.000268478987571002,0.000346015088328764,0.000202013000130714,5.38187063059378e-06,0.000141114360738111,0.00274306613837245,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
πιστός,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.0010794635299234,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.00118846859449511
σάμῳ,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.00700181369040251,2.76694824976688e-06,0.00120201774602838,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
τισσαφέρνην,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.00538725250122438,2.76694824976688e-06,0.00154447294432706,0.00109591132387178,2.61911060242163e-06,2.96376208103518e-06
ἀμφίπολις,4.49622092631143e-06,0.00110339537705629,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,0.00573036219596639,0.000526441231086747,2.96376208103518e-06
ἀναιρέω,0.00112855145250417,3.14357657280995e-06,0.00742679031823604,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἀντί,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,0.000794908374965124,0.000993175477971092,3.9610392182493e-06,5.38187063059378e-06,0.000694504010691488,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.000151151866132794
αὐτίκα,4.49622092631143e-06,0.000317501233853805,5.49725412156628e-06,5.26429387394122e-06,0.000950031451994937,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.00105026335157107,2.96376208103518e-06
ἐλευθερία,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00138147171175649,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἐπίσταμαι,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00103631950394725,3.9610392182493e-06,0.000274475402160283,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.000657396761207829,0.000299339970184553
ἑπτάς,4.49622092631143e-06,3.14357657280995e-06,0.00028035996019988,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.0016629358981099,0.00325674893582047,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
θνήσκω,4.49622092631143e-06,3.14357657280995e-06,0.00330384972706133,5.26429387394122e-06,0.000518591192233385,3.9610392182493e-06,0.00215813012286811,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἵημι,0.00225260668408203,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00064802327016185,0.000202013000130714,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.00078835229132891,2.96376208103518e-06
ὄρος,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,0.00211098184345043,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.00249302037303996,3.42455198298683e-06,5.45229514364072e-06,0.00078835229132891,2.96376208103518e-06
ὅταν,0.000903740406188598,0.000474680062494302,5.49725412156628e-06,5.26429387394122e-06,0.000820599374066471,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.000264530170844585,0.000595716178288072
οὔτ,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,0.000268478987571002,0.00125203963382802,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.000299339970184553
παυσανίας,0.00270222877671317,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,0.00545774743878436,2.61911060242163e-06,2.96376208103518e-06
συνίστημι,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00064802327016185,3.9610392182493e-06,0.00350359778051655,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.000526441231086747,2.96376208103518e-06
ὕδωρ,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.00276971519801665,3.42455198298683e-06,5.45229514364072e-06,0.0015740854720554,2.96376208103518e-06
φύλαξ,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.00152458848562155,0.000174652151132328,5.45229514364072e-06,0.00262172971302405,2.96376208103518e-06
ἀποικία,0.0024774177303976,3.14357657280995e-06,5.49725412156628e-06,0.000531693681268063,8.62880519523103e-07,0.000400064961043179,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,0.00436728841005621,2.61911060242163e-06,2.96376208103518e-06
ἀσθενής,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000993175477971092,3.9610392182493e-06,5.38187063059378e-06,0.00110954624815652,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
διάφορος,4.49622092631143e-06,0.00220364717753977,5.49725412156628e-06,0.000268478987571002,0.000691167296138006,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἕλληνες,0.00382628400829103,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00056173521820954,0.000202013000130714,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἐπώχατο,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.00110954624815652,0.000688334948580352,5.45229514364072e-06,0.000657396761207829,0.00207759721880566
ἵππος,4.49622092631143e-06,3.14357657280995e-06,0.00220439890274808,5.26429387394122e-06,8.62880519523103e-07,0.00238058457016783,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.00144312994193432,2.96376208103518e-06
κόλπος,0.00112855145250417,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,0.00238058457016783,5.38187063059378e-06,0.00152458848562155,0.000517107349431011,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
λακωνικός,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,0.00526955816781516,8.62880519523103e-07,0.0013903247656055,5.38187063059378e-06,2.76694824976688e-06,0.000688334948580352,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
προδίδωμι,0.00135336249881974,0.00126057420569679,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,0.000202013000130714,0.0024272236543978,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.000919307821449992,2.96376208103518e-06
προσγίγνομαι,4.49622092631143e-06,0.0006318588911348,5.49725412156628e-06,5.26429387394122e-06,0.000777455348090316,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,0.000517107349431011,0.000823296566689748,0.000395485700965666,2.96376208103518e-06
τείχισμα,4.49622092631143e-06,0.000160322405213307,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.000274475402160283,0.00221632554806327,3.42455198298683e-06,5.45229514364072e-06,0.00170504100217648,2.96376208103518e-06
τοξότης,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,0.00495526006202987,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.00078835229132891,2.96376208103518e-06
τρίτος,4.49622092631143e-06,3.14357657280995e-06,0.00028035996019988,0.00237419653714749,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.000141114360738111,0.00240061094007376,0.00164114083823586,2.61911060242163e-06,2.96376208103518e-06
χειρόω,4.49622092631143e-06,0.000160322405213307,5.49725412156628e-06,5.26429387394122e-06,0.00129518365980418,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἀληθής,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000820599374066471,3.9610392182493e-06,0.000543568933689972,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.00133665669854687
ἀπορία,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00047544716625723,3.9610392182493e-06,5.38187063059378e-06,0.00110954624815652,3.42455198298683e-06,5.45229514364072e-06,0.000919307821449992,0.000595716178288072
ἐπικαλέω,4.49622092631143e-06,3.14357657280995e-06,0.00028035996019988,0.00342705531193573,0.00056173521820954,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,0.000517107349431011,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἐπίκειμαι,4.49622092631143e-06,3.14357657280995e-06,0.00028035996019988,0.00132133776235925,8.62880519523103e-07,0.000202013000130714,5.38187063059378e-06,0.000832851423179832,3.42455198298683e-06,5.45229514364072e-06,0.00209790759253973,0.000151151866132794
καταπλέω,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,0.000994220843780574,5.38187063059378e-06,0.0004178091857148,0.00377043173326849,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
κρείσσων,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,0.000268478987571002,0.00125203963382802,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
πέλαγος,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.00276971519801665,0.0017157005434764,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
πλαταιῆς,4.49622092631143e-06,0.000789037719775297,0.00247926160882639,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.00110954624815652,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.00118846859449511
πολίτης,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000604879244185695,3.9610392182493e-06,0.00431087837510562,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
στάδιον,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.00318475743548168,3.42455198298683e-06,5.45229514364072e-06,0.000919307821449992,2.96376208103518e-06
τέσσαρες,4.49622092631143e-06,0.000317501233853805,5.49725412156628e-06,0.00105812306866218,8.62880519523103e-07,0.00178642868743043,5.38187063059378e-06,2.76694824976688e-06,0.00257183853922311,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
τροφή,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,0.0013903247656055,5.38187063059378e-06,2.76694824976688e-06,0.00291429373752179,0.00164114083823586,2.61911060242163e-06,2.96376208103518e-06
ὑποχωρέω,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000130294958447989,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.00314555183350838,0.000447528074236313
ἄκρος,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.002908062610505,3.42455198298683e-06,5.45229514364072e-06,0.00105026335157107,2.96376208103518e-06
ἀλκιβιάδου,4.49622092631143e-06,0.000317501233853805,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.0072709072219322,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἄπειμι,4.49622092631143e-06,0.000946216548415794,5.49725412156628e-06,5.26429387394122e-06,0.000346015088328764,0.000994220843780574,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.000133574640723503,0.00133665669854687
ἀσφάλεια,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00125203963382802,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
δημόσιος,0.00427590610092217,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000346015088328764,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.000264530170844585,2.96376208103518e-06
ἐνταῦθα,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,0.00105812306866218,4.40069064956783e-05,3.9610392182493e-06,0.00108175599674935,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.00118121888169215,0.00163303290665039
κατάνη,4.49622092631143e-06,3.14357657280995e-06,0.00220439890274808,5.26429387394122e-06,8.62880519523103e-07,0.00277668849199276,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.00104028049044335
μισθός,0.00202779563776646,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,0.00238058457016783,5.38187063059378e-06,2.76694824976688e-06,0.00137324534517772,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
προσμείγνυμι,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.00138624107313321,3.42455198298683e-06,5.45229514364072e-06,0.00249077418290297,2.96376208103518e-06
σάμον,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.00296541071745717,2.76694824976688e-06,0.00308552133667113,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
σάμος,0.000678929359873027,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.00323450424898686,2.76694824976688e-06,0.00240061094007376,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
σάμου,4.49622092631143e-06,3.14357657280995e-06,0.00028035996019988,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.00215813012286811,2.76694824976688e-06,0.00342797653496981,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
στρατεία,0.00180298459145089,3.14357657280995e-06,5.49725412156628e-06,0.00184776714975337,0.00047544716625723,0.000202013000130714,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,0.000550681809507712,2.61911060242163e-06,2.96376208103518e-06
συστρατεύω,0.000678929359873027,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000130294958447989,0.00297474045290522,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,0.00218637035259993,2.61911060242163e-06,2.96376208103518e-06
τιμωρία,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00120889560785187,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.000133574640723503,2.96376208103518e-06
χάρις,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00125203963382802,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἀπαλλαξείω,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000950031451994937,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.00089209238639159
ἀπολαμβάνω,4.49622092631143e-06,0.00188928952025878,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,0.00180128331059824,3.42455198298683e-06,0.000823296566689748,2.61911060242163e-06,2.96376208103518e-06
διώκω,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000216583010400299,3.9610392182493e-06,5.38187063059378e-06,0.000556156598203144,0.000517107349431011,5.45229514364072e-06,0.00209790759253973,2.96376208103518e-06
ἔαρ,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,0.00447991408672398,8.62880519523103e-07,0.00218253260925536,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἐκλείπω,0.00270222877671317,0.0006318588911348,0.00192953619666976,0.00132133776235925,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἕλληνας,4.49622092631143e-06,0.00141775303433729,0.000555222666278194,5.26429387394122e-06,0.000691167296138006,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.000133574640723503,2.96376208103518e-06
κράτος,4.49622092631143e-06,3.14357657280995e-06,0.00302898702098302,5.26429387394122e-06,0.000259727036376454,3.9610392182493e-06,0.000543568933689972,2.76694824976688e-06,3.42455198298683e-06,0.00245898510978196,2.61911060242163e-06,2.96376208103518e-06
νέος,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000432303140281075,3.9610392182493e-06,0.00296541071745717,0.000279461773226455,3.42455198298683e-06,5.45229514364072e-06,0.000657396761207829,2.96376208103518e-06
ὅμηρος,0.00270222877671317,3.14357657280995e-06,0.00110494807843482,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,0.00327682938132807,2.61911060242163e-06,2.96376208103518e-06
περιοράω,4.49622092631143e-06,0.00110339537705629,5.49725412156628e-06,5.26429387394122e-06,0.000691167296138006,0.000400064961043179,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,0.000395485700965666,2.96376208103518e-06
συγγενής,0.00337666191565989,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000346015088328764,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,0.00136852608105382,2.61911060242163e-06,2.96376208103518e-06
τάλαντον,0.0024774177303976,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,0.00218253260925536,5.38187063059378e-06,2.76694824976688e-06,0.00103079014687903,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ὑπομένω,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000346015088328764,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,0.000517107349431011,5.45229514364072e-06,0.00222886312266081,2.96376208103518e-06
ἀναλαμβάνω,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000216583010400299,0.00158837672651797,5.38187063059378e-06,0.000141114360738111,3.42455198298683e-06,5.45229514364072e-06,0.00170504100217648,2.96376208103518e-06
ἀντίπαλος,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.00103631950394725,3.9610392182493e-06,5.38187063059378e-06,0.0004178091857148,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἀφαιρέω,4.49622092631143e-06,0.000317501233853805,0.00247926160882639,5.26429387394122e-06,0.000691167296138006,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
δοκεύς,4.49622092631143e-06,0.00236082600618027,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,0.000202013000130714,5.38187063059378e-06,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.00163303290665039
ἐοικότως,4.49622092631143e-06,3.14357657280995e-06,0.00028035996019988,5.26429387394122e-06,0.000993175477971092,3.9610392182493e-06,5.38187063059378e-06,0.0004178091857148,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,2.96376208103518e-06
ἐπιβοηθέω,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,8.62880519523103e-07,3.9610392182493e-06,0.000812662465219661,0.000832851423179832,0.000517107349431011,5.45229514364072e-06,0.00196695206241864,2.96376208103518e-06
κινέω,4.49622092631143e-06,3.14357657280995e-06,0.00028035996019988,5.26429387394122e-06,0.000302871062352609,3.9610392182493e-06,5.38187063059378e-06,2.76694824976688e-06,0.000688334948580352,5.45229514364072e-06,0.0015740854720554,0.000447528074236313
μεθίστημι,4.49622092631143e-06,3.14357657280995e-06,5.49725412156628e-06,5.26429387394122e-06,0.000302871062352609,3.9610392182493e-06,0.00323450424898686,2.76694824976688e-06,3.42455198298683e-06,5.45229514364072e-06,2.61911060242163e-06,0.00118846859449511
