identifier,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14
DCDL-0017216,0.0016260162601626,0.0016260162601626,0.977235772357724,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626
DCDL-0017162,0.169975786924939,0.000484261501210654,0.000484261501210654,0.169975786924939,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.363680387409201,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.000484261501210654,0.291041162227603,0.000484261501210654
DCDL-0017231,0.000823045267489712,0.000823045267489712,0.330041152263374,0.000823045267489712,0.330041152263374,0.0419753086419753,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.124279835390947,0.000823045267489712,0.000823045267489712,0.165432098765432
DCDL-0017159,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.118676122931442,0.000472813238770686,0.000472813238770686,0.662411347517731,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.213238770685579
DCDL-0017211,0.700699300699301,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0713286713286713,0.0013986013986014,0.0013986013986014,0.211188811188811,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014
DCDL-0017187,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.992875318066158,0.000508905852417303,0.000508905852417303,0.000508905852417303
DCDL-0017177,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.190874524714829,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.647148288973384,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.152851711026616
DCDL-0017229,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.32896174863388,0.383606557377049,0.27431693989071,0.00109289617486339,0.00109289617486339
DCDL-0017150,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.0360424028268551,0.000706713780918728,0.742756183745583,0.0360424028268551,0.000706713780918728,0.177385159010601,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.000706713780918728
DCDL-0017255,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.983815028901734,0.00115606936416185
DCDL-0017263,0.000550964187327824,0.0831955922865014,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.248484848484849,0.110743801652893,0.000550964187327824,0.000550964187327824,0.551515151515152,0.000550964187327824,0.000550964187327824,0.000550964187327824
DCDL-0016946,0.0016260162601626,0.0016260162601626,0.245528455284553,0.0016260162601626,0.570731707317073,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.164227642276423,0.0016260162601626,0.0016260162601626,0.0016260162601626
DCDL-0018016,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.895207667731629,0.0964856230031949,0.000638977635782748,0.000638977635782748,0.000638977635782748
DCDL-0017277,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.292128279883382,0.262973760932945,0.0297376093294461,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.233819241982507,0.175510204081633,0.000583090379008746,0.000583090379008746,0.000583090379008746
DCDL-0017232,0.560839160839161,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.420979020979021,0.0013986013986014
DCDL-0017264,0.000790513833992095,0.000790513833992095,0.119367588932806,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.119367588932806,0.000790513833992095,0.000790513833992095,0.119367588932806,0.633201581027668,0.000790513833992095,0.000790513833992095,0.000790513833992095
DCDL-0017271,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.0625766871165644,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.492024539877301,0.430674846625767,0.00122699386503067,0.00122699386503067,0.00122699386503067
DCDL-0017242,0.00068259385665529,0.00068259385665529,0.00068259385665529,0.273720136518771,0.3419795221843,0.00068259385665529,0.00068259385665529,0.00068259385665529,0.00068259385665529,0.00068259385665529,0.171331058020478,0.205460750853242,0.00068259385665529,0.00068259385665529,0.00068259385665529
DCDL-0017292,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.712252964426877,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.277470355731225,0.000790513833992095,0.000790513833992095,0.000790513833992095
DCDL-0017288,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.351048951048951,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.630769230769231,0.0013986013986014
DCDL-0017165,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.992689295039164,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251
DCDL-0017521,0.686052009456265,0.024113475177305,0.0477541371158392,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.0713947990543735,0.000472813238770686,0.118676122931442,0.0477541371158392,0.000472813238770686,0.000472813238770686,0.000472813238770686
DCDL-0021510,0.288178913738019,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.352076677316294,0.000638977635782748,0.000638977635782748,0.352076677316294,0.000638977635782748,0.000638977635782748,0.000638977635782748
DCDL-0019379,0.262745098039216,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.328104575163399,0.393464052287582,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366
DCDL-0019836,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.0437768240343348,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.945064377682403
DCDL-0019272,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.328104575163399,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.654901960784314,0.00130718954248366,0.00130718954248366
DCDL-0019633,0.00103626943005181,0.00103626943005181,0.363730569948187,0.00103626943005181,0.00103626943005181,0.363730569948187,0.00103626943005181,0.00103626943005181,0.260103626943005,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181
DCDL-0018823,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.420979020979021,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.351048951048951,0.0013986013986014,0.211188811188811,0.0013986013986014,0.0013986013986014
DCDL-0018264,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.00115606936416185,0.636994219653179,0.174566473988439,0.174566473988439,0.00115606936416185,0.00115606936416185
DCDL-0018751,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.119367588932806,0.000790513833992095,0.000790513833992095,0.356521739130435,0.000790513833992095,0.000790513833992095,0.514624505928854,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095
DCDL-0017813,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.78562091503268,0.00130718954248366,0.00130718954248366,0.0666666666666667,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.00130718954248366,0.13202614379085,0.00130718954248366,0.00130718954248366
DCDL-0017276,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.20466472303207,0.0880466472303207,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.700291545189504,0.000583090379008746,0.000583090379008746,0.000583090379008746
DCDL-0017228,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.638095238095238,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.00317460317460317,0.320634920634921
DCDL-0017504,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.00103626943005181,0.467357512953368,0.519170984455959
DCDL-0018401,0.000858369098712446,0.000858369098712446,0.0866952789699571,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.000858369098712446,0.0437768240343348,0.859227467811159
DCDL-0017366,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.659259259259259,0.000823045267489712,0.000823045267489712,0.000823045267489712,0.330041152263374
DCDL-0017304,0.000619195046439629,0.000619195046439629,0.000619195046439629,0.000619195046439629,0.155417956656347,0.403095975232198,0.000619195046439629,0.000619195046439629,0.341176470588235,0.000619195046439629,0.000619195046439629,0.0934984520123839,0.000619195046439629,0.000619195046439629,0.000619195046439629
DCDL-0018142,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.594719471947195,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.330693069306931,0.0666666666666667,0.00066006600660066,0.00066006600660066,0.00066006600660066
DCDL-0019591,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.978947368421053,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624
DCDL-0017247,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.977235772357724,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626
DCDL-0018184,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.20248833592535,0.793468118195957,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874
DCDL-0017338,0.000508905852417303,0.000508905852417303,0.127735368956743,0.000508905852417303,0.56030534351145,0.127735368956743,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.000508905852417303,0.178625954198473,0.000508905852417303,0.000508905852417303,0.000508905852417303
DCDL-0018584,0.000760456273764259,0.000760456273764259,0.114828897338403,0.000760456273764259,0.000760456273764259,0.0768060836501901,0.000760456273764259,0.228897338403042,0.000760456273764259,0.000760456273764259,0.571102661596958,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259
DCDL-0017904,0.000600600600600601,0.0906906906906907,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.360960960960961,0.330930930930931,0.210810810810811,0.000600600600600601,0.000600600600600601
DCDL-0017953,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.326829268292683,0.0016260162601626,0.0016260162601626,0.652032520325203,0.0016260162601626
DCDL-0017827,0.00176991150442478,0.00176991150442478,0.00176991150442478,0.00176991150442478,0.00176991150442478,0.00176991150442478,0.00176991150442478,0.00176991150442478,0.0902654867256637,0.00176991150442478,0.532743362831858,0.355752212389381,0.00176991150442478,0.00176991150442478,0.00176991150442478
DCDL-0017938,0.00066006600660066,0.462706270627063,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.330693069306931,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.198679867986799,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066
DCDL-0019861,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.48433734939759,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.48433734939759
DCDL-0017889,0.000522193211488251,0.104960835509138,0.000522193211488251,0.000522193211488251,0.0266318537859008,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.131070496083551,0.000522193211488251,0.235509138381201,0.157180156657963,0.000522193211488251,0.339947780678851
DCDL-0017306,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.235680751173709,0.000938967136150235,0.329577464788732,0.000938967136150235,0.0948356807511737,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.188732394366197,0.000938967136150235,0.141784037558685,0.000938967136150235
DCDL-0017511,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.000706713780918728,0.28339222614841,0.000706713780918728,0.67208480565371,0.000706713780918728,0.000706713780918728,0.0360424028268551
DCDL-0019825,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.0457399103139013,0.000896860986547085,0.942600896860986,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085
DCDL-0018512,0.000638977635782748,0.000638977635782748,0.224281150159744,0.224281150159744,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.543769968051118,0.000638977635782748,0.000638977635782748,0.000638977635782748
