term,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15
insurance,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,0.0724504574516938,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
march,0.00311641827887315,3.37735148096863e-05,0.00999641562786252,6.28575020428688e-05,0.0030973044251587,2.97982657409339e-05,0.0149942329873126,0.0345054007025838,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,0.000808125623920518,0.00235656454886955,2.47469623103764e-05,3.18887719633917e-05
rugby,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,0.0470439753520255,3.18887719633917e-05
top,3.08556265234966e-05,0.00678847647674694,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,0.0016743819560721,0.00438300006541791,0.0105362726293387,3.53244551202798e-05,0.0126923259756928,2.33323222660351e-05,0.00621148753990448,3.18887719633917e-05
aftershocks,3.08556265234966e-05,0.00509980073626262,0.00601377991955076,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,0.0197325205601829,3.53244551202798e-05,0.0126923259756928,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
house,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,0.0252058583191904,3.06663804471158e-05,0.0149289311362079,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,0.00922252292493234,3.53244551202798e-05,1.58456004690298e-05,0.0140227256818871,2.47469623103764e-05,3.18887719633917e-05
gerry,0.0139158875620969,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,0.0402574570160017,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
large,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,0.0138305375816492,2.97982657409339e-05,0.0149942329873126,3.28310187465117e-05,0.00656359711288951,2.62749940881263e-05,0.0106326609912042,0.00397724571772647,2.33323222660351e-05,2.47469623103764e-05,0.00481520456647215
huge,3.08556265234966e-05,0.00847715221723125,3.98263570831176e-05,6.28575020428688e-05,0.00463062344751449,0.0104591912750678,4.2718612499466e-05,0.00331593289339768,0.00111210449421051,0.00790877322052603,0.0159313292592462,0.00160040564737201,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
party,3.08556265234966e-05,3.37735148096863e-05,0.0657533155442272,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,0.00162632737013298
prime,0.0509426393902928,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
caused,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,0.0030973044251587,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,0.0316404631588129,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
national,3.08556265234966e-05,3.37735148096863e-05,0.0199530048986419,0.0126343579106166,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,0.0120150897315685,2.62749940881263e-05,3.53244551202798e-05,0.00318496569427498,2.33323222660351e-05,2.47469623103764e-05,0.00162632737013298
nz,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,0.00634860770632975,0.0107638995369377,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,0.00533399272316225,0.00635408578808094,0.00585641288877482,2.47469623103764e-05,0.00800408176281131
pm,0.0123731062359221,3.37735148096863e-05,3.98263570831176e-05,0.0157772330127601,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,0.0185568808739833,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
represents,3.08556265234966e-05,0.0186092066601371,3.98263570831176e-05,6.28575020428688e-05,0.0138305375816492,2.97982657409339e-05,0.00431457986244607,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,0.00886643823519022,1.58456004690298e-05,2.33323222660351e-05,0.00373679130886684,3.18887719633917e-05
bill,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,0.0306970468275629,0.0134390178491612,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
building,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,0.00151971155278763,4.2718612499466e-05,3.28310187465117e-05,0.00874419416036111,0.0144775217425576,3.53244551202798e-05,0.00714636581153243,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
point,0.00157363695269832,0.0118545036981999,3.98263570831176e-05,0.00320573260418631,3.06663804471158e-05,2.97982657409339e-05,0.0128583023623393,3.28310187465117e-05,0.00874419416036111,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,0.00702302900207658,2.47469623103764e-05,3.18887719633917e-05
business,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,0.010722371737366,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,0.0221890384749994,2.47469623103764e-05,0.00640964316464173
woman,3.08556265234966e-05,0.00509980073626262,0.00800509777370664,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,0.00220240301794631,0.00790877322052603,3.53244551202798e-05,0.00476952574117796,0.00585641288877482,0.00249944319334802,3.18887719633917e-05
words,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,0.00431457986244607,0.00495748383072327,2.1805970474716e-05,2.62749940881263e-05,0.00533399272316225,0.0111077659287899,0.00702302900207658,2.47469623103764e-05,3.18887719633917e-05
bob,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,0.0577128454867786,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
cera,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,0.0402574570160017,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
homes,0.0231725755191459,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,0.00329270154168211,0.00659502351611971,0.00710021547917623,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
newspaper,0.00311641827887315,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,0.0131652385173512,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,0.0111608800019798,0.0127873975573201
year,3.08556265234966e-05,0.0118545036981999,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,0.0128583023623393,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,0.0212299975272881,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,0.00322076596830256
frame,3.08556265234966e-05,0.0135431794386842,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,0.0222970130416491,3.18887719633917e-05
made,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,0.0214020248622325,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,0.00160040564737201,0.00818964511537833,0.00868618377094212,3.18887719633917e-05
severe,3.08556265234966e-05,3.37735148096863e-05,0.002031144211239,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,0.0261889705401339,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,0.00162632737013298
ami,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,0.0335935568193861,1.58456004690298e-05,0.00702302900207658,2.47469623103764e-05,3.18887719633917e-05
black,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,0.00331593289339768,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,0.0116894934552836,0.016110272464055,3.18887719633917e-05
land,0.0170014502144466,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,0.0074793647009744,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,0.0105228773419818,2.47469623103764e-05,3.18887719633917e-05
rebuilding,3.08556265234966e-05,0.001722449255294,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,0.0089692779880211,0.0149942329873126,3.28310187465117e-05,2.1805970474716e-05,0.00265377440290076,3.53244551202798e-05,0.00714636581153243,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
cathedral,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,0.00765389563662531,2.62749940881263e-05,3.53244551202798e-05,0.0134846059991443,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
council,3.08556265234966e-05,0.00678847647674694,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,0.0103154859053384,2.33323222660351e-05,2.47469623103764e-05,0.0111929589591505
economy,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,0.0199638136710724,2.97982657409339e-05,0.0214020248622325,0.0016743819560721,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
left,3.08556265234966e-05,0.00341112499577831,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,0.0128583023623393,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,0.00476952574117796,0.00352318066217131,0.00868618377094212,3.18887719633917e-05
representing,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,0.00431457986244607,0.0016743819560721,0.0109247912078327,2.62749940881263e-05,0.0194637747712742,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
news,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,0.0126343579106166,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,0.00824058570537444,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,0.0111608800019798,0.00800408176281131
parker,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,0.0491691229868854,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
high,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,0.00769726149222607,0.00300962483983432,0.0128583023623393,3.28310187465117e-05,2.1805970474716e-05,0.00659502351611971,3.53244551202798e-05,0.00318496569427498,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
struck,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,0.00431457986244607,3.28310187465117e-05,0.0163762838265117,2.62749940881263e-05,0.00886643823519022,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
damaged,3.08556265234966e-05,3.37735148096863e-05,0.00402246206539488,6.28575020428688e-05,3.06663804471158e-05,0.0134390178491612,4.2718612499466e-05,0.00331593289339768,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,0.00397724571772647,0.00352318066217131,2.47469623103764e-05,3.18887719633917e-05
hit,0.00620198093122281,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,0.00824058570537444,2.1805970474716e-05,0.0105362726293387,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,0.00497413942438566,3.18887719633917e-05
problems,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,0.00659903476804885,2.1805970474716e-05,0.0105362726293387,0.00533399272316225,0.00476952574117796,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
rebuild,3.08556265234966e-05,0.0135431794386842,3.98263570831176e-05,6.28575020428688e-05,0.0122972185592934,0.0074793647009744,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
state,3.08556265234966e-05,0.00341112499577831,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,0.00598945141392771,4.2718612499466e-05,3.28310187465117e-05,0.0131053882553043,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,0.00352318066217131,2.47469623103764e-05,3.18887719633917e-05
disaster,3.08556265234966e-05,0.00678847647674694,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,0.00656359711288951,0.00265377440290076,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,0.00992353188646094,3.18887719633917e-05
english,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,0.0306970468275629,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
finance,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,0.0306970468275629,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
version,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,0.00634860770632975,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,0.00329270154168211,2.62749940881263e-05,0.00710021547917623,0.00556180576462945,2.33323222660351e-05,0.00497413942438566,3.18887719633917e-05
work,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,0.0030973044251587,0.019398670997348,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,0.00397724571772647,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
mayor,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,0.0363535392370456,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,0.00235656454886955,2.47469623103764e-05,3.18887719633917e-05
residents,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,0.0016743819560721,2.1805970474716e-05,0.00134002469849444,3.53244551202798e-05,0.00556180576462945,0.0116894934552836,2.47469623103764e-05,3.18887719633917e-05
wearing,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,0.00463062344751449,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,0.00180154721113427,1.58456004690298e-05,0.0105228773419818,0.0074488356554233,3.18887719633917e-05
maori,3.08556265234966e-05,3.37735148096863e-05,0.035883547731889,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,3.28310187465117e-05,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
nuclear,3.08556265234966e-05,3.37735148096863e-05,3.98263570831176e-05,6.28575020428688e-05,3.06663804471158e-05,2.97982657409339e-05,4.2718612499466e-05,0.029580747890607,2.1805970474716e-05,2.62749940881263e-05,3.53244551202798e-05,1.58456004690298e-05,2.33323222660351e-05,2.47469623103764e-05,3.18887719633917e-05
