term,locum_pars_flumen_oppidum_omnis_collis_pedum,res_omnis_consilium_cognosco_neo_video_habeo,omnis_res_hostis_magnus_locum_tantus_noster,finis_omnis_magnus_ager_oppidum_transeo_frumentum,mille_passus_circiter_dies_omnis_numerus_ito,navis_magnus_utor_omnis_pars_reliquus_tempus,hostis_noster_legio_proelium_pars_locum_magnus,legio_pars_mitto_caesar_lego_omnis_duo,castra_hostis_locum_caesar_equito_castrum_copia,facio_mitto_lego_impero_civitas_caesarem_res,oppidum_magnus_pars_murus_omnis_noster_munitio,civitas_omnis_populus_habeo_magnus_res_romani
victoria,1.15362873919915e-05,0.00410943646201556,0.00453611049761302,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.00281286071296493,4.33307479320401e-06
cado,1.15362873919915e-05,0.00264387424303711,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,0.00471594533267805,0.0027774557295736,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.00281286071296493,4.33307479320401e-06
sero,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00420184087910747,1.37300399544163e-05,0.00262461702550375,5.04075450013358e-06,0.00388536555406864,0.000705391003121879,0.00163105661632842,1.12066163863145e-05,4.33307479320401e-06
tertius,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,0.00619224801944174,0.0015789528719166,5.04075450013358e-06,0.00259239864755662,0.00280061180447399,8.11470953397223e-06,1.12066163863145e-05,0.00130425551275441
ullus,1.15362873919915e-05,5.86224887591378e-06,0.00368665160292893,7.62584551562155e-06,1.37300399544163e-05,0.00419311325588448,0.000509116204513492,6.46483453256014e-06,6.98406933784039e-06,0.0044712049532187,1.12066163863145e-05,4.33307479320401e-06
amicitia,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,0.00284826304642425,1.12066163863145e-05,0.00563733030595841
audio,1.15362873919915e-05,0.00235076179924143,0.00198773381356076,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.000257078479506813,0.00323888210081263,6.98406933784039e-06,0.00284826304642425,1.12066163863145e-05,4.33307479320401e-06
conicio,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,0.00105612079512302,0.00428968207961368,6.46483453256014e-06,0.00140379793690592,8.11470953397223e-06,0.00561451480954355,4.33307479320401e-06
domus,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00458313315488855,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.000652948287788574,6.98406933784039e-06,0.000819585662931195,1.12066163863145e-05,0.00368744664901661
efficio,0.00404923687458902,5.86224887591378e-06,0.00227088677845546,0.00229537950020208,1.37300399544163e-05,0.0057616094862652,5.04075450013358e-06,6.46483453256014e-06,0.00035618753622986,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
facultas,1.15362873919915e-05,0.0029369866868328,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,0.00314744910229732,0.0027774557295736,0.000976190014416581,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.000654294293773805
insequor,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00681005932968047,6.46483453256014e-06,0.00210220487068996,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
moveo,1.15362873919915e-05,0.00323009913062849,0.00142142788377137,7.62584551562155e-06,0.00481924402400011,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,0.00284826304642425,0.00169219907433349,4.33307479320401e-06
palus,0.00347242250498944,5.86224887591378e-06,5.66305929789391e-06,0.00343925632754532,1.37300399544163e-05,1.04566415358715e-05,0.000761153929520171,6.46483453256014e-06,0.00524503607271813,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
trado,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,0.0015789528719166,5.04075450013358e-06,0.000652948287788574,6.98406933784039e-06,0.00365973399982148,0.00281286071296493,0.00303748543003601
verus,1.15362873919915e-05,0.00176453691165005,0.00368665160292893,0.00115150267285885,1.37300399544163e-05,0.00314744910229732,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.00113186825501776,0.000654294293773805
accedo,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,0.00559423953961015,0.00365973399982148,0.00393352235159638,4.33307479320401e-06
animadverto,1.15362873919915e-05,0.00264387424303711,5.66305929789391e-06,0.00191408722442101,1.37300399544163e-05,1.04566415358715e-05,0.00151726710454021,6.46483453256014e-06,0.00419742567204207,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
armo,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,0.00619224801944174,1.04566415358715e-05,0.00353356890459364,6.46483453256014e-06,0.00314981527136601,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
celeritas,1.15362873919915e-05,5.86224887591378e-06,0.00113827491887668,7.62584551562155e-06,1.37300399544163e-05,0.00210178494871017,0.00227338027956024,0.00226915692092861,6.98406933784039e-06,8.11470953397223e-06,0.00449385317091211,4.33307479320401e-06
defendo,0.00462605124418859,5.86224887591378e-06,0.00255403974335015,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,0.00035618753622986,0.00325399852312287,1.12066163863145e-05,0.00130425551275441
gratia,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.000571537435702038,0.00672059900425941
nitor,1.15362873919915e-05,5.86224887591378e-06,0.00227088677845546,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.000329706561160567,0.00245140833758198,0.00284826304642425,1.12066163863145e-05,0.00195421673173501
paulus,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,0.00344624002855848,0.00680727363985235,0.00176930482954689,6.46483453256014e-06,0.00245140833758198,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
posterus,1.15362873919915e-05,0.00352321157442418,5.66305929789391e-06,7.62584551562155e-06,0.00138673403539604,1.04566415358715e-05,5.04075450013358e-06,0.000976190014416581,0.00210220487068996,8.11470953397223e-06,0.00505418399022783,4.33307479320401e-06
turris,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.0179417928344895,4.33307479320401e-06
confero,0.00347242250498944,5.86224887591378e-06,0.00227088677845546,0.00115150267285885,1.37300399544163e-05,1.04566415358715e-05,0.00227338027956024,6.46483453256014e-06,6.98406933784039e-06,0.00203679209302703,1.12066163863145e-05,4.33307479320401e-06
fodio,0.0115478236793835,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.00617484562885928,4.33307479320401e-06
liber,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00191408722442101,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,0.000413850186232584,0.00225252989364921,0.00455406160765741
medius,0.00116516502659114,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00259239864755662,0.00734025687407025,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
occupo,0.00577967998338775,5.86224887591378e-06,5.66305929789391e-06,0.00458313315488855,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.00169219907433349,0.00130425551275441
patior,0.00347242250498944,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,0.0036702811790909,0.00126522937953353,6.46483453256014e-06,6.98406933784039e-06,0.00203679209302703,1.12066163863145e-05,0.00173756299207481
vereor,1.15362873919915e-05,0.00323009913062849,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,0.00384822220515005,0.00163105661632842,0.00281286071296493,4.33307479320401e-06
vinco,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00305796405176424,1.37300399544163e-05,0.000533288718329447,0.00252541800456692,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00260417795071561
caesare,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.0019459151943006,0.000705391003121879,0.00244252756972564,1.12066163863145e-05,0.00347079290935641
communis,1.15362873919915e-05,0.00674744845617676,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00152090925241461
frumentarius,1.15362873919915e-05,5.86224887591378e-06,0.0056687223571918,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.0019459151943006,0.00140379793690592,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
instruo,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,0.000533288718329447,0.00252541800456692,0.000329706561160567,0.00629264647339419,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
magnitudo,1.15362873919915e-05,5.86224887591378e-06,0.00198773381356076,7.62584551562155e-06,1.37300399544163e-05,0.00994426610061381,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.00225252989364921,4.33307479320401e-06
pax,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,0.0121801790104923,1.12066163863145e-05,4.33307479320401e-06
potestas,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00115150267285885,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,0.00210220487068996,0.00406546947652009,1.12066163863145e-05,0.00238752421105541
progredior,1.15362873919915e-05,5.86224887591378e-06,0.00283719270824485,7.62584551562155e-06,0.00619224801944174,1.04566415358715e-05,5.04075450013358e-06,0.000329706561160567,0.00349901873825803,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
romanis,1.15362873919915e-05,0.00176453691165005,0.00425295753271833,7.62584551562155e-06,0.00619224801944174,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
audeo,1.15362873919915e-05,0.000592087136467292,0.00538556939229711,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.000761153929520171,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00108760177309421
dispono,0.0069333087225869,5.86224887591378e-06,5.66305929789391e-06,0.00153279494863993,1.37300399544163e-05,1.04566415358715e-05,0.00151726710454021,0.000652948287788574,6.98406933784039e-06,8.11470953397223e-06,0.00281286071296493,4.33307479320401e-06
jus,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,0.00284826304642425,1.12066163863145e-05,0.00477071534731761
ordo,0.00404923687458902,5.86224887591378e-06,0.00227088677845546,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00353356890459364,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
polliceor,1.15362873919915e-05,0.00176453691165005,5.66305929789391e-06,0.00153279494863993,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,0.00284826304642425,1.12066163863145e-05,0.00260417795071561
romanos,1.15362873919915e-05,0.0029369866868328,0.00368665160292893,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00130425551275441
supero,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00176930482954689,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.00505418399022783,0.00282083169037581
agger,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.0157004695572266,4.33307479320401e-06
altitudo,0.00981738057058477,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.000257078479506813,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.00561451480954355,4.33307479320401e-06
centurio,1.15362873919915e-05,0.00205764935544574,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00504579525463371,6.46483453256014e-06,0.00035618753622986,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
circumvenio,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00706209705468715,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
clamor,1.15362873919915e-05,5.86224887591378e-06,0.00227088677845546,7.62584551562155e-06,0.00207323603311686,1.04566415358715e-05,0.00126522937953353,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.006735176448175,4.33307479320401e-06
colloco,0.00520286561378817,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00388536555406864,0.00245140833758198,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
conjungo,0.00289560813538987,5.86224887591378e-06,0.00113827491887668,0.00115150267285885,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00129943174104459,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00260417795071561
crassus,1.15362873919915e-05,0.000298974692671603,0.00142142788377137,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00517833246058067,6.98406933784039e-06,8.11470953397223e-06,0.00225252989364921,0.000437640554113605
egredior,0.00289560813538987,5.86224887591378e-06,0.00170458084866607,7.62584551562155e-06,1.37300399544163e-05,0.00314744910229732,5.04075450013358e-06,6.46483453256014e-06,0.00245140833758198,8.11470953397223e-06,0.00225252989364921,4.33307479320401e-06
hibernum,1.15362873919915e-05,0.00205764935544574,5.66305929789391e-06,0.00267667177598316,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00453184900732466,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
judico,1.15362873919915e-05,0.00264387424303711,0.00227088677845546,0.000770210397077776,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,0.000413850186232584,1.12066163863145e-05,0.00173756299207481
littera,1.15362873919915e-05,0.00469566134960694,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00388536555406864,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
nuntio,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00191408722442101,1.37300399544163e-05,0.0015789528719166,5.04075450013358e-06,0.00162267346767259,0.00210220487068996,0.00365973399982148,1.12066163863145e-05,4.33307479320401e-06
opinio,1.15362873919915e-05,5.86224887591378e-06,0.00425295753271833,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00162267346767259,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00173756299207481
quin,1.15362873919915e-05,5.86224887591378e-06,0.00340349863803424,0.00191408722442101,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00238752421105541
reduco,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00162267346767259,0.00454662913893409,0.00163105661632842,0.00337319153228066,4.33307479320401e-06
romanorum,0.000588350656991567,5.86224887591378e-06,0.00198773381356076,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,0.00454662913893409,8.11470953397223e-06,0.000571537435702038,0.00130425551275441
eo,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00229537950020208,0.00138673403539604,1.04566415358715e-05,0.00227338027956024,0.000976190014416581,6.98406933784039e-06,0.00284826304642425,1.12066163863145e-05,4.33307479320401e-06
extremus,0.00174197939619072,0.00117831202405867,5.66305929789391e-06,0.00343925632754532,1.37300399544163e-05,1.04566415358715e-05,0.0027774557295736,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
intro,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,0.00245140833758198,8.11470953397223e-06,0.0112178230027008,4.33307479320401e-06
moror,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00458313315488855,1.37300399544163e-05,1.04566415358715e-05,0.000509116204513492,0.00259239864755662,6.98406933784039e-06,8.11470953397223e-06,0.00281286071296493,4.33307479320401e-06
obtineo,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00585398404561861
occido,0.00289560813538987,5.86224887591378e-06,0.000288816024192589,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00529783297964039,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
oppugno,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00420184087910747,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.000652948287788574,0.00489583260582611,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
resisto,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00328153117958696,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.00281286071296493,0.00195421673173501
rursus,0.00174197939619072,5.86224887591378e-06,5.66305929789391e-06,0.000388918121296699,1.37300399544163e-05,1.04566415358715e-05,0.0027774557295736,0.00388536555406864,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
subsidium,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00252541800456692,6.46483453256014e-06,0.00594344300650217,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
supra,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,0.00481924402400011,0.000533288718329447,5.04075450013358e-06,6.46483453256014e-06,0.00314981527136601,0.00406546947652009,1.12066163863145e-05,4.33307479320401e-06
tueor,0.00462605124418859,5.86224887591378e-06,0.00283719270824485,0.00153279494863993,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00162267346767259,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
alo,0.0103941949401843,5.86224887591378e-06,5.66305929789391e-06,0.000388918121296699,1.37300399544163e-05,1.04566415358715e-05,0.000509116204513492,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00108760177309421
confido,1.15362873919915e-05,0.00176453691165005,0.00340349863803424,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00202134255455357,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
consido,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00458313315488855,0.0041327420262793,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,0.00280061180447399,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
defero,0.000588350656991567,0.00352321157442418,5.66305929789391e-06,7.62584551562155e-06,0.00619224801944174,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.000870948033434005
doceo,1.15362873919915e-05,0.00264387424303711,0.00198773381356076,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.000509116204513492,6.46483453256014e-06,6.98406933784039e-06,0.000819585662931195,1.12066163863145e-05,0.00130425551275441
educo,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00259239864755662,0.00629264647339419,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
frater,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.000761153929520171,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00498736908697781
initium,1.15362873919915e-05,0.0029369866868328,5.66305929789391e-06,0.00115150267285885,0.00207323603311686,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,0.00349901873825803,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
reperio,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,0.00458313315488855,1.37300399544163e-05,1.04566415358715e-05,0.00126522937953353,0.00129943174104459,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00108760177309421
scio,1.15362873919915e-05,0.00235076179924143,0.00085512195398198,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00162267346767259,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00217087047139521
captivus,1.15362873919915e-05,0.00264387424303711,5.66305929789391e-06,7.62584551562155e-06,0.00619224801944174,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,0.00245140833758198,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
consulo,1.15362873919915e-05,0.000592087136467292,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00176930482954689,0.000652948287788574,6.98406933784039e-06,0.000819585662931195,1.12066163863145e-05,0.00260417795071561
consuo,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,0.00628444156305878,0.00176930482954689,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00130425551275441
diu,1.15362873919915e-05,5.86224887591378e-06,0.00283719270824485,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00227338027956024,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,0.000571537435702038,0.00108760177309421
inopia,1.15362873919915e-05,5.86224887591378e-06,0.00283719270824485,0.00572700998223178,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
latus,0.00635649435298732,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00353356890459364,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
orior,0.000588350656991567,0.0029369866868328,5.66305929789391e-06,0.00267667177598316,0.00481924402400011,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
premo,1.15362873919915e-05,5.86224887591378e-06,0.00142142788377137,0.00191408722442101,1.37300399544163e-05,0.000533288718329447,0.00353356890459364,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
vulnus,1.15362873919915e-05,5.86224887591378e-06,0.00085512195398198,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00554987070464707,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
administro,1.15362873919915e-05,0.0029369866868328,5.66305929789391e-06,7.62584551562155e-06,0.00138673403539604,0.000533288718329447,5.04075450013358e-06,0.000329706561160567,6.98406933784039e-06,8.11470953397223e-06,0.00561451480954355,4.33307479320401e-06
amitto,1.15362873919915e-05,5.86224887591378e-06,0.00085512195398198,0.000388918121296699,1.37300399544163e-05,0.00210178494871017,0.00302949345458028,0.00129943174104459,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
c,1.15362873919915e-05,5.86224887591378e-06,5.66305929789391e-06,7.62584551562155e-06,0.00344624002855848,1.04566415358715e-05,5.04075450013358e-06,0.00388536555406864,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.00152090925241461
caesari,1.15362873919915e-05,0.00147142446785436,0.00085512195398198,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00129943174104459,6.98406933784039e-06,0.00487694042991731,1.12066163863145e-05,4.33307479320401e-06
cohorto,1.15362873919915e-05,0.00381632401821987,5.66305929789391e-06,7.62584551562155e-06,1.37300399544163e-05,1.04566415358715e-05,0.00202134255455357,6.46483453256014e-06,6.98406933784039e-06,0.00122532113962981,1.12066163863145e-05,4.33307479320401e-06
commeatus,1.15362873919915e-05,5.86224887591378e-06,0.00340349863803424,0.00458313315488855,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,4.33307479320401e-06
commodus,1.15362873919915e-05,5.86224887591378e-06,0.00312034567313954,7.62584551562155e-06,1.37300399544163e-05,0.0036702811790909,0.000509116204513492,6.46483453256014e-06,6.98406933784039e-06,8.11470953397223e-06,1.12066163863145e-05,0.000870948033434005
comparo,1.15362873919915e-05,0.00147142446785436,5.66305929789391e-06,0.00496442543066963,1.37300399544163e-05,1.04566415358715e-05,5.04075450013358e-06,0.00129943174104459,6.98406933784039e-06,8.11470953397223e-06,0.00113186825501776,4.33307479320401e-06
