term,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37
عائ.ش,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.344,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ق.و.م,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.179701492537313,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ي.د,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.226666666666667,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.154871794871795,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.0569014084507042,0.00114285714285714,0.000754716981132075,0.000655737704918033
أ.ت.ى..,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.149850746268657,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
أ.و.س,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.0710588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.115428571428571,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ج.ر.ح,0.0133333333333333,0.176140350877193,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
دار,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0602985074626866,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.671111111111111,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ر.م.ى..,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.0304477611940299,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.116521739130435,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
لا,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.149850746268657,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
م.ع.,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.0582857142857143,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.116521739130435,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
م.و.ت,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.0475294117647059,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.0850704225352113,0.00114285714285714,0.000754716981132075,0.000655737704918033
ناف.ع,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.189433962264151,0.000655737704918033
أ.خ.ذ,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0304477611940299,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.0850704225352113,0.00114285714285714,0.000754716981132075,0.000655737704918033
أ.ر.ض,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.0762264150943396,0.0662295081967213
أ.صاب,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.212631578947368,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.024,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.0287323943661972,0.00114285714285714,0.000754716981132075,0.000655737704918033
أ.ك.ح.ل,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.423157894736842,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ٱ.ن.ف.ج.ر,0.0133333333333333,0.141052631578947,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
إ.ب.راه.يم,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.116521739130435,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ب.ق.ي..,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.0945882352941176,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ث.و.ب,0.0133333333333333,0.0708771929824561,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.0569014084507042,0.00114285714285714,0.000754716981132075,0.000655737704918033
