term,gerry_brownlee_time_high_paper_bank_buildings,insurance_chief_executive_companies_commission_recent_ami,red_zone_people_house_land_areas_report,people_buildings_labelled_representing_heading_broken_rubble,buildings_city_heritage_notes_speaks_cbd_sep,city_community_people_central_plan_district_cbd,river_pike_south_disaster_island_zealand_year,community_lyttelton_local_damage_describes_aftermath_process,version_words_cathedral_word_portaloo_damage_zealand,house_rebuild_eqc_city_insurance_woman_land,council_city_newspaper_marryatt_tony_people_woman,world_rugby_cup_frame_school_children_students,magnitude_city_caused_damage_big_aftershocks_year,people_aftershocks_ring_ken_called_moon_continuing,brownlee_john_key_government_gerry_prime_finance,party_jersey_team_centre_zealand_asks_news,mayor_bob_parker_cera_people_local_response
problems,2.41440919407021e-05,1.46267259536625e-05,0.00312266964951529,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.0096006512162421,0.00122543130376279,2.16132099939483e-05,2.6653872807719e-05,0.0092040029379361,1.72657895645568e-05,2.07176597331565e-05,0.0102626080544062,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
university,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00661906539729948,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00174384474602024,0.0124513134996271,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
disaster,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00661906539729948,2.34642639260406e-05,0.0155860946178893,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
experience,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00700796465683529,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00951345005007079,0.00105660064639098,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
ground,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00099866844207723,0.00273007280194138,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00623601557968012,0.00821418329304765,0.00553470623482292,3.03785163132633e-05,0.00100556015615758
news,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00720647385558322,0.00242683454274593,2.16132099939483e-05,2.6653872807719e-05,0.0103516342269556,1.72657895645568e-05,2.07176597331565e-05,0.0020689090089721,0.00159260777697184,0.0137007108572817,1.97168658070113e-05
response,2.41440919407021e-05,0.0065966534051018,1.5535669898086e-05,1.95817341583771e-05,0.00273007280194138,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.0138215229307149
finance,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00600938517525378,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.0189378409915166,3.03785163132633e-05,1.97168658070113e-05
huge,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00491501527375264,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00802281571512341,2.29526257803893e-05,1.72657895645568e-05,0.00312836661970664,0.0020689090089721,0.0102652243842442,3.03785163132633e-05,1.97168658070113e-05
local,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.0156422701715604,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.0157932095114161
area,2.41440919407021e-05,1.46267259536625e-05,0.00700658712403679,1.95817341583771e-05,0.00584126687822786,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00316944716011227,3.03785163132633e-05,1.97168658070113e-05
called,2.41440919407021e-05,1.46267259536625e-05,0.00622980362913249,1.95817341583771e-05,0.00117447576379815,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.017432094719161,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
effects,2.41440919407021e-05,0.00440264451205242,1.5535669898086e-05,1.95817341583771e-05,0.00467456909962043,0.0117555962269464,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
magnitude,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00295684185791494,0.00117447576379815,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00461347778185824,1.72657895645568e-05,0.018666611419574,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
public,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00467456909962043,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.011499265515975,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.000804188085401621,0.00306823014763959,0.00297724673685871
recent,2.41440919407021e-05,0.0109846711912006,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00362823778172906,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00623601557968012,2.04842476135852e-05,0.00159260777697184,3.03785163132633e-05,0.00199140344650814
ring,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.00471631704913417,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.0235773690032365,1.57683938314043e-05,3.03785163132633e-05,0.00100556015615758
areas,2.41440919407021e-05,1.46267259536625e-05,0.0147744220730798,1.95817341583771e-05,0.00156337502333396,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00347042370247591,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
cathedral,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.0107895355212658,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.0162315207054552,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00100556015615758
centre,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00234117354240558,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00606029213715943,2.07176597331565e-05,2.04842476135852e-05,0.000804188085401621,0.0197764141199344,1.97168658070113e-05
commission,2.41440919407021e-05,0.0131786800842499,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00935550935550935,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00159260777697184,3.03785163132633e-05,1.97168658070113e-05
companies,2.41440919407021e-05,0.0146413526796162,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00242683454274593,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00514154615100987,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
national,0.00606016707711623,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00156337502333396,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00650557620817844,0.00135934751319367,2.29526257803893e-05,0.00433371318070375,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00593477660791041
prime,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.0213031000662273,3.03785163132633e-05,1.97168658070113e-05
tells,0.00485296248008112,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.00706274344173823,2.39417736065888e-05,2.40280647796626e-05,0.00326359470908619,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00821418329304765,0.0047462865432527,3.03785163132633e-05,1.97168658070113e-05
week,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.0078522753975092,7.7779851907162e-06,2.34642639260406e-05,0.00361520781459491,2.40280647796626e-05,2.16132099939483e-05,0.0120208966362813,0.00117058391479985,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.0047462865432527,3.03785163132633e-05,1.97168658070113e-05
bill,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00242683454274593,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00312836661970664,2.04842476135852e-05,0.016572581916806,3.03785163132633e-05,1.97168658070113e-05
comment,2.41440919407021e-05,0.00513398080973555,1.5535669898086e-05,1.95817341583771e-05,0.00428566984008462,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00117058391479985,0.000880555267792396,0.00416424960636446,2.04842476135852e-05,0.00159260777697184,3.03785163132633e-05,1.97168658070113e-05
economic,2.41440919407021e-05,0.00952199859583431,1.5535669898086e-05,1.95817341583771e-05,0.00195227428286977,0.00354310385283214,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00395786685168249,3.03785163132633e-05,1.97168658070113e-05
family,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00720647385558322,0.0108366572156279,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00347042370247591,2.07176597331565e-05,0.00718997091236839,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
heading,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.0205804026004543,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00218293420938878,2.6653872807719e-05,0.00346584649283878,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
impact,0.00847457627118644,0.00586531710741868,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.0103795475263114,0.00104469662829284,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
long,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.00823595663804026,0.00361520781459491,2.40280647796626e-05,0.00218293420938878,0.00669012207473746,2.29526257803893e-05,0.00260713422424808,2.07176597331565e-05,2.04842476135852e-05,0.00238102746854205,3.03785163132633e-05,1.97168658070113e-05
party,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00720647385558322,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.0304088948295765,1.97168658070113e-05
river,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.031148247462172,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
sign,2.41440919407021e-05,1.46267259536625e-05,0.00467623663932389,0.0147058823529412,7.7779851907162e-06,2.34642639260406e-05,0.00600938517525378,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
aftermath,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00273007280194138,2.34642639260406e-05,2.39417736065888e-05,0.0132394636935941,2.16132099939483e-05,0.00269204115357962,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00494893331755984
aftershock,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00099866844207723,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00122543130376279,0.00974755770727068,0.00935550935550935,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00718997091236839,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
architect,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00895246095451434,0.0023698906565301,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
back,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00295684185791494,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00326359470908619,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00789996530953357,3.03785163132633e-05,0.0088923064789621
broken,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.0176431424766977,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00209248363304881,0.00514154615100987,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
cera,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00843385073766159,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.0177648960921172
island,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.0155860946178893,0.00963525397664472,2.16132099939483e-05,0.00535742843435151,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
words,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.0173121812051526,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00711154561796335,3.03785163132633e-05,1.97168658070113e-05
chch,0.00847457627118644,1.46267259536625e-05,1.5535669898086e-05,0.00687318868959035,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00461347778185824,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.0047462865432527,3.03785163132633e-05,1.97168658070113e-05
collapsed,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.0137267956450223,7.7779851907162e-06,2.34642639260406e-05,0.00840356253591266,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00260713422424808,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
decision,2.41440919407021e-05,0.00220863561900304,0.00312266964951529,1.95817341583771e-05,0.00234117354240558,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00951345005007079,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
events,0.00364575788304602,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00467456909962043,2.34642639260406e-05,0.00600938517525378,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00316944716011227,3.03785163132633e-05,1.97168658070113e-05
group,2.41440919407021e-05,0.00440264451205242,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00218293420938878,0.0106882029958953,0.00690874035989717,0.000880555267792396,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00100556015615758
march,2.41440919407021e-05,1.46267259536625e-05,0.00389945314441959,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.0096006512162421,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00461347778185824,0.000880555267792396,2.07176597331565e-05,0.00616575853168913,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
move,2.41440919407021e-05,1.46267259536625e-05,0.00389945314441959,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00843385073766159,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00347042370247591,0.00830778155299577,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
region,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00584126687822786,2.34642639260406e-05,2.39417736065888e-05,0.00963525397664472,2.16132099939483e-05,2.6653872807719e-05,0.00117058391479985,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
replies,2.41440919407021e-05,1.46267259536625e-05,0.00389945314441959,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00669012207473746,0.00346584649283878,1.72657895645568e-05,2.07176597331565e-05,0.00514154615100987,1.57683938314043e-05,0.00610608177896591,0.00199140344650814
represents,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00840356253591266,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.0134189031505251,3.03785163132633e-05,1.97168658070113e-05
standing,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00687318868959035,7.7779851907162e-06,0.00706274344173823,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00347042370247591,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00692061989826097
suburbs,2.41440919407021e-05,0.000745963023636789,0.00700658712403679,1.95817341583771e-05,7.7779851907162e-06,0.00471631704913417,2.39417736065888e-05,0.0108366572156279,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00104469662829284,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
toilet,0.00243855328601091,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00758623670787585,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00416424960636446,0.0112868204350854,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
