identifier,world_rugby_cup_earthquakes_river_man_shows,buildings_building_city_heritage_rebuilding_notes_earthquakes,man_context_buildings_february_shows_cartoon_damaged,people_canterbury_government_february_nz_response_civil,city_talks_earthquakes_canterbury_feb_residents_business,nz_talks_quake_community_canterbury_earthquakes_time,minister_brownlee_gerry_key_recovery_john_canterbury,earthquakes_people_context_asks_ring_quake_ken,red_zone_business_context_house_central_homes,context_man_reads_damage_portaloo_shipping_eqc,insurance_earthquakes_chief_executive_companies_nz_talks,mayor_bob_parker_council_city_marryatt_pay,city_building_school_people_rebuild_woman_quake,man_reads_quake_newspaper_september_toilet_bank,context_cartoon_text_shows_reads_february_zealand,party_labour_prince_rebuilding_energy_talks_nz,shows_quake_refers_cartoon_context_reads_frame
DCDL-0017364,0.154830172033524,0.0445522717247464,0.000441111601235113,0.110719011910013,0.000441111601235113,0.000441111601235113,0.463608292898103,0.000441111601235113,0.220996912218791,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113
DCDL-0017368,0.0492337789370721,0.0329312031300946,0.00032605151613955,0.0166286273231171,0.0329312031300946,0.00032605151613955,0.00032605151613955,0.00032605151613955,0.668731659602217,0.00032605151613955,0.00032605151613955,0.00032605151613955,0.00032605151613955,0.00032605151613955,0.114444082164982,0.00032605151613955,0.081838930551027
DCDL-0017371,0.000565930956423316,0.000565930956423316,0.142048670062252,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.56649688737974,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.283531409168082,0.000565930956423316,0.000565930956423316
DCDL-0017374,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.992942214380238,0.000441111601235112,0.000441111601235112
DCDL-0017374A,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.992942214380238,0.000441111601235112,0.000441111601235112
DCDL-0017374B,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.992942214380238,0.000441111601235112,0.000441111601235112
DCDL-0017376,0.00162074554294976,0.00162074554294976,0.487844408427877,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.163695299837925,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.325769854132901,0.00162074554294976
DCDL-0017385,0.000638162093171666,0.000638162093171666,0.160178685386088,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.574984045947671,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.192086790044671,0.000638162093171666,0.0644543714103382
DCDL-0017411,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.255234861346916,0.113752122241087,0.594793435200906,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.0288624787775891,0.000565930956423316,0.000565930956423316
DCDL-0017414,0.0624235006119951,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.0624235006119951,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.858017135862913
DCDL-0017415,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.106041402619349,0.00042247570764681,0.338403041825095,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.00042247570764681,0.380650612589776,0.00042247570764681,0.169412758766371
DCDL-0017420,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.984267453294002,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877
DCDL-0017420A,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.984267453294002,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877
DCDL-0017421,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.678664580073031,0.313510693792384
DCDL-0017421A,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.704747000521649,0.287428273343766
DCDL-0017421B,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.678664580073031,0.313510693792384
DCDL-0017437,0.135769057284619,0.0230040595399188,0.0004510599909788,0.0004510599909788,0.0681100586377988,0.0004510599909788,0.609382047812359,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.113216057735679,0.0004510599909788,0.0004510599909788,0.0455570590888588,0.0004510599909788,0.0004510599909788
DCDL-0017439,0.270545890821836,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.330533893221356,0.270545890821836,0.000599880023995201,0.120575884823035
DCDL-0017453,0.000705716302046577,0.000705716302046577,0.953422724064926,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.0359915314043754,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577
DCDL-0017453A,0.000705716302046577,0.000705716302046577,0.953422724064926,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.0359915314043754,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577
DCDL-0017459,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.180875056382499,0.699594046008119,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0681100586377988,0.0004510599909788,0.0004510599909788,0.0455570590888588,0.0004510599909788
DCDL-0017485,0.298371076678586,0.000397298371076679,0.0202622169249106,0.000397298371076679,0.0202622169249106,0.000397298371076679,0.457290425109257,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.159316646801748,0.0401271354787445,0.000397298371076679
DCDL-0017488,0.198105761641673,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.316495659037095,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.434885556432518,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.0402525651144436,0.000789265982636148,0.000789265982636148
DCDL-0017491,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.287163652404058,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.595941773268637,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.110719011910013,0.000441111601235113,0.000441111601235113
DCDL-0017504,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.079715864246251,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.277032359905288,0.355958958168903,0.000789265982636148,0.277032359905288
DCDL-0017510,0.750702905342081,0.000937207122774133,0.235238987816307,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133
DCDL-0017511,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.513812154696133,0.0402525651144436,0.000789265982636148,0.434885556432518
DCDL-0017521,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.811993517017828,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.163695299837925,0.00162074554294976,0.00162074554294976
DCDL-0017524,0.000705716302046577,0.000705716302046577,0.282992237120677,0.000705716302046577,0.0359915314043754,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.106563161609033,0.000705716302046577,0.000705716302046577,0.494707127734651,0.000705716302046577,0.000705716302046577,0.0712773465067043,0.000705716302046577,0.000705716302046577
DCDL-0017525,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.870425914817037,0.000599880023995201,0.0605878824235153,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.0605878824235153,0.000599880023995201,0.000599880023995201
DCDL-0017529,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.0526864893062076,0.000521648408972353,0.000521648408972353,0.939488784559207,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353
DCDL-0017570,0.483477376715811,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.229283172343671,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.153024911032028,0.000508388408744281,0.000508388408744281,0.127605490594814
DCDL-0017661,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.969052224371373
DCDL-0017662,0.00130378096479791,0.00130378096479791,0.262059973924381,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.131681877444589,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.131681877444589,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.457627118644068
DCDL-0017663,0.162545601945683,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.0206728820429672,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.0814754762869882,0.000405350628293474,0.000405350628293474,0.0409404134576409,0.466558573165788,0.000405350628293474,0.000405350628293474,0.223348196189704
DCDL-0017773,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.994000749906262,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643
DCDL-0017773A,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.994000749906262,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643
DCDL-0017773B,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.994000749906262,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643
DCDL-0017873,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.209181011997913,0.730829420970266,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.0526864893062076
DCDL-0017889,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.994000749906262,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643
DCDL-0017889A,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.994000749906262,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643,0.000374953130858643
DCDL-0017904,0.00103412616339193,0.00103412616339193,0.104446742502585,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.104446742502585,0.00103412616339193,0.621509824198552,0.0527404343329886,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.104446742502585,0.00103412616339193,0.00103412616339193
DCDL-0017906,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.304479878511769,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.68413059984814,0.000759301442672741,0.000759301442672741,0.000759301442672741
DCDL-0017906A,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.342444950645406,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.646165527714503,0.000759301442672741,0.000759301442672741,0.000759301442672741
DCDL-0017938,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.994111152005889,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947
DCDL-0017938A,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.994111152005889,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947
DCDL-0017938B,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.994111152005889,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947,0.000368052999631947
DCDL-0017951,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.980416156670747,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0017953,0.000705716302046577,0.000705716302046577,0.141848976711362,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.0359915314043754,0.000705716302046577,0.000705716302046577,0.81227946365561
DCDL-0017985,0.000535618639528656,0.000535618639528656,0.161221210498125,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.241564006427424,0.000535618639528656,0.0273165506159614,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.562935190144617,0.000535618639528656,0.000535618639528656,0.000535618639528656
DCDL-0018017,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.255234861346916,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.0288624787775891,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.707979626485569
DCDL-0018021,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.992067426871591,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533
DCDL-0018021A,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.992067426871591,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533
DCDL-0018021B,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.992067426871591,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533,0.000495785820525533
DCDL-0018028,0.000731528895391368,0.000731528895391368,0.0738844184345282,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.403072421360644,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.183613752743233,0.329919531821507,0.000731528895391368,0.000731528895391368
DCDL-0018059,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.988708539167255
DCDL-0018059A,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.988708539167255
DCDL-0018068,0.0387243735763098,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.114654517843584,0.000759301442672741,0.41837509491268,0.000759301442672741,0.342444950645406,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.0387243735763098,0.0387243735763098
DCDL-0018077,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.961630695443645,0.00239808153477218,0.00239808153477218
DCDL-0018078,0.247329498767461,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.452752670501233,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.288414133114215
DCDL-0018082,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.246804326450344,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.738446411012783
DCDL-0018087,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.217068645640074,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.773654916512059
DCDL-0018089,0.610121836925961,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0477975632614808,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.328959700093721
DCDL-0018099,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.21242060691602,0.000705716302046577,0.0359915314043754,0.000705716302046577,0.000705716302046577,0.353563867325335,0.353563867325335,0.000705716302046577,0.0359915314043754
DCDL-0018101,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.155225726654298,0.000618429189857761,0.000618429189857761,0.371675943104515,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.464440321583179
DCDL-0018103,0.135183527305282,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.403760071620412,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.448522829006267,0.000895255147717099,0.000895255147717099
DCDL-0018108,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.304479878511769,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.68413059984814,0.000759301442672741,0.000759301442672741,0.000759301442672741
DCDL-0018108A,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.304479878511769,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.68413059984814,0.000759301442672741,0.000759301442672741,0.000759301442672741
DCDL-0018116,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.0202622169249106,0.000397298371076679,0.000397298371076679,0.258641239570918,0.000397298371076679,0.179181565355582,0.000397298371076679,0.000397298371076679,0.139451728247914,0.000397298371076679,0.397695669447755
DCDL-0018123,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.165657677490369,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.413318657127133,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.413318657127133,0.000550357732526142,0.000550357732526142
DCDL-0018142,0.000599880023995201,0.0305938812237553,0.0905818836232753,0.000599880023995201,0.000599880023995201,0.330533893221356,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.540491901619676,0.000599880023995201,0.000599880023995201
DCDL-0018145,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.641234711706465,0.0005824111822947,0.350029120559115,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947
DCDL-0018154,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.682119205298013,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.312037397740553
DCDL-0018154A,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.682119205298013,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.312037397740553
DCDL-0018154B,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.662641215426568,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.000389559797428905,0.331515387611998
DCDL-0018157,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.358282883874518,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.63346175013759,0.000550357732526142,0.000550357732526142
DCDL-0018157A,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.358282883874518,0.000550357732526142,0.000550357732526142,0.000550357732526142,0.63346175013759,0.000550357732526142,0.000550357732526142
DCDL-0018165,0.0004510599909788,0.0906630581867388,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.654488046910239,0.0230040595399188,0.225981055480379,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788
DCDL-0018168,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.117064647641235,0.55387303436226,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.32090856144438
DCDL-0018169,0.000856898029134533,0.000856898029134533,0.557840616966581,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.172236503856041,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.257926306769494,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533
DCDL-0018184,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.23665564478035,0.000472366556447804,0.449220595181861,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.30751062824752
DCDL-0018196,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.629414610546686,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.314949201741655,0.000483792936623125,0.0488630865989357
DCDL-0018229,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.220190197512802,0.000731528895391368,0.403072421360644,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.366495976591075,0.000731528895391368,0.000731528895391368
DCDL-0018259,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.628698824483178,0.000405350628293474,0.000405350628293474,0.000405350628293474,0.263883259019051,0.0206728820429672,0.0814754762869882
DCDL-0018263,0.000731528895391368,0.585954645208486,0.147037307973665,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.25676664228237
