identifier,TopicValue2,Topic,TopicValue,Date,Month,Publisher,Republished,Sewerage,Disasters_PA,Infrastructure,Earthquake_aftershocks,NameAuthorities,EQPred_RingKen,Brownlee,KeyJohn,ParkerRobert,CHCHCityCouncil,EnglishSimon,MarryattTony,RingKen,SouthCanterburyFinanceLtd,CERA,AMI,ChristchurchCathedral,aftershocks_appears_holds_economy_bank_rate_made,portaloo_asks_centre_small_infrastructure_head_crane,buildings_people_rubble_building_broken_collapsed_arm,people_pm_homes_government_june_show_part,recovery_cera_damage_eqc_prime_rebuilding_back,red_city_areas_house_black_move_liquefaction,people_called_replies_refugees_ken_ring_couple_heading,aftershocks_word_aftershock_magnitude_liquefaction_continuing_fight,insurance_huge_hit_version_companies_words_june,city_council_tony_marryatt_mayor_comments_pay_rise_public,cup_rugby_world_world_damage_auckland_decision_rugby,business_red_zone_cbd_buildings_large_words_owners,city_rebuild_buildings_heading_house_rebuilding_title,mayor_toilet_standing_anderton_paper_wife_toilets,march_news_japan_port_moon_day_tsunami,finance_government_billion_reading_cost_south_damage,great_pike_river_south_island_weather_snow_aftershocks_represents
DCDL-0015674,13.6190476190476,city_rebuild_buildings_heading_house_rebuilding_title,0.619047619047619,27/09/2010,2010-09,Press (Christchurch, N.Z.) (Newspaper),0,1,0,0,0,"Christchurch (N.Z.). City Council (name_authority)",0,0,0,0,1,0,0,0,0,0,0,0,0.0017636684303351,0.354497354497354,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.619047619047619,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351
DCDL-0015710,6.37631184407796,red_city_areas_house_black_move_liquefaction,0.376311844077961,29/09/2010,2010-09,Timaru herald (Newspaper),1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.226386806596702,0.00149925037481259,0.00149925037481259,0.376311844077961,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.226386806596702,0.00149925037481259,0.00149925037481259,0.151424287856072
DCDL-0015713,14.8382147838215,mayor_toilet_standing_anderton_paper_wife_toilets,0.838214783821478,01/10/2010,2010-10,Timaru herald (Newspaper),1,0,0,0,0,"Parker, Robert John (Sir), 1953- (name_authority) # Anderton, James Patrick (Hon), 1938- (name_authority) # Christchurch (N.Z.). City Council (name_authority)",0,0,0,1,1,0,0,0,0,0,0,0,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.0711297071129707,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.0711297071129707,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.838214783821478,0.00139470013947001,0.00139470013947001,0.00139470013947001
DCDL-0015720,14.9740680713128,mayor_toilet_standing_anderton_paper_wife_toilets,0.974068071312804,06/10/2010,2010-10,Timaru herald (Newspaper),0,0,0,0,0,"Parker, Robert John (Sir), 1953- (name_authority) # Christchurch (N.Z.). City Council (name_authority)",0,0,0,1,1,0,0,0,0,0,0,0,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.974068071312804,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0015726,4.38878143133462,people_pm_homes_government_june_show_part,0.388781431334623,05/10/2010,2010-10,Dominion post (Newspaper),1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.388781431334623,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.388781431334623,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.195357833655706,0.00193423597678917
DCDL-0015734,2.98255179934569,portaloo_asks_centre_small_infrastructure_head_crane,0.982551799345692,25/09/2010,2010-09,Press (Christchurch, N.Z.) (Newspaper),0,1,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00109051254089422,0.982551799345692,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0015735,2.98041615667075,portaloo_asks_centre_small_infrastructure_head_crane,0.980416156670747,30/09/2010,2010-09,Press (Christchurch, N.Z.) (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00122399020807834,0.980416156670747,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0015760,15.7688368690563,march_news_japan_port_moon_day_tsunami,0.768836869056328,09/10/2010,2010-10,Shipping Gazette (Serial),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.768836869056328,0.220190197512802,0.000731528895391368
DCDL-0015784,3.56888168557536,buildings_people_rubble_building_broken_collapsed_arm,0.568881685575365,05/10/2010,2010-10,Press (Christchurch, N.Z.) (Newspaper),0,1,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00162074554294976,0.00162074554294976,0.568881685575365,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.406807131280389,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0015839,12.5476839237057,business_red_zone_cbd_buildings_large_words_owners,0.547683923705722,19/10/2010,2010-10,Press (Christchurch, N.Z.) (Newspaper),0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.411444141689373,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.547683923705722,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698
DCDL-0015856,8.70723104056437,aftershocks_word_aftershock_magnitude_liquefaction_continuing_fight,0.707231040564374,20/10/2010,2010-10,Press (Christchurch, N.Z.) (Newspaper),2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.0017636684303351,0.0017636684303351,0.2663139329806,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.707231040564374,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351
DCDL-0015869,9.48784440842788,insurance_huge_hit_version_companies_words_june,0.487844408427877,20/10/2010,2010-10,Southland times (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.0826580226904376,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.487844408427877,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.163695299837925,0.0826580226904376,0.00162074554294976,0.00162074554294976,0.163695299837925
DCDL-0015892,8.49262536873156,aftershocks_word_aftershock_magnitude_liquefaction_continuing_fight,0.492625368731563,21/10/2010,2010-10,Press (Christchurch, N.Z.) (Newspaper),0,0,0,0,1,"New Zealand. Earthquake Commission (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.44346116027532,0.000983284169124877,0.000983284169124877,0.492625368731563,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.0501474926253687
DCDL-0015912,17.8930307941653,great_pike_river_south_island_weather_snow_aftershocks_represents,0.893030794165316,23/10/2010,2010-10,Press (Christchurch, N.Z.) (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.0826580226904376,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.893030794165316
DCDL-0016039,10.4396488661302,city_council_tony_marryatt_mayor_comments_pay_rise_public,0.439648866130212,06/11/2010,2010-11,Timaru herald (Newspaper),1,1,0,0,0,"Canterbury Regional Council (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.183613752743233,0.000731528895391368,0.000731528895391368,0.439648866130212,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.366495976591075,0.000731528895391368
DCDL-0016121,11.4426807760141,cup_rugby_world_world_damage_auckland_decision_rugby,0.442680776014109,09/11/2010,2010-11,Press (Christchurch, N.Z.) (Newspaper),0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.442680776014109,0.0017636684303351,0.08994708994709,0.0017636684303351,0.442680776014109,0.0017636684303351,0.0017636684303351
DCDL-0016143,16.4296205630355,finance_government_billion_reading_cost_south_damage,0.429620563035496,22/11/2010,2010-11,Marlborough Express (Newspaper),1,0,0,0,0,"South Canterbury Finance Ltd (name_authority) # Pike River Coal Company (name_authority)",0,0,0,0,0,0,0,0,1,0,0,0,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.184822521419829,0.429620563035496,0.368421052631579
DCDL-0016218,14.4372955288986,mayor_toilet_standing_anderton_paper_wife_toilets,0.437295528898582,23/11/2010,2010-11,Press (Christchurch, N.Z.) (Newspaper),0,0,0,0,0,"Santa Claus (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.219193020719738,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.437295528898582,0.00109051254089422,0.00109051254089422,0.32824427480916
