identifier,TopicValue2,Topic,TopicValue,Date,Month,Publisher,Republished,Sewerage,Disasters_PA,Infrastructure,Earthquake_aftershocks,NameAuthorities,EQPred_RingKen,Brownlee,KeyJohn,ParkerRobert,CHCHCityCouncil,EnglishSimon,MarryattTony,RingKen,SouthCanterburyFinanceLtd,CERA,AMI,ChristchurchCathedral,aftershocks_appears_holds_economy_bank_rate_made,portaloo_asks_centre_small_infrastructure_head_crane,buildings_people_rubble_building_broken_collapsed_arm,people_pm_homes_government_june_show_part,recovery_cera_damage_eqc_prime_rebuilding_back,red_city_areas_house_black_move_liquefaction,people_called_replies_refugees_ken_ring_couple_heading,aftershocks_word_aftershock_magnitude_liquefaction_continuing_fight,insurance_huge_hit_version_companies_words_june,city_council_tony_marryatt_mayor_comments_pay_rise_public,cup_rugby_world_world_damage_auckland_decision_rugby,business_red_zone_cbd_buildings_large_words_owners,city_rebuild_buildings_heading_house_rebuilding_title,mayor_toilet_standing_anderton_paper_wife_toilets,march_news_japan_port_moon_day_tsunami,finance_government_billion_reading_cost_south_damage,great_pike_river_south_island_weather_snow_aftershocks_represents
DCDL-0017244,1.92626728110599,aftershocks_appears_holds_economy_bank_rate_made,0.926267281105991,26/02/2011,2011-02,Press (Christchurch, N.Z.) (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.926267281105991,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558
DCDL-0017245,17.6011994002999,great_pike_river_south_island_weather_snow_aftershocks_represents,0.60119940029985,16/01/2011,2011-01,Sunday star times (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.0764617691154423,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.301349325337331,0.00149925037481259,0.60119940029985
DCDL-0017246,8.98154555940023,aftershocks_word_aftershock_magnitude_liquefaction_continuing_fight,0.981545559400231,04/03/2011,2011-03,Southland times (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.981545559400231,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0017247,6.85867237687366,red_city_areas_house_black_move_liquefaction,0.858672376873662,05/03/2011,2011-03,Southland times (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.858672376873662,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.109207708779443,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634
DCDL-0017250,4.71838331160365,people_pm_homes_government_june_show_part,0.718383311603651,02/03/2011,2011-03,Otago daily times (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.718383311603651,0.00130378096479791,0.00130378096479791,0.0664928292046936,0.00130378096479791,0.196870925684485,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017252,16.6132190942472,finance_government_billion_reading_cost_south_damage,0.613219094247246,07/03/2011,2011-03,Otago daily times (Newspaper),0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.246022031823745,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.123623011015912,0.00122399020807834,0.613219094247246,0.00122399020807834
DCDL-0017255,7.84876140808344,people_called_replies_refugees_ken_ring_couple_heading,0.848761408083442,09/03/2011,2011-03,Marlborough Express (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.0664928292046936,0.848761408083442,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.0664928292046936,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017257,1.98909338786639,aftershocks_appears_holds_economy_bank_rate_made,0.989093387866394,11/03/2011,2011-03,Marlborough Express (Newspaper),0,0,0,1,0,"Reserve Bank of New Zealand (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.989093387866394,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375
DCDL-0017262,9.60087241003272,insurance_huge_hit_version_companies_words_june,0.600872410032715,07/03/2011,2011-03,Northern advocate (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.600872410032715,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.382769901853871,0.00109051254089422
DCDL-0017263,9.57600657354149,insurance_huge_hit_version_companies_words_june,0.576006573541495,08/03/2011,2011-03,Northern advocate (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.0829909613804437,0.000821692686935086,0.000821692686935086,0.0419063270336894,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.576006573541495,0.000821692686935086,0.206244864420707,0.0829909613804437,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0017264,8.52281616688396,aftershocks_word_aftershock_magnitude_liquefaction_continuing_fight,0.522816166883963,09/03/2011,2011-03,Northern advocate (Newspaper),0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0.0664928292046936,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.522816166883963,0.0664928292046936,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.327249022164276,0.00130378096479791
DCDL-0017266,1.77365491651206,aftershocks_appears_holds_economy_bank_rate_made,0.773654916512059,11/03/2011,2011-03,Northern advocate (Newspaper),0,0,0,1,0,"English, Simon William (Hon), 1961- (name_authority) # Bollard, Alan Esmond (Dr), 1951- (name_authority) # Reserve Bank of New Zealand (name_authority)",0,0,0,0,0,1,0,0,0,0,0,0,0.773654916512059,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.0624613481756339,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.12430426716141,0.000618429189857761,0.000618429189857761,0.0315398886827458,0.000618429189857761
DCDL-0017272,1.75033083370093,aftershocks_appears_holds_economy_bank_rate_made,0.750330833700926,11/03/2011,2011-03,Press (Christchurch, N.Z.) (Newspaper),1,1,0,1,0,"Bollard, Alan Esmond (Dr), 1951- (name_authority) # Reserve Bank of New Zealand (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.750330833700926,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.000441111601235112,0.0224966916629907,0.000441111601235112,0.220996912218791,0.000441111601235112,0.000441111601235112,0.000441111601235112
DCDL-0017275,17.4146845915202,great_pike_river_south_island_weather_snow_aftershocks_represents,0.414684591520165,06/03/2011,2011-03,Sunday star times (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00103412616339193,0.00103412616339193,0.311271975180972,0.00103412616339193,0.00103412616339193,0.207859358841779,0.00103412616339193,0.0527404343329886,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.414684591520165
DCDL-0017276,14.5778546712803,mayor_toilet_standing_anderton_paper_wife_toilets,0.577854671280277,08/03/2011,2011-03,Press (Christchurch, N.Z.) (Newspaper),0,1,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00115340253748558,0.0588235294117647,0.116493656286044,0.116493656286044,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.0588235294117647,0.0588235294117647,0.577854671280277,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0017277,12.3705834018077,business_red_zone_cbd_buildings_large_words_owners,0.370583401807724,10/03/2011,2011-03,Press (Christchurch, N.Z.) (Newspaper),0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.000821692686935086,0.165160230073952,0.32949876746097,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.0829909613804437,0.000821692686935086,0.000821692686935086,0.0419063270336894,0.000821692686935086,0.370583401807724,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0017281,1.75160599571734,aftershocks_appears_holds_economy_bank_rate_made,0.751605995717345,11/03/2011,2011-03,Southland times (Newspaper),0,0,0,1,0,"Reserve Bank of New Zealand (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.751605995717345,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.109207708779443,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.109207708779443,0.00214132762312634
DCDL-0017282,17.529992942837,great_pike_river_south_island_weather_snow_aftershocks_represents,0.52999294283698,04/03/2011,2011-03,National Business Review (Newspaper),0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.459421312632322,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.52999294283698
DCDL-0017287,6.56731223429381,red_city_areas_house_black_move_liquefaction,0.567312234293812,12/03/2011,2011-03,Manawatu standard (Newspaper),0,0,0,0,0,"AMI Stadium (Christchurch, N.Z.) (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.567312234293812,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.3547472838923,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.0713273500236183,0.000472366556447804,0.000472366556447804
DCDL-0017292,11.4576271186441,cup_rugby_world_world_damage_auckland_decision_rugby,0.457627118644068,11/03/2011,2011-03,National Business Review (Newspaper),0,0,0,0,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.327249022164276,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.457627118644068,0.00130378096479791,0.196870925684485,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017294,15.5119291070211,march_news_japan_port_moon_day_tsunami,0.511929107021132,16/03/2011,2011-03,Marlborough Express (Newspaper),0,0,0,0,0,"Japan (place_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.477845944103613,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.511929107021132,0.000681663258350375,0.000681663258350375
DCDL-0017298,10.5262368815592,city_council_tony_marryatt_mayor_comments_pay_rise_public,0.52623688155922,11/03/2011,2011-03,Waikato times (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.451274362818591,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.52623688155922,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0017302,15.8066248880931,march_news_japan_port_moon_day_tsunami,0.806624888093107,14/03/2011,2011-03,Otago daily times (Newspaper),1,0,0,0,0,"Japan (place_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.090420769919427,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.0456580125335721,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.806624888093107,0.000895255147717099,0.0456580125335721
DCDL-0017304,11.6569821930647,cup_rugby_world_world_damage_auckland_decision_rugby,0.656982193064667,16/03/2011,2011-03,Northern advocate (Newspaper),0,0,0,0,0,"Key, John Phillip (Rt Hon), 1961- (name_authority)",0,0,1,0,0,0,0,0,0,0,0,0,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.141518275538894,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.656982193064667,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.188378631677601,0.000937207122774133
DCDL-0017305,6.60119940029985,red_city_areas_house_black_move_liquefaction,0.60119940029985,12/03/2011,2011-03,Press (Christchurch, N.Z.) (Newspaper),0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.60119940029985,0.00149925037481259,0.0764617691154423,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.301349325337331,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0017306,11.7038425492034,cup_rugby_world_world_damage_auckland_decision_rugby,0.703842549203374,13/03/2011,2011-03,Sunday star times (Newspaper),0,1,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.703842549203374,0.000937207122774133,0.000937207122774133,0.282099343955014,0.000937207122774133,0.000937207122774133,0.000937207122774133
DCDL-0017307,3.56527875793931,buildings_people_rubble_building_broken_collapsed_arm,0.565278757939308,19/03/2011,2011-03,Listener (Serial),0,0,0,0,0,"Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Key, John Phillip (Rt Hon), 1961- (name_authority)",0,1,1,0,0,0,0,0,0,0,0,0,0.000705716302046577,0.282992237120677,0.565278757939308,0.000705716302046577,0.141848976711362,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577
DCDL-0017309,15.4842767295597,march_news_japan_port_moon_day_tsunami,0.484276729559748,19/03/2011,2011-03,Shipping Gazette (Serial),0,0,1,0,0,"Ring, Ken, 194?- (name_authority)",1,0,0,0,0,0,0,1,0,0,0,0,0.000483792936623125,0.000483792936623125,0.145621673923561,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.363328495403967,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.484276729559748,0.000483792936623125,0.000483792936623125
DCDL-0017326,15.6992604765818,march_news_japan_port_moon_day_tsunami,0.699260476581758,18/03/2011,2011-03,National Business Review (Newspaper),0,0,0,0,0,"Ring, Ken, 194?- (name_authority) # Japan (place_authority)",1,0,0,0,0,0,0,1,0,0,0,0,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.288414133114215,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.699260476581758,0.000821692686935086,0.000821692686935086
DCDL-0017338,2.78683750728014,portaloo_asks_centre_small_infrastructure_head_crane,0.78683750728014,17/03/2011,2011-03,Press (Christchurch, N.Z.) (Newspaper),0,1,0,0,0,"William, Prince, Duke of Cambridge, 1982- (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.0005824111822947,0.78683750728014,0.0005824111822947,0.0879440885264997,0.0588235294117647,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0588235294117647,0.0005824111822947,0.0005824111822947,0.0005824111822947
DCDL-0017339,11.5349219391947,cup_rugby_world_world_damage_auckland_decision_rugby,0.534921939194741,19/03/2011,2011-03,Press (Christchurch, N.Z.) (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.206244864420707,0.000821692686935086,0.534921939194741,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.247329498767461,0.000821692686935086,0.000821692686935086
DCDL-0017342,11.750591949487,cup_rugby_world_world_damage_auckland_decision_rugby,0.750591949486977,17/03/2011,2011-03,Northern advocate (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.0402525651144436,0.000789265982636148,0.079715864246251,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.119179163378058,0.000789265982636148,0.000789265982636148,0.750591949486977,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148
DCDL-0017349,16.4625144175317,finance_government_billion_reading_cost_south_damage,0.462514417531719,21/03/2011,2011-03,Otago daily times (Newspaper),0,0,0,0,0,"Japan (place_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.00115340253748558,0.00115340253748558,0.116493656286044,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.404844290657439,0.462514417531719,0.00115340253748558
DCDL-0017350,12.489539748954,business_red_zone_cbd_buildings_large_words_owners,0.489539748953975,19/03/2011,2011-03,Otago daily times (Newspaper),0,0,0,0,0,"Parker, Robert John (Sir), 1953- (name_authority)",0,0,0,1,0,0,0,0,0,0,0,0,0.00139470013947001,0.00139470013947001,0.0711297071129707,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.210599721059972,0.00139470013947001,0.00139470013947001,0.210599721059972,0.00139470013947001,0.489539748953975,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001
DCDL-0017351,11.9381443298969,cup_rugby_world_world_damage_auckland_decision_rugby,0.938144329896907,17/03/2011,2011-03,Southland times (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0477975632614808,0.000937207122774133,0.000937207122774133,0.938144329896907,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133
DCDL-0017353,13.5476839237057,city_rebuild_buildings_heading_house_rebuilding_title,0.547683923705722,19/03/2011,2011-03,Southland times (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.275204359673025,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.547683923705722,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.138964577656676
DCDL-0017356,11.8930307941653,cup_rugby_world_world_damage_auckland_decision_rugby,0.893030794165316,17/03/2011,2011-03,Timaru herald (Newspaper),1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00162074554294976,0.0826580226904376,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.893030794165316,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0017364,11.4533106960951,cup_rugby_world_world_damage_auckland_decision_rugby,0.453310696095076,22/03/2011,2011-03,Northern advocate (Newspaper),0,0,0,0,0,"Key, John Phillip (Rt Hon), 1961- (name_authority)",0,0,1,0,0,0,0,0,0,0,0,0,0.000565930956423316,0.142048670062252,0.000565930956423316,0.255234861346916,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.453310696095076,0.000565930956423316,0.142048670062252,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316
DCDL-0017368,6.61176920137562,red_city_areas_house_black_move_liquefaction,0.611769201375621,22/03/2011,2011-03,Press (Christchurch, N.Z.) (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.611769201375621,0.0194879633167749,0.095911348872755,0.095911348872755,0.000382116927779901,0.000382116927779901,0.172334734428735,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901,0.000382116927779901
DCDL-0017371,12.9498861047836,business_red_zone_cbd_buildings_large_words_owners,0.949886104783599,22/03/2011,2011-03,Southland times (Newspaper),0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.000759301442672741,0.0387243735763098,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.949886104783599,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741
DCDL-0017374,16.2884141331142,finance_government_billion_reading_cost_south_damage,0.288414133114215,23/03/2011,2011-03,Press (Christchurch, N.Z.) (Newspaper),2,0,0,1,0,"Ring, Ken, 194?- (name_authority)",1,0,0,0,0,0,0,1,0,0,0,0,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.247329498767461,0.000821692686935086,0.206244864420707,0.000821692686935086,0.000821692686935086,0.247329498767461,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.288414133114215,0.000821692686935086
DCDL-0017376,2.48201438848921,portaloo_asks_centre_small_infrastructure_head_crane,0.482014388489209,26/03/2011,2011-03,Northern advocate (Newspaper),0,0,0,0,0,"William, Prince, Duke of Cambridge, 1982- (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.00239808153477218,0.482014388489209,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.3621103117506,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.122302158273381,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218
DCDL-0017385,6.8689818468824,red_city_areas_house_black_move_liquefaction,0.868981846882399,25/03/2011,2011-03,Waikato times (Newspaper),0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.000789265982636148,0.000789265982636148,0.0402525651144436,0.000789265982636148,0.000789265982636148,0.868981846882399,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.079715864246251,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148
DCDL-0017411,12.6591075347476,business_red_zone_cbd_buildings_large_words_owners,0.659107534747623,30/03/2011,2011-03,Northern advocate (Newspaper),0,0,0,1,0,"English, Simon William (Hon), 1961- (name_authority)",0,0,0,0,0,1,0,0,0,0,0,0,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.659107534747623,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.329919531821507,0.000731528895391368
DCDL-0017414,8.64453961456103,aftershocks_word_aftershock_magnitude_liquefaction_continuing_fight,0.644539614561028,26/03/2011,2011-03,Press (Christchurch, N.Z.) (Newspaper),0,0,1,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.109207708779443,0.00214132762312634,0.109207708779443,0.00214132762312634,0.644539614561028,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.109207708779443,0.00214132762312634,0.00214132762312634,0.00214132762312634
DCDL-0017415,15.4956319161328,march_news_japan_port_moon_day_tsunami,0.49563191613279,27/03/2011,2011-03,Sunday star times (Newspaper),0,0,0,1,0,"Ring, Ken, 194?- (name_authority)",1,0,0,0,0,0,0,1,0,0,0,0,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0588235294117647,0.0005824111822947,0.0005824111822947,0.32090856144438,0.0297029702970297,0.0297029702970297,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.49563191613279,0.0005824111822947,0.0588235294117647
DCDL-0017420,12.6744186046512,business_red_zone_cbd_buildings_large_words_owners,0.674418604651163,29/03/2011,2011-03,Timaru herald (Newspaper),1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0.00122399020807834,0.246022031823745,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.674418604651163,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.0624235006119951,0.00122399020807834
DCDL-0017421,5.55327545382794,recovery_cera_damage_eqc_prime_rebuilding_back,0.55327545382794,30/03/2011,2011-03,Press (Christchurch, N.Z.) (Newspaper),2,0,0,0,0,"Goff, Philip Bruce (Hon), 1953- (name_authority) # New Zealand Labour Party (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.119179163378058,0.55327545382794,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.0402525651144436,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.119179163378058,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.158642462509866
