term,ναῦς_πρός_πλέω_ὡς_ναυμαχία_ἀθηναῖοι_πολύς,ἄλλος_πολύς_πόλις_νῦν_οἰκέω_ἔχω_πρότερος,ὡς_πολύς_πρότερος_χωρέω_σφεῖς_τις_πρός,ὁπλίτης_ἄλλος_ναῦς_ἀθηναίων_δ_σύμμαχος_τριακόσιοι,τις_ὅς_πολύς_ἔχω_πρός_ἄλλος_γίγνομαι,ὡς_τις_ἄλλος_λέγω_ὅστις_σφεῖς_δῆμος,ὡς_πόλις_σφεῖς_τις_ἀθηναίων_βούλομαι_δ,ἐπ_ἀθηναῖοι_ἀναχωρέω_ἵστημι_οἶκος_ναῦς_τροπαῖος,πολύς_ἄλλος_ναῦς_πᾶς_μέγας_τις_γίγνομαι,ἱερός_τις_ὅς_χράω_γίγνομαι_ὡς_πόλις,σύμμαχος_σπονδή_ποιέω_πρός_σφεῖς_γίγνομαι_πόλεμος,τεῖχος_ὅς_πρός_τις_ἔχω_θάλασσα_πόλις,γίγνομαι_βασιλεύς_πόλεμος_τελευτάω_ἔτος_πρότερος_χειμών,ναῦς_ὡς_ὅς_πλέω_ἄλλος_χάω_ἀφικνέομαι
ἀπέχω,0.00324774451585327,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,0.00147600934071583,3.16878869883198e-06,0.00811336707629229,5.51638919229029e-06,4.1096791162546e-06
παραινέω,3.81638603508022e-06,5.92494282430175e-06,0.000687147870936656,6.74864014900997e-06,0.000936125293253456,0.0036557471942632,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
πλόος,0.00324774451585327,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.000312734420942609,0.000986293055485307,4.00115233187158e-06,5.85212841910603e-06,0.000606357518030101,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00329185297211994
πού,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00171536388364202,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,0.0036790083567096,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00123701341399264
δεξιός,0.00133955149831316,5.92494282430175e-06,0.00506737334304283,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,0.00117627781224031,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἐκπλέω,0.00458347962813135,5.92494282430175e-06,2.73764092006636e-06,0.00101904466250051,0.00067637909645727,0.000986293055485307,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.000209593634928985
θρᾴκης,3.81638603508022e-06,0.00207965493132991,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,0.00120434685189335,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00127068426823163,5.79112567900949e-06,0.00745264179878419,4.1096791162546e-06
κατέχω,3.81638603508022e-06,0.00178340779011483,2.73764092006636e-06,6.74864014900997e-06,0.000988074532612694,2.80995172502936e-06,0.00340498063442271,0.00176149065415091,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
παλαιός,0.00133955149831316,0.00326464349619026,2.73764092006636e-06,6.74864014900997e-06,0.00046858213902032,2.80995172502936e-06,0.00100428923529977,5.85212841910603e-06,0.00221260259890454,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00138461368726486,4.1096791162546e-06
περιγίγνομαι,0.000957912894805135,0.00178340779011483,2.73764092006636e-06,0.000344180647599509,0.00161146540492354,0.00070529788298237,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ῥᾴδιος,3.81638603508022e-06,5.92494282430175e-06,0.00191908628496652,6.74864014900997e-06,0.000832226814534982,0.00112679064173677,4.00115233187158e-06,5.85212841910603e-06,0.00100791878824871,7.34333005331258e-06,0.000795365963406828,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
φόβος,3.81638603508022e-06,5.92494282430175e-06,0.00150844014695656,6.74864014900997e-06,0.00140366844748659,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00201182196379524,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ψιλός,3.81638603508022e-06,5.92494282430175e-06,0.00410919902101961,0.00608052477425799,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἄξιος,0.000385454989543102,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00207900855915668,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00100791878824871,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἀργείους,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,0.00117627781224031,4.0156127021861e-06,7.34333005331258e-06,0.0068160644911876,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
δίκη,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.000728328335816507,0.00112679064173677,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00396415466223881,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
κτάομαι,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.0019751100804382,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00181104132868593,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
πληρόω,0.00591921474040942,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00100791878824871,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00226443319305629
πορεύω,0.000576274291297113,5.92494282430175e-06,0.00205596833096984,6.74864014900997e-06,1.03898478718475e-06,0.00112679064173677,0.0016044620850805,0.00088367139128501,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00276371098533744,4.1096791162546e-06
σικελίας,0.000385454989543102,0.00356089063740535,2.73764092006636e-06,6.74864014900997e-06,0.00046858213902032,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00241338323401385,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00246991714886902
σῖτος,3.81638603508022e-06,5.92494282430175e-06,0.000550265824933338,0.002031340684852,1.03898478718475e-06,2.80995172502936e-06,0.00360503825101629,0.000298458549374407,0.00201182196379524,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00221207206610841,4.1096791162546e-06
φίλιος,0.00133955149831316,0.00326464349619026,2.73764092006636e-06,6.74864014900997e-06,0.000988074532612694,2.80995172502936e-06,4.00115233187158e-06,0.00117627781224031,4.0156127021861e-06,7.34333005331258e-06,0.000795365963406828,5.79112567900949e-06,5.51638919229029e-06,0.000209593634928985
ἐλευθερόω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00166341464428278,2.80995172502936e-06,0.00180451970167408,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00103152945817991
λύω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,0.000424302710479434,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00523167014177161,0.00116401626148091,0.00166043314687938,4.1096791162546e-06
παρασκευή,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.000780277575175744,0.000986293055485307,4.00115233187158e-06,5.85212841910603e-06,0.00301572513934176,7.34333005331258e-06,0.00111224483329003,5.79112567900949e-06,5.51638919229029e-06,0.000415077590741715
προσάγω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,0.0037185007221045,0.00104002377197193,2.80995172502936e-06,4.00115233187158e-06,0.00146888423319561,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.00261179768123328,5.51638919229029e-06,0.000209593634928985
τάχος,3.81638603508022e-06,5.92494282430175e-06,0.00109779400894661,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,0.00200457731826766,0.00351712917988272,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00329185297211994
τολμάω,0.000957912894805135,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00213095779851591,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ὑστεραῖος,0.00229364800708321,5.92494282430175e-06,0.000824029916939974,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,0.000404116385519029,0.00615058696848044,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.00145357254543138,5.51638919229029e-06,4.1096791162546e-06
ἀποπέμπω,0.000194635687789091,5.92494282430175e-06,2.73764092006636e-06,0.0023687726923025,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00206288144293962,5.79112567900949e-06,0.00138461368726486,0.00390830483955813
διαφεύγω,0.00153037080006717,5.92494282430175e-06,0.00260349651498311,6.74864014900997e-06,0.000520531378379558,0.00112679064173677,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἐξέρχομαι,3.81638603508022e-06,5.92494282430175e-06,0.00123467605494993,0.000681612655050007,1.03898478718475e-06,2.80995172502936e-06,0.00360503825101629,0.00234670349606152,0.000405576882920796,7.34333005331258e-06,3.16878869883198e-06,0.00174312882938186,5.51638919229029e-06,4.1096791162546e-06
καταλύω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.000728328335816507,0.00154828340049118,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00222132087788122,5.79112567900949e-06,0.00166043314687938,4.1096791162546e-06
δημοσθένης,0.00114873219655915,5.92494282430175e-06,0.00164532219295988,0.00675538878915898,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,0.00176149065415091,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
οἰκεῖος,3.81638603508022e-06,0.000894666366469564,0.00041338377893002,6.74864014900997e-06,0.00161146540492354,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00140948005846732,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
παραγίγνομαι,0.000957912894805135,5.92494282430175e-06,0.0017822042389632,0.002706204699753,0.000416632899661083,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.000295347409629484,5.51638919229029e-06,0.00185346528143083
προσχωρέω,3.81638603508022e-06,0.00178340779011483,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,0.00360503825101629,0.00205409707510622,4.0156127021861e-06,7.34333005331258e-06,0.00111224483329003,5.79112567900949e-06,0.000832974768035834,0.000620561546554445
ἀγγέλλω,0.000576274291297113,5.92494282430175e-06,0.00041338377893002,6.74864014900997e-06,0.000104937463505659,0.00281276167675439,0.00100428923529977,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00205894923724356
ἀρετή,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00223485627723439,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
βοιωτῶν,3.81638603508022e-06,5.92494282430175e-06,0.000687147870936656,0.00101904466250051,1.03898478718475e-06,2.80995172502936e-06,0.00220463493486124,0.000298458549374407,4.0156127021861e-06,7.34333005331258e-06,0.00364727579235561,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἔξεστι,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00067637909645727,0.00140778581423971,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00317195748753082,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἐπάγω,0.000385454989543102,0.00415338491983552,0.00041338377893002,6.74864014900997e-06,0.000364683660301846,2.80995172502936e-06,0.00100428923529977,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00142912370317322,0.000874459977530432,5.51638919229029e-06,4.1096791162546e-06
εὑρίσκω,3.81638603508022e-06,5.92494282430175e-06,0.000687147870936656,6.74864014900997e-06,0.000520531378379558,0.000986293055485307,4.00115233187158e-06,0.000591064970329709,4.0156127021861e-06,0.00221034234604709,0.00111224483329003,0.000874459977530432,0.000832974768035834,4.1096791162546e-06
καθαιρέω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.000416632899661083,2.80995172502936e-06,0.00440526871739061,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.000953805398348427,0.00145357254543138,5.51638919229029e-06,0.000415077590741715
μείς,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,0.000344180647599509,0.000156886702864897,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00301572513934176,7.34333005331258e-06,0.00158756313811482,5.79112567900949e-06,0.0038669888237955,4.1096791162546e-06
παῖς,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.000156886702864897,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,0.0128581709233503,3.16878869883198e-06,5.79112567900949e-06,0.00138461368726486,4.1096791162546e-06
ἀνίστημι,3.81638603508022e-06,0.00563462062591096,0.000550265824933338,6.74864014900997e-06,5.29882241464221e-05,2.80995172502936e-06,4.00115233187158e-06,0.00234670349606152,4.0156127021861e-06,0.00184317584338146,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00103152945817991
ἐκεῖ,3.81638603508022e-06,0.00267214921376009,2.73764092006636e-06,6.74864014900997e-06,0.000780277575175744,0.000564800296730902,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00288088506049448
ἐκπέμπω,0.000767093593051124,0.00326464349619026,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,0.00180451970167408,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00497026666225356,4.1096791162546e-06
κερκυραῖοι,0.00515593753339338,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,0.00074167633538457,0.00158756313811482,0.000874459977530432,5.51638919229029e-06,4.1096791162546e-06
παρέρχομαι,3.81638603508022e-06,5.92494282430175e-06,0.000960911962943293,6.74864014900997e-06,1.03898478718475e-06,0.00393674236676614,0.00120434685189335,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.000281335848806805,4.1096791162546e-06
πρέσβυς,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,0.00112679064173677,4.00115233187158e-06,0.00146888423319561,4.0156127021861e-06,0.00771783988603152,0.00127068426823163,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
σικελίᾳ,3.81638603508022e-06,0.00563462062591096,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,0.000143307537976498,4.00115233187158e-06,5.85212841910603e-06,0.00241338323401385,7.34333005331258e-06,0.00142912370317322,5.79112567900949e-06,0.000281335848806805,4.1096791162546e-06
συμφέρω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00176731312300125,0.000845795469233838,0.000404116385519029,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
τ,0.00114873219655915,5.92494282430175e-06,0.00109779400894661,6.74864014900997e-06,0.000572480617738795,0.000424302710479434,0.00120434685189335,5.85212841910603e-06,0.00161026069357663,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
χείρ,3.81638603508022e-06,5.92494282430175e-06,0.00260349651498311,6.74864014900997e-06,0.000364683660301846,2.80995172502936e-06,0.0016044620850805,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.00203268511333233,5.51638919229029e-06,0.000209593634928985
ἁμαρτάνω,3.81638603508022e-06,0.000302172084039389,2.73764092006636e-06,6.74864014900997e-06,0.00192316084107897,0.000143307537976498,0.000404116385519029,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἀπόλλυμι,0.00191200940357519,5.92494282430175e-06,0.000687147870936656,6.74864014900997e-06,0.000312734420942609,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00181104132868593,0.00294467535137834,3.16878869883198e-06,0.000874459977530432,5.51638919229029e-06,4.1096791162546e-06
αὐτόνομος,3.81638603508022e-06,0.00267214921376009,0.000139619686923384,6.74864014900997e-06,0.000364683660301846,2.80995172502936e-06,0.000404116385519029,5.85212841910603e-06,4.0156127021861e-06,0.00221034234604709,0.00174600257305642,0.00145357254543138,5.51638919229029e-06,4.1096791162546e-06
ἐάω,0.000957912894805135,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.000884176053894219,0.00140778581423971,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00142912370317322,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
νέμω,3.81638603508022e-06,0.00385713777862044,2.73764092006636e-06,6.74864014900997e-06,0.000572480617738795,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00181104132868593,0.00294467535137834,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
οἰκίζω,0.000576274291297113,0.00800459775563166,2.73764092006636e-06,6.74864014900997e-06,0.000104937463505659,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.000606357518030101,7.34333005331258e-06,3.16878869883198e-06,0.00174312882938186,5.51638919229029e-06,4.1096791162546e-06
ὅρκος,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,0.000424302710479434,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.005865427881538,5.79112567900949e-06,0.000281335848806805,4.1096791162546e-06
πεντήκοντα,0.00172119010182118,5.92494282430175e-06,2.73764092006636e-06,0.00945484484876297,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.000636926528465229,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
σπένδω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,0.000143307537976498,4.00115233187158e-06,0.00293191633797212,4.0156127021861e-06,7.34333005331258e-06,0.00475635183694681,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
τεσσαράκοντα,0.00172119010182118,5.92494282430175e-06,2.73764092006636e-06,0.00608052477425799,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00288088506049448
φρουρέω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,0.002031340684852,1.03898478718475e-06,2.80995172502936e-06,0.00400515348420345,0.00263930991701682,0.00120869942335802,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἀλκιβιάδης,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,0.000344180647599509,1.03898478718475e-06,0.00281276167675439,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00390830483955813
διακόσιοι,0.000957912894805135,5.92494282430175e-06,2.73764092006636e-06,0.0118168689009165,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἐπιφέρω,3.81638603508022e-06,5.92494282430175e-06,0.000960911962943293,6.74864014900997e-06,0.00114392225069041,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00158756313811482,0.000295347409629484,5.51638919229029e-06,4.1096791162546e-06
ἐπιχειρέω,0.00133955149831316,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00109197301133117,0.00070529788298237,4.00115233187158e-06,5.85212841910603e-06,0.00120869942335802,0.000374509832718941,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἡσυχία,3.81638603508022e-06,5.92494282430175e-06,0.00109779400894661,6.74864014900997e-06,0.00109197301133117,0.000986293055485307,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.000636926528465229,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἰσχύς,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00166341464428278,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00161026069357663,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
λακεδαίμονα,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,0.00168878098674265,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00253819974776442,5.79112567900949e-06,5.51638919229029e-06,0.00246991714886902
μακρός,3.81638603508022e-06,5.92494282430175e-06,0.000139619686923384,6.74864014900997e-06,0.000780277575175744,2.80995172502936e-06,0.00180451970167408,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.00434913538493612,5.51638919229029e-06,4.1096791162546e-06
ὀργή,0.000385454989543102,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00140366844748659,0.00140778581423971,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,0.000374509832718941,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ὀρθόω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00192316084107897,0.000143307537976498,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.000295347409629484,5.51638919229029e-06,0.000209593634928985
παύω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.000624429857098032,0.00239126891799999,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.00203268511333233,0.00110879422765035,4.1096791162546e-06
φθείρω,3.81638603508022e-06,0.00356089063740535,2.73764092006636e-06,6.74864014900997e-06,0.000364683660301846,0.000283805124227966,4.00115233187158e-06,5.85212841910603e-06,0.00381884767977898,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἀστύοχος,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,0.000424302710479434,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00740153208837454
ἔθω,3.81638603508022e-06,5.92494282430175e-06,0.000960911962943293,6.74864014900997e-06,0.00104002377197193,0.00168878098674265,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
εἰρήνη,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00104002377197193,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00301351805258922,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
θαρσέω,3.81638603508022e-06,5.92494282430175e-06,0.00164532219295988,6.74864014900997e-06,0.00067637909645727,2.80995172502936e-06,0.0016044620850805,5.85212841910603e-06,0.00120869942335802,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
μέσος,0.00153037080006717,5.92494282430175e-06,0.0032879067449997,6.74864014900997e-06,0.000364683660301846,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
τέλος,0.000957912894805135,5.92494282430175e-06,0.000550265824933338,6.74864014900997e-06,1.03898478718475e-06,0.00253176650425146,4.00115233187158e-06,5.85212841910603e-06,0.000204796247811491,7.34333005331258e-06,0.00174600257305642,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ὠφέλεια,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00140366844748659,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00190444200799802,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἁλίσκομαι,0.00324774451585327,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.00290135396518375,0.00166043314687938,0.00103152945817991
