term,king_war_lacedaemonians_allies_athenians_son_country,athenians_city_arms_temple_death_commons_day,hundred_infantry_heavy_ships_thousand_son_athenians,wall_athenians_town_city_sea_place_army,athenians_lacedaemonians_treaty_allies_lacedaemon_alliance_athens,sicily_war_syracusans_allies_athenians_syracuse_country,athenians_enemy_syracusans_ships_battle_army_men,war_men_good_city_present_power_country,ships_fleet_athenians_sailed_sea_peloponnesians_put,athenians_alcibiades_tissaphernes_son_envoys_lacedaemonians_government,enemy_sea_athenians_force_war_land_numbers,country_athenians_allies_territory_lacedaemonians_town_city
plataea,4.68011419478635e-06,0.00198563104599197,0.000776868858362916,0.00078555516473209,0.00175469319137013,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
purpose,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00117637862977293,0.000353740543569627,0.00249129628792332,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.000892857142857143,3.27793621136133e-06,4.39908499032201e-06
remember,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00126536286373258,3.43500961802693e-06,3.55719977233921e-06,0.00131445242075589,4.39908499032201e-06
superiority,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000159552620770276,3.43500961802693e-06,3.55719977233921e-06,0.00360900776870882,4.39908499032201e-06
thrown,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00176261382733419,3.50238161950126e-06,4.52140887100421e-06,0.00113930164502656,0.000396511958547913,3.43500961802693e-06,0.000359277177006261,3.27793621136133e-06,4.39908499032201e-06
arrive,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000238539066696155,0.00154918933773015,3.55719977233921e-06,0.00180614285246009,4.39908499032201e-06
aware,4.68011419478635e-06,0.00198563104599197,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000317525512622034,3.43500961802693e-06,0.00124857712009106,0.000822761989051693,4.39908499032201e-06
chalcidian,4.68011419478635e-06,5.65706850709962e-06,0.00180583423367804,3.90823465040841e-06,0.000353740543569627,0.00271736673147353,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,0.000331071557347494,4.39908499032201e-06
charge,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.000997244083302554,1.57972891851758e-06,3.43500961802693e-06,0.00284931701764371,3.27793621136133e-06,4.39908499032201e-06
commanders,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00113487362662206,2.84115123448021e-06,1.57972891851758e-06,0.00154918933773015,0.000714997154240182,0.000822761989051693,4.39908499032201e-06
disgrace,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00181826798521374,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
encouraged,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.000199319967170829,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.00034693597142072,0.00142643710870803,0.00197003966302816,4.39908499032201e-06
eurymedon,4.68011419478635e-06,5.65706850709962e-06,0.00437824767196584,0.000394731699691249,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.000690436933223413,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
fathers,4.68011419478635e-06,0.00198563104599197,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00126536286373258,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
fearing,4.68011419478635e-06,0.00113707076992702,5.1448268765756e-06,3.90823465040841e-06,0.000178621462594564,4.52140887100421e-06,0.000997244083302554,1.57972891851758e-06,3.43500961802693e-06,0.000359277177006261,3.27793621136133e-06,0.00198398733063523
founded,0.000706697243412739,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00452593027987521,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
fresh,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00052885962454469,4.52140887100421e-06,2.84115123448021e-06,0.000396511958547913,0.00034693597142072,3.55719977233921e-06,0.00213393647359622,4.39908499032201e-06
guilty,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000870430634103188,3.43500961802693e-06,0.00213787706317587,3.27793621136133e-06,4.39908499032201e-06
hear,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.000394731699691249,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000870430634103188,3.43500961802693e-06,0.00142643710870803,0.000331071557347494,4.39908499032201e-06
invade,0.00164272008237001,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00175469319137013,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,0.000331071557347494,0.000884216083054725
ionians,4.68011419478635e-06,0.000571363919217062,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00407378939277479,2.84115123448021e-06,0.000238539066696155,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
previous,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.00213787706317587,0.00180614285246009,4.39908499032201e-06
proper,4.68011419478635e-06,5.65706850709962e-06,0.000519627514534136,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00126536286373258,3.43500961802693e-06,0.000892857142857143,3.27793621136133e-06,4.39908499032201e-06
pursuit,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00241781970054266,1.57972891851758e-06,0.000690436933223413,3.55719977233921e-06,3.27793621136133e-06,0.000444307584022523
quarrel,0.00211073150184865,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00113487362662206,2.84115123448021e-06,0.00071245774225143,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
ran,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00332590768749756,3.50238161950126e-06,4.52140887100421e-06,0.000855186521578544,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
ravaged,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,8.05661748443967e-05,0.000690436933223413,3.55719977233921e-06,3.27793621136133e-06,0.00396357557628013
seafight,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00170753189192261,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,0.00180614285246009,4.39908499032201e-06
shown,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00052885962454469,4.52140887100421e-06,2.84115123448021e-06,0.0015813086474361,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
speaking,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.000713128959854533,1.57972891851758e-06,3.43500961802693e-06,0.00178215708594195,0.00131445242075589,4.39908499032201e-06
storm,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00234884902489545,3.50238161950126e-06,4.52140887100421e-06,0.000286956274682501,1.57972891851758e-06,0.00154918933773015,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
temples,4.68011419478635e-06,0.00509701872489676,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.000892857142857143,3.27793621136133e-06,4.39908499032201e-06
thither,4.68011419478635e-06,0.000854217344572043,5.1448268765756e-06,3.90823465040841e-06,0.000353740543569627,0.00158701451372248,2.84115123448021e-06,1.57972891851758e-06,0.00189269029953284,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
twelve,4.68011419478635e-06,5.65706850709962e-06,0.00386376498430828,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.00103393789502611,0.000359277177006261,3.27793621136133e-06,4.39908499032201e-06
view,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00122933594844494,4.52140887100421e-06,2.84115123448021e-06,0.000870430634103188,3.43500961802693e-06,3.55719977233921e-06,0.000822761989051693,4.39908499032201e-06
vote,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00052885962454469,4.52140887100421e-06,2.84115123448021e-06,0.00102840352595495,3.43500961802693e-06,0.00124857712009106,3.27793621136133e-06,4.39908499032201e-06
aegina,4.68011419478635e-06,0.000288510493862081,0.00386376498430828,3.90823465040841e-06,3.50238161950126e-06,0.00113487362662206,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,0.000224353334506423
assembled,4.68011419478635e-06,5.65706850709962e-06,0.000262386170705356,0.00078555516473209,3.50238161950126e-06,0.000230591852421214,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.00196001707455891,3.27793621136133e-06,0.00110417033257083
avoid,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000475498404473792,0.00103393789502611,0.00178215708594195,3.27793621136133e-06,4.39908499032201e-06
breach,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00385612216307089,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
commanded,4.68011419478635e-06,5.65706850709962e-06,0.0010341102021917,3.90823465040841e-06,3.50238161950126e-06,0.00181308495727269,2.84115123448021e-06,8.05661748443967e-05,0.00154918933773015,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
consent,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00175469319137013,4.52140887100421e-06,2.84115123448021e-06,0.000396511958547913,3.43500961802693e-06,0.000714997154240182,0.00049496836791556,4.39908499032201e-06
convention,0.000706697243412739,5.65706850709962e-06,0.00154859288984926,3.90823465040841e-06,0.00228005043429532,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
direction,0.00257874292132728,5.65706850709962e-06,5.1448268765756e-06,0.00117637862977293,3.50238161950126e-06,4.52140887100421e-06,0.000713128959854533,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
dorians,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00452593027987521,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,0.000444307584022523
drawn,4.68011419478635e-06,5.65706850709962e-06,0.000519627514534136,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00184958945364662,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,0.00115055561018783,4.39908499032201e-06
duty,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00078555516473209,0.000178621462594564,4.52140887100421e-06,0.000286956274682501,0.0011863764178067,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
enabled,4.68011419478635e-06,5.65706850709962e-06,0.000262386170705356,0.00059014343221167,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00102840352595495,3.43500961802693e-06,3.55719977233921e-06,0.000822761989051693,4.39908499032201e-06
existing,4.68011419478635e-06,5.65706850709962e-06,0.00129135154602048,0.00078555516473209,0.000703978705519753,4.52140887100421e-06,2.84115123448021e-06,0.00071245774225143,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
fallen,0.000472691533673422,0.00170277762063699,5.1448268765756e-06,0.000980966897252511,3.50238161950126e-06,4.52140887100421e-06,0.00128135920675058,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
falling,4.68011419478635e-06,0.00113707076992702,5.1448268765756e-06,0.00176261382733419,3.50238161950126e-06,4.52140887100421e-06,0.00128135920675058,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
foreign,4.68011419478635e-06,5.65706850709962e-06,0.00129135154602048,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00134434930965846,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
hard,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00113487362662206,0.00241781970054266,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
harm,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.000682732739521635,0.000571071398130523,0.000317525512622034,0.000175185490519373,0.00178215708594195,3.27793621136133e-06,4.39908499032201e-06
hermocrates,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.00302717700626067,0.000822761989051693,4.39908499032201e-06
knowledge,4.68011419478635e-06,0.00113707076992702,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00110738997188083,0.000690436933223413,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
landed,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.000230591852421214,0.00128135920675058,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,0.00264385007918353
lives,4.68011419478635e-06,0.00283419132205691,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.000144898712958491,0.000554484850399672,3.43500961802693e-06,3.55719977233921e-06,0.000658865178483627,4.39908499032201e-06
mass,4.68011419478635e-06,0.001419924195282,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.000855186521578544,1.57972891851758e-06,0.00034693597142072,0.00142643710870803,3.27793621136133e-06,0.000224353334506423
measures,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000554484850399672,3.43500961802693e-06,0.00196001707455891,3.27793621136133e-06,0.000884216083054725
medes,0.00374877147002387,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000475498404473792,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
messina,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00407378939277479,0.000571071398130523,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
passing,4.68011419478635e-06,5.65706850709962e-06,0.000262386170705356,0.00176261382733419,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.000862187414124759,3.55719977233921e-06,3.27793621136133e-06,0.00154407883160303
pleased,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00105421686746988,4.52140887100421e-06,0.00113930164502656,1.57972891851758e-06,3.43500961802693e-06,0.0010707171314741,3.27793621136133e-06,0.000444307584022523
prevented,0.00140871437263069,5.65706850709962e-06,0.000519627514534136,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.000713128959854533,1.57972891851758e-06,0.00154918933773015,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
restored,4.68011419478635e-06,0.001419924195282,5.1448268765756e-06,3.90823465040841e-06,0.000353740543569627,4.52140887100421e-06,0.000429013836406512,1.57972891851758e-06,3.43500961802693e-06,0.00124857712009106,3.27793621136133e-06,0.00110417033257083
rhegium,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00316950761857395,2.84115123448021e-06,1.57972891851758e-06,0.0013774388568288,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
secure,0.000238685823934104,5.65706850709962e-06,5.1448268765756e-06,0.00059014343221167,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000949417080029067,3.43500961802693e-06,3.55719977233921e-06,0.000986658799619759,4.39908499032201e-06
stones,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00254426075741588,3.50238161950126e-06,4.52140887100421e-06,0.00128135920675058,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
times,0.00117470866289137,0.000571363919217062,5.1448268765756e-06,0.000394731699691249,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00102840352595495,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
treat,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00175469319137013,4.52140887100421e-06,2.84115123448021e-06,0.000870430634103188,3.43500961802693e-06,0.0001814171883893,3.27793621136133e-06,4.39908499032201e-06
trial,4.68011419478635e-06,0.00170277762063699,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000633471296325551,3.43500961802693e-06,0.00142643710870803,3.27793621136133e-06,4.39908499032201e-06
united,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.000353740543569627,0.000682732739521635,2.84115123448021e-06,0.000554484850399672,3.43500961802693e-06,3.55719977233921e-06,0.00164224604189202,4.39908499032201e-06
agree,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00368100308209583,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
armed,4.68011419478635e-06,0.000288510493862081,0.00129135154602048,0.000199319967170829,3.50238161950126e-06,4.52140887100421e-06,0.000855186521578544,1.57972891851758e-06,3.43500961802693e-06,0.0001814171883893,0.00049496836791556,0.000884216083054725
assault,0.000472691533673422,5.65706850709962e-06,5.1448268765756e-06,0.00332590768749756,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.00034693597142072,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
base,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00117637862977293,3.50238161950126e-06,0.00158701451372248,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,0.00131445242075589,4.39908499032201e-06
broken,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.000394731699691249,0.00157957411039507,4.52140887100421e-06,0.000286956274682501,0.000633471296325551,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
chalcideus,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.0036101951085463,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
despatched,4.68011419478635e-06,5.65706850709962e-06,0.000262386170705356,0.00078555516473209,0.000879097786494816,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.00034693597142072,0.00160429709732499,3.27793621136133e-06,4.39908499032201e-06
egestaeans,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00475200072342542,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
face,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.000713128959854533,0.000791444188177309,3.43500961802693e-06,0.0001814171883893,0.000822761989051693,4.39908499032201e-06
fears,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.000456662295971425,2.84115123448021e-06,0.000791444188177309,3.43500961802693e-06,3.55719977233921e-06,0.00147834923132396,4.39908499032201e-06
feeling,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.000144898712958491,0.000949417080029067,3.43500961802693e-06,0.00124857712009106,3.27793621136133e-06,0.000224353334506423
festival,4.68011419478635e-06,0.00509701872489676,5.1448268765756e-06,3.90823465040841e-06,0.000178621462594564,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.00034693597142072,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
frontier,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000633471296325551,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,0.00286380432869963
glory,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00166029509336198,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
horses,4.68011419478635e-06,5.65706850709962e-06,0.00154859288984926,3.90823465040841e-06,3.50238161950126e-06,0.00158701451372248,0.000286956274682501,0.000475498404473792,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
landing,4.68011419478635e-06,5.65706850709962e-06,0.00129135154602048,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.000997244083302554,1.57972891851758e-06,0.00154918933773015,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
largest,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.000199319967170829,3.50238161950126e-06,0.000682732739521635,0.000571071398130523,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,0.00213393647359622,4.39908499032201e-06
leading,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00215343729237503,0.00052885962454469,4.52140887100421e-06,2.84115123448021e-06,0.000554484850399672,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
letter,0.000238685823934104,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.00356075697211155,3.27793621136133e-06,4.39908499032201e-06
leucas,4.68011419478635e-06,5.65706850709962e-06,0.00154859288984926,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.00120568837592745,3.55719977233921e-06,3.27793621136133e-06,0.00176403308111913
magnitude,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000554484850399672,3.43500961802693e-06,3.55719977233921e-06,0.00229783328416429,4.39908499032201e-06
milesians,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.000682732739521635,2.84115123448021e-06,1.57972891851758e-06,0.00189269029953284,0.00124857712009106,3.27793621136133e-06,4.39908499032201e-06
mouth,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00176261382733419,0.000353740543569627,4.52140887100421e-06,0.000855186521578544,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,0.000884216083054725
opponents,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.000353740543569627,4.52140887100421e-06,0.000144898712958491,0.0011863764178067,3.43500961802693e-06,3.55719977233921e-06,0.00049496836791556,4.39908499032201e-06
paid,4.68011419478635e-06,5.65706850709962e-06,0.000262386170705356,3.90823465040841e-06,3.50238161950126e-06,0.00339557806212416,2.84115123448021e-06,0.000396511958547913,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
promised,0.00187672579210933,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.000879097786494816,4.52140887100421e-06,2.84115123448021e-06,0.000554484850399672,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,0.000224353334506423
refuse,0.000472691533673422,5.65706850709962e-06,0.000519627514534136,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00134434930965846,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
retire,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00142341676847459,0.000554484850399672,3.43500961802693e-06,0.000359277177006261,0.000331071557347494,4.39908499032201e-06
secret,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.000396511958547913,3.43500961802693e-06,0.00284931701764371,3.27793621136133e-06,4.39908499032201e-06
sitalces,0.00491880001872046,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
slain,4.68011419478635e-06,0.00198563104599197,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00199164701537063,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
stay,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.000394731699691249,0.000353740543569627,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.000892857142857143,0.00197003966302816,4.39908499032201e-06
