term,king_war_lacedaemonians_allies_athenians_son_country,athenians_city_arms_temple_death_commons_day,hundred_infantry_heavy_ships_thousand_son_athenians,wall_athenians_town_city_sea_place_army,athenians_lacedaemonians_treaty_allies_lacedaemon_alliance_athens,sicily_war_syracusans_allies_athenians_syracuse_country,athenians_enemy_syracusans_ships_battle_army_men,war_men_good_city_present_power_country,ships_fleet_athenians_sailed_sea_peloponnesians_put,athenians_alcibiades_tissaphernes_son_envoys_lacedaemonians_government,enemy_sea_athenians_force_war_land_numbers,country_athenians_allies_territory_lacedaemonians_town_city
syracusans,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00840661273302849,3.50238161950126e-06,0.0153773115702853,0.0130721368298435,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,0.00426459501098109,4.39908499032201e-06
peloponnesians,0.00772686853559227,5.65706850709962e-06,5.1448268765756e-06,0.00352131942001798,0.00280540767722051,4.52140887100421e-06,0.00199164701537063,0.00142333575558434,0.0137434734817257,0.00160429709732499,0.00360900776870882,0.00330371282773183
make,4.68011419478635e-06,0.00226848447134695,0.00129135154602048,0.0027396724899363,0.00840921826842253,4.52140887100421e-06,0.00199164701537063,0.00600454961928533,3.43500961802693e-06,0.00445005691519636,0.00557576949552562,4.39908499032201e-06
town,0.00468479430898114,0.0045313118741868,5.1448268765756e-06,0.0173955524289678,3.50238161950126e-06,0.00588235294117647,2.84115123448021e-06,1.57972891851758e-06,0.0036101951085463,3.55719977233921e-06,3.27793621136133e-06,0.0112220658103115
son,0.0166190855056863,5.65706850709962e-06,0.0249575551782683,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.00943013659647126,3.27793621136133e-06,4.39908499032201e-06
fleet,4.68011419478635e-06,5.65706850709962e-06,0.00437824767196584,3.90823465040841e-06,3.50238161950126e-06,0.00339557806212416,0.00284399238571469,1.57972891851758e-06,0.0202699917559769,3.55719977233921e-06,0.00721473760120628,0.000444307584022523
place,0.00655683998689568,0.001419924195282,5.1448268765756e-06,0.0101653183257123,0.00280540767722051,0.00723877560247773,2.84115123448021e-06,0.000159552620770276,0.000862187414124759,0.00373861696072851,0.00311731733700462,0.00792275206756995
heavy,4.68011419478635e-06,5.65706850709962e-06,0.0409065184956526,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00525897093502287,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,0.00197003966302816,4.39908499032201e-06
force,0.00211073150184865,5.65706850709962e-06,0.00823686782939754,0.00352131942001798,3.50238161950126e-06,0.00294343717502374,0.00170753189192261,0.0019762408770655,3.43500961802693e-06,3.55719977233921e-06,0.0104926738125676,0.00550325532289284
infantry,4.68011419478635e-06,5.65706850709962e-06,0.0421927252147965,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00454868312640282,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
day,4.68011419478635e-06,0.00764269955309159,0.000262386170705356,0.00879743619806933,3.50238161950126e-06,4.52140887100421e-06,0.00398045287950678,0.00221320021484313,0.00515594943665842,3.55719977233921e-06,3.27793621136133e-06,0.00726288931902164
present,0.00562081714793841,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00245516951527038,4.52140887100421e-06,2.84115123448021e-06,0.00742630564595116,3.43500961802693e-06,3.55719977233921e-06,0.00787032484347855,0.000444307584022523
sailed,4.68011419478635e-06,5.65706850709962e-06,0.00772238514173998,3.90823465040841e-06,3.50238161950126e-06,0.00294343717502374,0.000571071398130523,1.57972891851758e-06,0.017350233580654,3.55719977233921e-06,3.27793621136133e-06,0.00726288931902164
lacedaemon,0.00632283427715636,0.001419924195282,0.0010341102021917,0.000199319967170829,0.0189163631269263,0.00226522584437311,2.84115123448021e-06,1.57972891851758e-06,0.00103393789502611,0.00267145702902675,0.000331071557347494,4.39908499032201e-06
sicily,4.68011419478635e-06,5.65706850709962e-06,0.00592169573493852,3.90823465040841e-06,3.50238161950126e-06,0.0237419179816431,2.84115123448021e-06,0.00134434930965846,3.43500961802693e-06,3.55719977233921e-06,0.00492018225325335,4.39908499032201e-06
king,0.0276173538634343,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00245516951527038,0.00113487362662206,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.00640651678998293,3.27793621136133e-06,4.39908499032201e-06
order,4.68011419478635e-06,0.000288510493862081,5.1448268765756e-06,0.00586626021026302,0.00122933594844494,4.52140887100421e-06,0.00611131630536694,0.00284509178225017,0.00532769991755977,0.00231573705179283,0.00197003966302816,4.39908499032201e-06
left,4.68011419478635e-06,0.00566272557560672,0.00412100632813706,0.00332590768749756,3.50238161950126e-06,0.00316950761857395,0.00625337386709095,0.00102840352595495,0.00464069799395438,3.55719977233921e-06,3.27793621136133e-06,0.00462343832482844
battle,0.00211073150184865,0.000854217344572043,0.00437824767196584,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.0120777338977754,1.57972891851758e-06,0.00189269029953284,3.55719977233921e-06,0.00360900776870882,0.00528330107337674
number,0.000706697243412739,0.00707699270238163,0.0110665226115141,3.90823465040841e-06,3.50238161950126e-06,0.00181308495727269,0.00398045287950678,0.000949417080029067,0.00549945039846112,3.55719977233921e-06,0.00311731733700462,4.39908499032201e-06
back,0.00328076005054523,0.00198563104599197,5.1448268765756e-06,0.00156720209481377,0.00315564583917064,4.52140887100421e-06,0.00682160411398699,1.57972891851758e-06,0.00635820280296785,0.00178215708594195,3.27793621136133e-06,0.00528330107337674
thought,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00137179036229335,0.00140445502942001,4.52140887100421e-06,0.00270193482399068,0.00355596979558308,3.43500961802693e-06,0.00765153671030165,0.00688694398007015,4.39908499032201e-06
vessels,4.68011419478635e-06,5.65706850709962e-06,0.00926583320471266,3.90823465040841e-06,3.50238161950126e-06,0.00294343717502374,0.00625337386709095,1.57972891851758e-06,0.0116824677109096,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
peloponnese,4.68011419478635e-06,5.65706850709962e-06,0.00926583320471266,3.90823465040841e-06,0.00630778929672177,0.00678663471537731,2.84115123448021e-06,0.00134434930965846,0.00309494366584226,3.55719977233921e-06,3.27793621136133e-06,0.00440348407531234
side,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00703873060538555,0.00315564583917064,0.00226522584437311,0.00838423729295111,0.00134434930965846,0.0013774388568288,0.00124857712009106,3.27793621136133e-06,4.39908499032201e-06
part,0.00211073150184865,5.65706850709962e-06,0.000519627514534136,0.00860202446554891,0.00105421686746988,0.00294343717502374,0.00469074068812683,0.00189725443113962,3.43500961802693e-06,0.000892857142857143,0.000167174746779428,0.00330371282773183
power,0.00491880001872046,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00228005043429532,4.52140887100421e-06,2.84115123448021e-06,0.00742630564595116,3.43500961802693e-06,3.55719977233921e-06,0.00393680138984495,4.39908499032201e-06
command,0.00725885711611363,5.65706850709962e-06,0.0151823841127746,3.90823465040841e-06,3.50238161950126e-06,0.00181308495727269,2.84115123448021e-06,1.57972891851758e-06,0.00412544655125034,0.00231573705179283,0.00229783328416429,4.39908499032201e-06
set,0.000706697243412739,0.00368275159812185,0.00129135154602048,0.00449837808262008,3.50238161950126e-06,0.0020391554008229,0.00767394948433105,1.57972891851758e-06,0.00532769991755977,3.55719977233921e-06,0.00180614285246009,4.39908499032201e-06
long,0.00140871437263069,5.65706850709962e-06,5.1448268765756e-06,0.00508461328018134,0.00228005043429532,4.52140887100421e-06,0.00341222263261073,0.00221320021484313,3.43500961802693e-06,0.00231573705179283,0.00295342052643656,0.00440348407531234
argives,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.0143632670215747,4.52140887100421e-06,0.00355428019433474,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,0.00880256906563435
people,0.00351476576028455,0.00651128585167166,5.1448268765756e-06,3.90823465040841e-06,0.00298052675819557,0.00384771894922458,2.84115123448021e-06,0.00339799690373132,3.43500961802693e-06,0.00533935685828116,3.27793621136133e-06,4.39908499032201e-06
home,0.0042167828895025,5.65706850709962e-06,0.00566445439110974,3.90823465040841e-06,0.00245516951527038,0.00316950761857395,2.84115123448021e-06,1.57972891851758e-06,0.00154918933773015,0.00231573705179283,0.00295342052643656,0.00792275206756995
arrived,4.68011419478635e-06,5.65706850709962e-06,0.00592169573493852,0.0037167311525384,0.00280540767722051,4.52140887100421e-06,0.00142341676847459,1.57972891851758e-06,0.00635820280296785,0.00445005691519636,3.27793621136133e-06,0.00286380432869963
island,4.68011419478635e-06,0.00339989817276687,0.00334928229665072,3.90823465040841e-06,0.00298052675819557,0.00565628249762626,0.00199164701537063,1.57972891851758e-06,0.00756045616927727,3.55719977233921e-06,0.00295342052643656,4.39908499032201e-06
attack,0.00187672579210933,5.65706850709962e-06,5.1448268765756e-06,0.00528002501270176,0.000879097786494816,4.52140887100421e-06,0.00327016507088672,0.00150232220151022,0.00223619126133553,3.55719977233921e-06,0.00770642803291048,4.39908499032201e-06
alliance,4.68011419478635e-06,5.65706850709962e-06,0.000262386170705356,3.90823465040841e-06,0.0189163631269263,0.00452593027987521,2.84115123448021e-06,0.00071245774225143,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
cities,0.00351476576028455,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00595755113477165,0.0101776913686305,0.000286956274682501,0.00181826798521374,0.00189269029953284,3.55719977233921e-06,3.27793621136133e-06,0.00176403308111913
corinthians,4.68011419478635e-06,5.65706850709962e-06,0.00257755826516438,3.90823465040841e-06,0.00508195572989633,0.00294343717502374,0.00653748899053897,1.57972891851758e-06,3.43500961802693e-06,0.00196001707455891,3.27793621136133e-06,0.00594316382192504
troops,4.68011419478635e-06,5.65706850709962e-06,0.00695066111025364,0.0046937898151405,0.00122933594844494,0.00249129628792332,0.00795806460777907,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,0.00198398733063523
round,0.000238685823934104,5.65706850709962e-06,0.0074651437979112,0.00821120100050807,3.50238161950126e-06,0.000230591852421214,0.00369633775605876,1.57972891851758e-06,0.0036101951085463,3.55719977233921e-06,3.27793621136133e-06,0.00286380432869963
wall,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.0238441396021417,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.0001814171883893,0.000167174746779428,0.00198398733063523
good,0.000472691533673422,5.65706850709962e-06,5.1448268765756e-06,0.00234884902489545,0.00157957411039507,0.000456662295971425,0.00128135920675058,0.00774225142965467,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
found,0.000706697243412739,0.00283419132205691,5.1448268765756e-06,0.00234884902489545,3.50238161950126e-06,0.00452593027987521,0.0029860499474387,0.00173928153928786,0.00257969222313822,0.00231573705179283,0.00115055561018783,0.00154407883160303
moment,0.000472691533673422,5.65706850709962e-06,0.00386376498430828,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00284399238571469,0.00316103756595368,3.43500961802693e-06,0.00213787706317587,0.00655915035893402,4.39908499032201e-06
party,4.68011419478635e-06,0.00481416529954178,5.1448268765756e-06,0.00410755461757924,0.00508195572989633,0.00271736673147353,0.00142341676847459,0.00071245774225143,3.43500961802693e-06,0.00462791690381332,0.000822761989051693,4.39908499032201e-06
treaty,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.0218933875035024,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
sail,4.68011419478635e-06,5.65706850709962e-06,0.00386376498430828,0.000199319967170829,3.50238161950126e-06,4.52140887100421e-06,0.0015654743301986,1.57972891851758e-06,0.0106519648255015,0.00178215708594195,0.00410069820041302,4.39908499032201e-06
man,4.68011419478635e-06,5.65706850709962e-06,0.000519627514534136,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00142341676847459,0.00474076648447127,0.00378194558944765,0.00498363688104724,0.000167174746779428,4.39908499032201e-06
give,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00293508422245672,0.00578243205379658,4.52140887100421e-06,0.000713128959854533,0.00213421376891725,3.43500961802693e-06,0.00267145702902675,0.00442849182154915,4.39908499032201e-06
brought,0.000940702953152057,0.00368275159812185,5.1448268765756e-06,0.00430296635009966,3.50238161950126e-06,0.00158701451372248,0.000855186521578544,0.00134434930965846,0.00189269029953284,0.00480577689243028,3.27793621136133e-06,0.00198398733063523
state,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00263028859624545,0.00226522584437311,2.84115123448021e-06,0.00545164449780418,0.00034693597142072,0.00284931701764371,0.000658865178483627,4.39908499032201e-06
began,0.00117470866289137,5.65706850709962e-06,0.000262386170705356,0.00606167194278345,0.00175469319137013,4.52140887100421e-06,0.00213370457709464,0.0011863764178067,0.00223619126133553,3.55719977233921e-06,3.27793621136133e-06,0.00550325532289284
thousand,0.00117470866289137,0.000854217344572043,0.0259865205535834,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.000571071398130523,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
alcibiades,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.00206444078043419,0.0177895560614684,3.27793621136133e-06,4.39908499032201e-06
gave,4.68011419478635e-06,0.00509701872489676,5.1448268765756e-06,0.00156720209481377,0.00228005043429532,4.52140887100421e-06,0.00255987726226667,0.0011863764178067,0.00275144270403957,0.0042721969265794,3.27793621136133e-06,4.39908499032201e-06
expedition,0.00655683998689568,5.65706850709962e-06,0.00643617842259608,3.90823465040841e-06,3.50238161950126e-06,0.00520414161052584,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.00356075697211155,0.00246173009473236,4.39908499032201e-06
boeotians,4.68011419478635e-06,0.00198563104599197,5.1448268765756e-06,3.90823465040841e-06,0.0066580274586719,4.52140887100421e-06,0.00184958945364662,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,0.0110021115607954
hellenes,0.00608882856741705,0.00283419132205691,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00316950761857395,2.84115123448021e-06,0.00458279359261951,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
brasidas,0.0128749941498573,5.65706850709962e-06,5.1448268765756e-06,0.00645249540782429,3.50238161950126e-06,4.52140887100421e-06,0.00170753189192261,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,0.00115055561018783,4.39908499032201e-06
called,0.0028127486310666,0.00226848447134695,5.1448268765756e-06,0.00293508422245672,0.00052885962454469,0.00520414161052584,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.00356075697211155,3.27793621136133e-06,0.00440348407531234
danger,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00560961738965594,3.43500961802693e-06,0.000359277177006261,0.00442849182154915,4.39908499032201e-06
fear,4.68011419478635e-06,0.00311704474741189,5.1448268765756e-06,0.000394731699691249,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,0.00402988847113835,0.000518686452322066,3.55719977233921e-06,0.00524797587438949,0.000224353334506423
night,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00801578926798765,3.50238161950126e-06,4.52140887100421e-06,0.00412251044123079,1.57972891851758e-06,0.003953696070349,3.55719977233921e-06,3.27793621136133e-06,0.00154407883160303
send,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.0047317175679462,0.00362164850567437,2.84115123448021e-06,1.57972891851758e-06,0.00120568837592745,0.00605079681274901,0.00213393647359622,0.000664261833538624
coming,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.00410755461757924,3.50238161950126e-06,4.52140887100421e-06,0.0029860499474387,0.00173928153928786,0.00498419895575708,0.000537137165623221,3.27793621136133e-06,0.000664261833538624
summer,0.00889689708428886,5.65706850709962e-06,0.00412100632813706,3.90823465040841e-06,3.50238161950126e-06,0.00294343717502374,0.000144898712958491,1.57972891851758e-06,0.000175185490519373,3.55719977233921e-06,3.27793621136133e-06,0.00660302657047334
territory,0.00257874292132728,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00263028859624545,0.00339557806212416,2.84115123448021e-06,1.57972891851758e-06,0.00034693597142072,3.55719977233921e-06,3.27793621136133e-06,0.012321837057892
envoys,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,0.000199319967170829,0.00700826562062202,0.00136094407017227,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.00907441661923734,3.27793621136133e-06,4.39908499032201e-06
joined,0.00187672579210933,5.65706850709962e-06,0.0036065236404795,3.90823465040841e-06,3.50238161950126e-06,0.00610842338472668,0.00241781970054266,1.57972891851758e-06,0.00309494366584226,3.55719977233921e-06,3.27793621136133e-06,0.00308375857821573
taking,0.000238685823934104,0.00537987215025174,5.1448268765756e-06,0.00410755461757924,3.50238161950126e-06,0.00158701451372248,0.000997244083302554,0.00142333575558434,0.00223619126133553,3.55719977233921e-06,3.27793621136133e-06,0.00264385007918353
tissaphernes,0.000706697243412739,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.00704520472657323,0.00960799658508822,3.27793621136133e-06,4.39908499032201e-06
enemies,0.000940702953152057,0.00396560502347683,5.1448268765756e-06,3.90823465040841e-06,0.00105421686746988,4.52140887100421e-06,2.84115123448021e-06,0.0053726580518783,3.43500961802693e-06,3.55719977233921e-06,0.000658865178483627,4.39908499032201e-06
held,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00175469319137013,0.000230591852421214,0.00227576213881865,0.00110738997188083,3.43500961802693e-06,0.00605079681274901,3.27793621136133e-06,0.00462343832482844
nicias,4.68011419478635e-06,5.65706850709962e-06,0.00412100632813706,0.00352131942001798,0.000178621462594564,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,0.00711795674445077,0.00344511095814075,4.39908499032201e-06
corinth,0.000940702953152057,5.65706850709962e-06,0.00334928229665072,3.90823465040841e-06,0.00508195572989633,0.00633449382827689,2.84115123448021e-06,1.57972891851758e-06,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,0.00462343832482844
forces,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,0.00339557806212416,0.0015654743301986,1.57972891851758e-06,0.00549945039846112,3.55719977233921e-06,0.00246173009473236,0.00484339257434454
samos,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.00910621049738939,0.00747367672168469,3.27793621136133e-06,4.39908499032201e-06
demosthenes,4.68011419478635e-06,5.65706850709962e-06,0.00926583320471266,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00312810750916271,1.57972891851758e-06,0.000175185490519373,3.55719977233921e-06,0.00147834923132396,0.00572320957240894
immediately,4.68011419478635e-06,5.65706850709962e-06,0.00154859288984926,0.00254426075741588,0.00228005043429532,4.52140887100421e-06,0.00284399238571469,1.57972891851758e-06,0.00378194558944765,0.00213787706317587,3.27793621136133e-06,0.00176403308111913
generals,4.68011419478635e-06,5.65706850709962e-06,0.0036065236404795,3.90823465040841e-06,0.00157957411039507,4.52140887100421e-06,0.00241781970054266,1.57972891851758e-06,3.43500961802693e-06,0.00676223676721685,0.00197003966302816,0.000664261833538624
making,4.68011419478635e-06,0.00339989817276687,5.1448268765756e-06,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,0.00227576213881865,0.00245015955262077,0.00378194558944765,0.000892857142857143,3.27793621136133e-06,0.00154407883160303
money,4.68011419478635e-06,5.65706850709962e-06,0.00514997170345218,0.00117637862977293,3.50238161950126e-06,0.00972555048153005,0.000286956274682501,1.57972891851758e-06,3.43500961802693e-06,0.00231573705179283,0.00147834923132396,4.39908499032201e-06
peace,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.00823409918744747,4.52140887100421e-06,2.84115123448021e-06,0.00363495624150896,3.43500961802693e-06,3.55719977233921e-06,3.27793621136133e-06,4.39908499032201e-06
winter,0.00936490850376749,5.65706850709962e-06,0.00386376498430828,3.90823465040841e-06,3.50238161950126e-06,4.52140887100421e-06,2.84115123448021e-06,1.57972891851758e-06,0.00189269029953284,3.55719977233921e-06,3.27793621136133e-06,0.00594316382192504
join,4.68011419478635e-06,5.65706850709962e-06,5.1448268765756e-06,3.90823465040841e-06,0.0047317175679462,0.00678663471537731,0.000144898712958491,0.000949417080029067,3.43500961802693e-06,0.00178215708594195,3.27793621136133e-06,0.00264385007918353
case,4.68011419478635e-06,0.000854217344572043,5.1448268765756e-06,3.90823465040841e-06,0.00263028859624545,4.52140887100421e-06,0.00113930164502656,0.00252914599854665,0.000690436933223413,3.55719977233921e-06,0.00475628544268529,4.39908499032201e-06
